experiment,condition,protocol,genotype,pupilSize,freq,level,mag,phi
1,Awake,Singletone,Alpha9KO,Small,8000,50,10.9558129214442,10.9558129214442
1,Awake,Singletone,Alpha9KO,Small,9000,50,20.1151817407054,20.1151817407054
1,Awake,Singletone,Alpha9KO,Small,10000,50,17.1517807047633,17.1517807047633
1,Awake,Singletone,Alpha9KO,Small,11000,50,8.33911665195901,8.33911665195901
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.11646499818192,1.11646499818192
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.322844004498883,0.322844004498883
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.06595901825827,2.06595901825827
1,Awake,Singletone,Alpha9KO,Small,6000,50,3.33849762295637,3.33849762295637
1,Awake,Singletone,Alpha9KO,Small,7000,50,7.36005740954937,7.36005740954937
1,Awake,Singletone,Alpha9KO,Small,8000,50,14.9263237718671,14.9263237718671
1,Awake,Singletone,Alpha9KO,Small,9000,50,29.4260964912461,29.4260964912461
1,Awake,Singletone,Alpha9KO,Small,10000,50,17.1380688019292,17.1380688019292
1,Awake,Singletone,Alpha9KO,Small,11000,50,8.86801383083179,8.86801383083179
1,Awake,Singletone,Alpha9KO,Small,12000,50,0.992984107718691,0.992984107718691
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.323072207237299,0.323072207237299
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.29531086738672,2.29531086738672
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.61325630201716,4.61325630201716
1,Awake,Singletone,Alpha9KO,Small,7000,50,7.08797889605512,7.08797889605512
1,Awake,Singletone,Alpha9KO,Small,8000,50,12.3837874397374,12.3837874397374
1,Awake,Singletone,Alpha9KO,Small,9000,50,26.0119325732393,26.0119325732393
1,Awake,Singletone,Alpha9KO,Small,10000,50,17.0937335149252,17.0937335149252
1,Awake,Singletone,Alpha9KO,Small,11000,50,6.23846870961681,6.23846870961681
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.80044110894237,1.80044110894237
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.563276718120698,0.563276718120698
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.74990103596231,2.74990103596231
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.1786291921366,4.1786291921366
1,Awake,Singletone,Alpha9KO,Small,7000,50,6.28424561201945,6.28424561201945
1,Awake,Singletone,Alpha9KO,Small,8000,50,11.7266725067683,11.7266725067683
1,Awake,Singletone,Alpha9KO,Small,9000,50,19.3878488038177,19.3878488038177
1,Awake,Singletone,Alpha9KO,Small,10000,50,15.6704048778603,15.6704048778603
1,Awake,Singletone,Alpha9KO,Small,11000,50,7.52574394147431,7.52574394147431
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.42045801480109,1.42045801480109
1,Awake,Singletone,Alpha9KO,Small,13000,50,NaN,NaN
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.52328661547373,2.52328661547373
1,Awake,Singletone,Alpha9KO,Small,6000,50,3.2406008775259,3.2406008775259
1,Awake,Singletone,Alpha9KO,Small,7000,50,6.21336597426864,6.21336597426864
1,Awake,Singletone,Alpha9KO,Small,8000,50,10.0396118986323,10.0396118986323
1,Awake,Singletone,Alpha9KO,Small,9000,50,34.6221342890754,34.6221342890754
1,Awake,Singletone,Alpha9KO,Small,10000,50,13.3869606543127,13.3869606543127
1,Awake,Singletone,Alpha9KO,Small,11000,50,7.72986854208862,7.72986854208862
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.0694426261183,1.0694426261183
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.360706443677773,0.360706443677773
1,Awake,Singletone,Alpha9KO,Small,5000,50,3.03214734893569,3.03214734893569
1,Awake,Singletone,Alpha9KO,Small,6000,50,2.69903120799495,2.69903120799495
1,Awake,Singletone,Alpha9KO,Small,7000,50,7.84619474760093,7.84619474760093
1,Awake,Singletone,Alpha9KO,Small,8000,50,17.1120390333455,17.1120390333455
1,Awake,Singletone,Alpha9KO,Small,9000,50,28.1082818971175,28.1082818971175
1,Awake,Singletone,Alpha9KO,Small,10000,50,22.3371910258333,22.3371910258333
1,Awake,Singletone,Alpha9KO,Small,11000,50,10.5569042172694,10.5569042172694
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.0544610943,1.0544610943
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.384573619326431,0.384573619326431
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.94390768641005,2.94390768641005
1,Awake,Singletone,Alpha9KO,Small,6000,50,4.55811700068213,4.55811700068213
1,Awake,Singletone,Alpha9KO,Small,7000,50,9.53011773903292,9.53011773903292
1,Awake,Singletone,Alpha9KO,Small,8000,50,17.1643836774219,17.1643836774219
1,Awake,Singletone,Alpha9KO,Small,9000,50,30.1421436234165,30.1421436234165
1,Awake,Singletone,Alpha9KO,Small,10000,50,21.1512377660135,21.1512377660135
1,Awake,Singletone,Alpha9KO,Small,11000,50,10.2264404217244,10.2264404217244
1,Awake,Singletone,Alpha9KO,Small,12000,50,2.18673693215853,2.18673693215853
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.519276601592138,0.519276601592138
1,Awake,Singletone,Alpha9KO,Small,5000,50,1.72829739570027,1.72829739570027
1,Awake,Singletone,Alpha9KO,Small,6000,50,2.34432406661669,2.34432406661669
1,Awake,Singletone,Alpha9KO,Small,7000,50,5.33342528024198,5.33342528024198
1,Awake,Singletone,Alpha9KO,Small,8000,50,9.26689750737057,9.26689750737057
1,Awake,Singletone,Alpha9KO,Small,9000,50,21.2996089183308,21.2996089183308
1,Awake,Singletone,Alpha9KO,Small,10000,50,17.6853407604891,17.6853407604891
1,Awake,Singletone,Alpha9KO,Small,11000,50,6.5993190160129,6.5993190160129
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.7471073216644,1.7471073216644
1,Awake,Singletone,Alpha9KO,Small,13000,50,0.440953437191519,0.440953437191519
1,Awake,Singletone,Alpha9KO,Small,5000,50,2.39553903088871,2.39553903088871
1,Awake,Singletone,Alpha9KO,Small,6000,50,1.62697037969232,1.62697037969232
1,Awake,Singletone,Alpha9KO,Small,7000,50,4.45305818531973,4.45305818531973
1,Awake,Singletone,Alpha9KO,Small,8000,50,8.10405139524917,8.10405139524917
1,Awake,Singletone,Alpha9KO,Small,9000,50,41.3133950138724,41.3133950138724
1,Awake,Singletone,Alpha9KO,Small,10000,50,29.5225076593041,29.5225076593041
1,Awake,Singletone,Alpha9KO,Small,11000,50,16.4566415697029,16.4566415697029
1,Awake,Singletone,Alpha9KO,Small,12000,50,1.80491571186081,1.80491571186081
