experiment,condition,protocol,genotype,pupilSize,diameter
1,Awake,Singletone,Alpha9KO,Large,0.657735775417048
1,Awake,Singletone,Alpha9KO,Large,0.670806216236052
1,Awake,Singletone,Alpha9KO,Large,0.628650892726914
1,Awake,Singletone,Alpha9KO,Large,0.630609173866774
1,Awake,Singletone,Alpha9KO,Large,0.597896696766739
1,Awake,Singletone,Alpha9KO,Large,0.62238282850782
1,Awake,Singletone,Alpha9KO,Large,0.596871154781327
1,Awake,Singletone,Alpha9KO,Large,0.612541953083171
1,Awake,Singletone,Alpha9KO,Large,0.594886852803589
1,Awake,Singletone,Alpha9KO,Large,0.595416505052182
1,Awake,Singletone,Alpha9KO,Large,0.595939541062039
1,Awake,Singletone,Alpha9KO,Large,0.689316228882555
1,Awake,Singletone,Alpha9KO,Large,0.645350657512513
1,Awake,Singletone,Alpha9KO,Large,0.625937627132366
1,Awake,Singletone,Alpha9KO,Large,0.653340424258342
1,Awake,Singletone,Alpha9KO,Large,0.59472164562441
1,Awake,Singletone,Alpha9KO,Large,0.652638234330945
1,Awake,Singletone,Alpha9KO,Large,0.59354429316498
1,Awake,Singletone,Alpha9KO,Large,0.615430853825531
1,Awake,Singletone,Alpha9KO,Large,0.799797100755654
1,Awake,Singletone,Alpha9KO,Large,0.676853888753807
1,Awake,Singletone,Alpha9KO,Large,0.653380876102219
1,Awake,Singletone,Alpha9KO,Large,0.629719049906275
1,Awake,Singletone,Alpha9KO,Large,0.669446623484213
1,Awake,Singletone,Alpha9KO,Large,0.637533408499353
1,Awake,Singletone,Alpha9KO,Large,0.670059553699075
1,Awake,Singletone,Alpha9KO,Large,0.63463653159368
1,Awake,Singletone,Alpha9KO,Large,0.605162229346935
1,Awake,Singletone,Alpha9KO,Large,0.610890186321976
1,Awake,Singletone,Alpha9KO,Large,0.582327042593558
1,Awake,Singletone,Alpha9KO,Large,0.584159251636599
1,Awake,Singletone,Alpha9KO,Large,0.590740513549643
1,Awake,Singletone,Alpha9KO,Large,0.591129478061442
1,Awake,Singletone,Alpha9KO,Large,0.627918508301316
1,Awake,Singletone,Alpha9KO,Large,0.631491061491258
1,Awake,Singletone,Alpha9KO,Large,0.593483074399427
1,Awake,Singletone,Alpha9KO,Large,0.618171081566133
1,Awake,Singletone,Alpha9KO,Large,0.633124676199668
1,Awake,Singletone,Alpha9KO,Large,0.579961642300265
1,Awake,Singletone,Alpha9KO,Large,0.580979958192984
2,Awake,Singletone,Alpha9KO,Small,0.484321965324798
2,Awake,Singletone,Alpha9KO,Small,0.504065468032584
2,Awake,Singletone,Alpha9KO,Small,0.503954281804548
2,Awake,Singletone,Alpha9KO,Small,0.500843740682552
2,Awake,Singletone,Alpha9KO,Small,0.490395320224706
2,Awake,Singletone,Alpha9KO,Small,0.501940679172637
2,Awake,Singletone,Alpha9KO,Small,0.48491590551788
2,Awake,Singletone,Alpha9KO,Small,0.471053350767998
2,Awake,Singletone,Alpha9KO,Small,0.491773793299924
2,Awake,Singletone,Alpha9KO,Small,0.483625592852591
2,Awake,Singletone,Alpha9KO,Small,0.465311412943085
2,Awake,Singletone,Alpha9KO,Small,0.480846950338637
2,Awake,Singletone,Alpha9KO,Small,0.484446986478833
2,Awake,Singletone,Alpha9KO,Small,0.489211771828129
2,Awake,Singletone,Alpha9KO,Small,0.484257294425157
2,Awake,Singletone,Alpha9KO,Small,0.497661982896878
2,Awake,Singletone,Alpha9KO,Small,0.478011730823899
2,Awake,Singletone,Alpha9KO,Small,0.501785518909372
2,Awake,Singletone,Alpha9KO,Small,0.497465800530249
2,Awake,Singletone,Alpha9KO,Small,0.484582006516309
2,Awake,Singletone,Alpha9KO,Small,0.471415966990245
2,Awake,Singletone,Alpha9KO,Small,0.457695184726728
2,Awake,Singletone,Alpha9KO,Small,0.49956836280331
2,Awake,Singletone,Alpha9KO,Small,0.475632477097887
2,Awake,Singletone,Alpha9KO,Small,0.488388518488437
2,Awake,Singletone,Alpha9KO,Small,0.497582890613319
2,Awake,Singletone,Alpha9KO,Small,0.474374601377194
2,Awake,Singletone,Alpha9KO,Small,0.462540351708063
2,Awake,Singletone,Alpha9KO,Small,0.497479003199245
2,Awake,Singletone,Alpha9KO,Small,0.492548552833029
2,Awake,Singletone,Alpha9KO,Small,0.492315156139528
2,Awake,Singletone,Alpha9KO,Small,0.454832769846625
2,Awake,Singletone,Alpha9KO,Small,0.496483357020394
2,Awake,Singletone,Alpha9KO,Small,0.500396940387751
2,Awake,Singletone,Alpha9KO,Small,0.492464853565005
2,Awake,Singletone,Alpha9KO,Small,0.48472557549594
2,Awake,Singletone,Alpha9KO,Small,0.504480978115185
2,Awake,Singletone,Alpha9KO,Small,0.492466071238755
2,Awake,Singletone,Alpha9KO,Small,0.501053221788719
2,Awake,Singletone,Alpha9KO,Small,0.498367976715313
2,Awake,Singletone,Alpha9KO,Small,0.490549169218325
2,Awake,Singletone,Alpha9KO,Small,0.488491438950945
2,Awake,Singletone,Alpha9KO,Small,0.495673391985958
2,Awake,Singletone,Alpha9KO,Small,0.493222975889333
2,Awake,Singletone,Alpha9KO,Small,0.481861105744515
2,Awake,Singletone,Alpha9KO,Small,0.493567213813313
2,Awake,Singletone,Alpha9KO,Small,0.502767532348045
2,Awake,Singletone,Alpha9KO,Small,0.492497161450331
2,Awake,Singletone,Alpha9KO,Small,0.484378450907902
2,Awake,Singletone,Alpha9KO,Small,0.466737827274819
2,Awake,Singletone,Alpha9KO,Small,0.503808005949548
2,Awake,Singletone,Alpha9KO,Small,0.480535038200364
2,Awake,Singletone,Alpha9KO,Small,0.488092451059455
2,Awake,Singletone,Alpha9KO,Small,0.461124781455692
2,Awake,Singletone,Alpha9KO,Small,0.453217423611992
2,Awake,Singletone,Alpha9KO,Small,0.467672131286639
2,Awake,Singletone,Alpha9KO,Small,0.476547032428634
2,Awake,Singletone,Alpha9KO,Small,0.466605680554506
2,Awake,Singletone,Alpha9KO,Small,0.470540340364715
2,Awake,Singletone,Alpha9KO,Small,0.491389196798136
2,Awake,Singletone,Alpha9KO,Small,0.46194559091184
2,Awake,Singletone,Alpha9KO,Small,0.461735598800696
2,Awake,Singletone,Alpha9KO,Small,0.467484399773956
2,Awake,Singletone,Alpha9KO,Small,0.44391692671512
2,Awake,Singletone,Alpha9KO,Small,0.428066535960935
2,Awake,Singletone,Alpha9KO,Small,0.436146031776375
2,Awake,Singletone,Alpha9KO,Small,0.484797666865541
2,Awake,Singletone,Alpha9KO,Small,0.447922718724664
2,Awake,Singletone,Alpha9KO,Small,0.471928109886455
2,Awake,Singletone,Alpha9KO,Small,0.458526399110772
2,Awake,Singletone,Alpha9KO,Small,0.459165956073433
2,Awake,Singletone,Alpha9KO,Small,0.466477817275356
2,Awake,Singletone,Alpha9KO,Small,0.433496753047662
2,Awake,Singletone,Alpha9KO,Small,0.417052563291744
2,Awake,Singletone,Alpha9KO,Small,0.501416035215073
2,Awake,Singletone,Alpha9KO,Small,0.493056718190317
2,Awake,Singletone,Alpha9KO,Small,0.467753495157662
2,Awake,Singletone,Alpha9KO,Small,0.456304432890383
2,Awake,Singletone,Alpha9KO,Small,0.429947918894111
2,Awake,Singletone,Alpha9KO,Small,0.416367291471829
2,Awake,Singletone,Alpha9KO,Small,0.409790528826768
2,Awake,Singletone,Alpha9KO,Small,0.401282079006415
2,Awake,Singletone,Alpha9KO,Small,0.385272952842092
2,Awake,Singletone,Alpha9KO,Small,0.403413464973675
2,Awake,Singletone,Alpha9KO,Small,0.372330828207646
2,Awake,Singletone,Alpha9KO,Small,0.376524954290152
2,Awake,Singletone,Alpha9KO,Small,0.375067471977419
2,Awake,Singletone,Alpha9KO,Small,0.367350652082605
2,Awake,Singletone,Alpha9KO,Small,0.364517198853603
2,Awake,Singletone,Alpha9KO,Small,0.34731505776718
2,Awake,Singletone,Alpha9KO,Small,0.353530326921476
2,Awake,Singletone,Alpha9KO,Small,0.377657826795588
2,Awake,Singletone,Alpha9KO,Small,0.39140046389398
2,Awake,Singletone,Alpha9KO,Small,0.364675197748492
2,Awake,Singletone,Alpha9KO,Small,0.429098811099692
2,Awake,Singletone,Alpha9KO,Small,0.417285197992476
2,Awake,Singletone,Alpha9KO,Small,0.421460169868994
2,Awake,Singletone,Alpha9KO,Small,0.414870266900639
2,Awake,Singletone,Alpha9KO,Small,0.408578516863516
2,Awake,Singletone,Alpha9KO,Small,0.389353787818476
2,Awake,Singletone,Alpha9KO,Small,0.371628761236959
2,Awake,Singletone,Alpha9KO,Small,0.393874109107438
2,Awake,Singletone,Alpha9KO,Small,0.368938949683385
2,Awake,Singletone,Alpha9KO,Small,0.382229646907132
2,Awake,Singletone,Alpha9KO,Small,0.358599287173597
2,Awake,Singletone,Alpha9KO,Small,0.399003328198145
2,Awake,Singletone,Alpha9KO,Small,0.393528049610103
2,Awake,Singletone,Alpha9KO,Small,0.37773828724064
2,Awake,Singletone,Alpha9KO,Small,0.380640689147776
2,Awake,Singletone,Alpha9KO,Small,0.356548224683241
2,Awake,Singletone,Alpha9KO,Small,0.407994522239296
2,Awake,Singletone,Alpha9KO,Small,0.395553216381557
2,Awake,Singletone,Alpha9KO,Small,0.375726224867477
2,Awake,Singletone,Alpha9KO,Small,0.397217013170787
2,Awake,Singletone,Alpha9KO,Small,0.381233641127802
2,Awake,Singletone,Alpha9KO,Small,0.382696105269209
2,Awake,Singletone,Alpha9KO,Small,0.363300434149253
2,Awake,Singletone,Alpha9KO,Small,0.382758451936426
2,Awake,Singletone,Alpha9KO,Small,0.390794797107922
2,Awake,Singletone,Alpha9KO,Small,0.394059733185845
2,Awake,Singletone,Alpha9KO,Small,0.404673699138828
2,Awake,Singletone,Alpha9KO,Small,0.40255947164238
2,Awake,Singletone,Alpha9KO,Small,0.369865512343364
2,Awake,Singletone,Alpha9KO,Small,0.372181929439496
2,Awake,Singletone,Alpha9KO,Small,0.420042663200743
2,Awake,Singletone,Alpha9KO,Small,0.482249224164347
2,Awake,Singletone,Alpha9KO,Small,0.468253979135023
2,Awake,Singletone,Alpha9KO,Small,0.477991443224606
2,Awake,Singletone,Alpha9KO,Small,0.471047379017948
2,Awake,Singletone,Alpha9KO,Small,0.462118810406386
2,Awake,Singletone,Alpha9KO,Small,0.434495127167889
2,Awake,Singletone,Alpha9KO,Small,0.433889626331298
2,Awake,Singletone,Alpha9KO,Small,0.430355220903507
2,Awake,Singletone,Alpha9KO,Small,0.421980961892619
2,Awake,Singletone,Alpha9KO,Small,0.409987377027049
2,Awake,Singletone,Alpha9KO,Small,0.421021868717963
2,Awake,Singletone,Alpha9KO,Small,0.417549205932581
2,Awake,Singletone,Alpha9KO,Small,0.455175495714879
2,Awake,Singletone,Alpha9KO,Small,0.431994324329922
2,Awake,Singletone,Alpha9KO,Small,0.445691130893557
2,Awake,Singletone,Alpha9KO,Small,0.414993250456666
2,Awake,Singletone,Alpha9KO,Small,0.42430841427156
2,Awake,Singletone,Alpha9KO,Small,0.37960578776959
2,Awake,Singletone,Alpha9KO,Small,0.377154747052876
2,Awake,Singletone,Alpha9KO,Small,0.38526480831344
2,Awake,Singletone,Alpha9KO,Small,0.367369988848381
2,Awake,Singletone,Alpha9KO,Small,0.431428398910382
2,Awake,Singletone,Alpha9KO,Small,0.431184420121905
2,Awake,Singletone,Alpha9KO,Small,0.414009689888593
2,Awake,Singletone,Alpha9KO,Small,0.412342275562551
2,Awake,Singletone,Alpha9KO,Small,0.408222588764929
2,Awake,Singletone,Alpha9KO,Small,0.377002901248866
2,Awake,Singletone,Alpha9KO,Small,0.387264807396141
2,Awake,Singletone,Alpha9KO,Small,0.410555540851687
2,Awake,Singletone,Alpha9KO,Small,0.480059986492748
2,Awake,Singletone,Alpha9KO,Small,0.4610642025193
2,Awake,Singletone,Alpha9KO,Small,0.47710682764581
2,Awake,Singletone,Alpha9KO,Small,0.442372101296443
2,Awake,Singletone,Alpha9KO,Small,0.410017126616238
2,Awake,Singletone,Alpha9KO,Small,0.404319092142868
2,Awake,Singletone,Alpha9KO,Small,0.434310622013805
2,Awake,Singletone,Alpha9KO,Small,0.398282039191622
2,Awake,Singletone,Alpha9KO,Small,0.441684212439605
2,Awake,Singletone,Alpha9KO,Small,0.42991970669621
2,Awake,Singletone,Alpha9KO,Small,0.394651805222074
2,Awake,Singletone,Alpha9KO,Small,0.37045875696378
2,Awake,Singletone,Alpha9KO,Small,0.395372063204414
2,Awake,Singletone,Alpha9KO,Medium,0.566353802000892
2,Awake,Singletone,Alpha9KO,Medium,0.534689051697012
2,Awake,Singletone,Alpha9KO,Medium,0.525273376176916
2,Awake,Singletone,Alpha9KO,Medium,0.553684249560182
2,Awake,Singletone,Alpha9KO,Medium,0.571592228999649
2,Awake,Singletone,Alpha9KO,Medium,0.545695701320292
2,Awake,Singletone,Alpha9KO,Medium,0.570676890201953
2,Awake,Singletone,Alpha9KO,Medium,0.549756379621478
2,Awake,Singletone,Alpha9KO,Medium,0.56100379331403
2,Awake,Singletone,Alpha9KO,Medium,0.552651562293424
2,Awake,Singletone,Alpha9KO,Medium,0.567583821653311
2,Awake,Singletone,Alpha9KO,Medium,0.565720466576907
2,Awake,Singletone,Alpha9KO,Medium,0.553594372420832
2,Awake,Singletone,Alpha9KO,Medium,0.523047426470385
2,Awake,Singletone,Alpha9KO,Medium,0.540270470206611
2,Awake,Singletone,Alpha9KO,Medium,0.568975055871409
2,Awake,Singletone,Alpha9KO,Medium,0.564737718258393
2,Awake,Singletone,Alpha9KO,Medium,0.571054014220338
2,Awake,Singletone,Alpha9KO,Medium,0.564411358090642
2,Awake,Singletone,Alpha9KO,Medium,0.535880092110322
2,Awake,Singletone,Alpha9KO,Medium,0.550371177065531
2,Awake,Singletone,Alpha9KO,Medium,0.527768456274733
2,Awake,Singletone,Alpha9KO,Medium,0.525697406290163
2,Awake,Singletone,Alpha9KO,Medium,0.543483408707323
2,Awake,Singletone,Alpha9KO,Medium,0.566083134449215
2,Awake,Singletone,Alpha9KO,Medium,0.552676787909811
2,Awake,Singletone,Alpha9KO,Medium,0.56903386913219
2,Awake,Singletone,Alpha9KO,Medium,0.556807395716423
2,Awake,Singletone,Alpha9KO,Medium,0.55452072448039
2,Awake,Singletone,Alpha9KO,Medium,0.554482726415122
2,Awake,Singletone,Alpha9KO,Medium,0.515121739650908
2,Awake,Singletone,Alpha9KO,Medium,0.532294711159236
2,Awake,Singletone,Alpha9KO,Medium,0.564180584398012
2,Awake,Singletone,Alpha9KO,Medium,0.514960785224657
2,Awake,Singletone,Alpha9KO,Medium,0.558689180120677
