experiment,genotype,freq,level,mag,phi
21,VGLUT3KO,3000,10,NaN,NaN
21,VGLUT3KO,3500,10,NaN,NaN
21,VGLUT3KO,4000,10,0.107018013569551,-0.197108966249111
21,VGLUT3KO,4500,10,0.167430853440015,-0.394918287843037
21,VGLUT3KO,5000,10,0.155864698483333,-0.676289068271224
21,VGLUT3KO,5500,10,0.237261175590749,-0.922563593065311
21,VGLUT3KO,6000,10,0.386958276651323,-1.14122665222054
21,VGLUT3KO,6500,10,0.35302250674928,-1.38658595003423
21,VGLUT3KO,7000,10,0.564485193090752,-1.61717696084804
21,VGLUT3KO,7500,10,1.40893747672412,-1.88699280293173
21,VGLUT3KO,8000,10,3.07894581194639,-2.26583881558828
21,VGLUT3KO,8500,10,3.47320954167194,-2.65671808695591
21,VGLUT3KO,9000,10,4.49395098297191,-3.06536807778656
21,VGLUT3KO,9500,10,4.01957917546995,-2.57316177332643
21,VGLUT3KO,10000,10,2.44450114154034,-2.1260364253741
21,VGLUT3KO,10500,10,1.16281235326566,-1.72210048792394
21,VGLUT3KO,11000,10,0.498195458774425,-1.39893842414686
21,VGLUT3KO,11500,10,0.151664085856306,-1.10145354335606
21,VGLUT3KO,12000,10,0.074377932291505,-0.603789690287028
21,VGLUT3KO,12500,10,NaN,NaN
21,VGLUT3KO,13000,10,NaN,NaN
21,VGLUT3KO,13500,10,NaN,NaN
21,VGLUT3KO,14000,10,NaN,NaN
21,VGLUT3KO,14500,10,NaN,NaN
21,VGLUT3KO,15000,10,NaN,NaN
21,VGLUT3KO,500,20,NaN,NaN
21,VGLUT3KO,1000,20,NaN,NaN
21,VGLUT3KO,1500,20,NaN,NaN
21,VGLUT3KO,2000,20,NaN,NaN
21,VGLUT3KO,2500,20,NaN,NaN
21,VGLUT3KO,3000,20,0.10182570855235,0.286823065886783
21,VGLUT3KO,3500,20,0.194750281059273,-0.00208006824350093
21,VGLUT3KO,4000,20,0.374940867065088,-0.15999348452963
21,VGLUT3KO,4500,20,0.471509868196899,-0.431414736512093
21,VGLUT3KO,5000,20,0.696770639257467,-0.686116704729944
21,VGLUT3KO,5500,20,0.874254825378238,-0.922123838443722
21,VGLUT3KO,6000,20,1.12264241349703,-1.16498774501471
21,VGLUT3KO,6500,20,1.43730769221123,-1.39350684438441
21,VGLUT3KO,7000,20,1.85648226085838,-1.61357672803871
21,VGLUT3KO,7500,20,4.06764633139425,-1.90659164134046
21,VGLUT3KO,8000,20,6.96020784227114,-2.26383886310653
21,VGLUT3KO,8500,20,7.9614719581416,-2.62895107440909
21,VGLUT3KO,9000,20,9.30075637740999,-3.04357723382877
21,VGLUT3KO,9500,20,5.99602304188234,-3.5410071092875
21,VGLUT3KO,10000,20,3.57894334064531,-3.09243372768834
21,VGLUT3KO,10500,20,1.77533608188282,-2.69701978875137
21,VGLUT3KO,11000,20,0.874599420083071,-2.36606502911646
21,VGLUT3KO,11500,20,0.252477604347586,-2.06472120056191
21,VGLUT3KO,12000,20,0.13330028584709,-1.66795566961312
21,VGLUT3KO,12500,20,0.0976212438710096,-1.52340576609083
21,VGLUT3KO,13000,20,NaN,NaN
21,VGLUT3KO,13500,20,NaN,NaN
21,VGLUT3KO,14000,20,NaN,NaN
21,VGLUT3KO,14500,20,NaN,NaN
21,VGLUT3KO,15000,20,NaN,NaN
21,VGLUT3KO,500,30,NaN,NaN
21,VGLUT3KO,1000,30,NaN,NaN
21,VGLUT3KO,1500,30,NaN,NaN
21,VGLUT3KO,2000,30,NaN,NaN
21,VGLUT3KO,2500,30,0.165826579885789,0.36917616915437
21,VGLUT3KO,3000,30,0.311732647119041,0.176202258461085
21,VGLUT3KO,3500,30,0.499085019103354,0.0271692197632645
21,VGLUT3KO,4000,30,1.07826608631866,-0.177314262741498
21,VGLUT3KO,4500,30,1.40894313156415,-0.443409651302679
21,VGLUT3KO,5000,30,1.93778663974151,-0.683398332319354
21,VGLUT3KO,5500,30,2.755114353757,-0.910633091743518
21,VGLUT3KO,6000,30,3.26555255792118,-1.15527773113707
21,VGLUT3KO,6500,30,4.32047148107277,-1.38707158565362
21,VGLUT3KO,7000,30,5.76545237456336,-1.63109538541509
21,VGLUT3KO,7500,30,9.36969849702662,-1.93820156535803
21,VGLUT3KO,8000,30,12.5264859789422,-2.27407251724611
21,VGLUT3KO,8500,30,12.770418448002,-2.61514542590823
21,VGLUT3KO,9000,30,11.3345435673328,-3.01707684913454
21,VGLUT3KO,9500,30,7.66185671527999,-3.51309806943325
21,VGLUT3KO,10000,30,4.40697372727164,-3.06155587829802
21,VGLUT3KO,10500,30,2.01997048511609,-2.65924719548146
21,VGLUT3KO,11000,30,1.02138447361891,-2.36111378305992
21,VGLUT3KO,11500,30,0.333404595422284,-2.03283844274788
21,VGLUT3KO,12000,30,0.176648872890252,-1.63480171519866
21,VGLUT3KO,12500,30,NaN,NaN
21,VGLUT3KO,13000,30,NaN,NaN
21,VGLUT3KO,13500,30,NaN,NaN
21,VGLUT3KO,14000,30,NaN,NaN
21,VGLUT3KO,14500,30,NaN,NaN
21,VGLUT3KO,15000,30,NaN,NaN
21,VGLUT3KO,500,40,NaN,NaN
21,VGLUT3KO,1000,40,NaN,NaN
21,VGLUT3KO,1500,40,NaN,NaN
21,VGLUT3KO,2000,40,0.199578348164129,0.70076187333645
21,VGLUT3KO,2500,40,0.456275188157484,0.40727909595262
21,VGLUT3KO,3000,40,0.902812389848794,0.19186553888401
21,VGLUT3KO,3500,40,1.83373997457296,0.0370119189942146
21,VGLUT3KO,4000,40,3.50084103275698,-0.176113797671607
21,VGLUT3KO,4500,40,4.28305308507841,-0.43829767684809
21,VGLUT3KO,5000,40,5.47182061226959,-0.674310216340818
21,VGLUT3KO,5500,40,7.50971089338269,-0.904958770716074
21,VGLUT3KO,6000,40,9.2304437547846,-1.15179221037938
21,VGLUT3KO,6500,40,11.8912096475572,-1.3991667380402
21,VGLUT3KO,7000,40,14.7605619296789,-1.66877751349274
21,VGLUT3KO,7500,40,17.6468262746712,-1.95563074524315
21,VGLUT3KO,8000,40,21.5131120907404,-2.29584193900464
21,VGLUT3KO,8500,40,16.1695896153286,-2.59529753705189
21,VGLUT3KO,9000,40,12.6406212198209,-2.99720913199922
21,VGLUT3KO,9500,40,8.82228102355372,-3.4791541062669
21,VGLUT3KO,10000,40,4.85782624478771,-3.03059315110311
21,VGLUT3KO,10500,40,1.96274108328134,-2.63806668083015
21,VGLUT3KO,11000,40,1.11717530453784,-2.30029164981535
21,VGLUT3KO,11500,40,0.414507642780248,-1.98724344456999
21,VGLUT3KO,12000,40,0.205465842482733,-1.63776856930028
21,VGLUT3KO,12500,40,NaN,NaN
21,VGLUT3KO,13000,40,NaN,NaN
21,VGLUT3KO,13500,40,NaN,NaN
21,VGLUT3KO,14000,40,NaN,NaN
21,VGLUT3KO,14500,40,NaN,NaN
21,VGLUT3KO,15000,40,NaN,NaN
21,VGLUT3KO,500,50,NaN,NaN
21,VGLUT3KO,1000,50,NaN,NaN
21,VGLUT3KO,1500,50,NaN,NaN
21,VGLUT3KO,2000,50,0.552639414667128,0.66321604091262
21,VGLUT3KO,2500,50,1.41578379097868,0.440491280075464
21,VGLUT3KO,3000,50,2.749207524134,0.195375159522605
21,VGLUT3KO,3500,50,5.3320914680254,0.0154681352649433
21,VGLUT3KO,4000,50,8.941482939843,-0.18031310912452
21,VGLUT3KO,4500,50,11.6422875707183,-0.437522431051503
21,VGLUT3KO,5000,50,14.8247906066675,-0.682916847002527
21,VGLUT3KO,5500,50,18.5135253993498,-0.917560454569026
21,VGLUT3KO,6000,50,23.6676718597134,-1.16564871325747
21,VGLUT3KO,6500,50,23.9611891133977,-1.42042291783021
21,VGLUT3KO,7000,50,28.279112213641,-1.69061242552303
21,VGLUT3KO,7500,50,28.9548807442871,-1.9678029898327
21,VGLUT3KO,8000,50,29.9315763696768,-2.29952709976053
21,VGLUT3KO,8500,50,19.2264024010175,-2.57571369232093
21,VGLUT3KO,9000,50,14.2511803364765,-2.98917487851219
21,VGLUT3KO,9500,50,8.74291458649595,-3.46337507808225
21,VGLUT3KO,10000,50,5.03821532938939,-3.01767061175388
21,VGLUT3KO,10500,50,1.93260094306416,-2.62236442007558
21,VGLUT3KO,11000,50,1.0812824422102,-2.27182741483537
21,VGLUT3KO,11500,50,0.434184187708748,-1.9761151689486
21,VGLUT3KO,12000,50,0.167188664554141,-1.58444985196302
21,VGLUT3KO,12500,50,0.0894985552021402,-1.33529741582563
21,VGLUT3KO,13000,50,NaN,NaN
21,VGLUT3KO,13500,50,NaN,NaN
21,VGLUT3KO,14000,50,NaN,NaN
21,VGLUT3KO,14500,50,NaN,NaN
21,VGLUT3KO,15000,50,NaN,NaN
21,VGLUT3KO,500,60,NaN,NaN
21,VGLUT3KO,1000,60,NaN,NaN
21,VGLUT3KO,1500,60,0.396728830627024,0.793253983105253
21,VGLUT3KO,2000,60,1.65830234275581,0.63864968543376
21,VGLUT3KO,2500,60,4.25025345814474,0.416595782785598
21,VGLUT3KO,3000,60,8.04085758856001,0.162308591722807
21,VGLUT3KO,3500,60,12.7785394255692,0.0093672521445034
21,VGLUT3KO,4000,60,20.5691935619768,-0.204203245191235
21,VGLUT3KO,4500,60,27.5812952288562,-0.460489563573027
21,VGLUT3KO,5000,60,35.1949510118386,-0.707258169574147
21,VGLUT3KO,5500,60,44.0782109546813,-0.949756938526436
21,VGLUT3KO,6000,60,48.2864858413599,-1.20398854365303
21,VGLUT3KO,6500,60,44.16127878681,-1.46444814395999
21,VGLUT3KO,7000,60,43.8263830153405,-1.73313247092152
21,VGLUT3KO,7500,60,37.8936302844867,-1.98846321249047
21,VGLUT3KO,8000,60,30.5981817971129,-2.306416032609
21,VGLUT3KO,8500,60,21.1027266793923,-2.60899852409864
21,VGLUT3KO,9000,60,15.4786176472095,-3.0056851289388
21,VGLUT3KO,9500,60,8.72294098728605,-3.4891148890266
21,VGLUT3KO,10000,60,5.22161412429011,-3.03397320951887
21,VGLUT3KO,10500,60,1.77283701172908,-2.62736154453434
21,VGLUT3KO,11000,60,1.08101950817855,-2.27221676083438
21,VGLUT3KO,11500,60,0.448042169872824,-1.94195708557722
21,VGLUT3KO,12000,60,0.221626129171582,-1.55664118234744
21,VGLUT3KO,12500,60,NaN,NaN
21,VGLUT3KO,13000,60,NaN,NaN
21,VGLUT3KO,13500,60,NaN,NaN
21,VGLUT3KO,14000,60,NaN,NaN
21,VGLUT3KO,14500,60,NaN,NaN
21,VGLUT3KO,15000,60,NaN,NaN
21,VGLUT3KO,500,70,NaN,NaN
21,VGLUT3KO,1000,70,NaN,NaN
21,VGLUT3KO,1500,70,1.18914440681267,0.763058907300891
21,VGLUT3KO,2000,70,4.74244553081278,0.610736969837552
21,VGLUT3KO,2500,70,11.4834796943547,0.386184723565087
21,VGLUT3KO,3000,70,19.3512727386767,0.140065405382675
21,VGLUT3KO,3500,70,30.8590290835236,-0.0377130287710654
21,VGLUT3KO,4000,70,53.4012855502564,-0.265934529894997
21,VGLUT3KO,4500,70,74.428033015262,-0.53518294125816
21,VGLUT3KO,5000,70,88.6983148301529,-0.804108459633117
21,VGLUT3KO,5500,70,95.401216111394,-1.05328110783229
21,VGLUT3KO,6000,70,84.2677778894093,-1.31163155873638
21,VGLUT3KO,6500,70,64.1770294734056,-1.56387694182507
21,VGLUT3KO,7000,70,55.0606148892711,-1.8266061069304
21,VGLUT3KO,7500,70,41.0826011572895,-2.07854472490305
21,VGLUT3KO,8000,70,29.8519553881797,-2.39230279806393
21,VGLUT3KO,8500,70,20.9088074959756,-2.71470685260577
21,VGLUT3KO,9000,70,15.5538653069254,-3.12365414474393
21,VGLUT3KO,9500,70,9.14513725764886,-3.59589339380446
21,VGLUT3KO,10000,70,5.11751910221076,-3.14137709766067
21,VGLUT3KO,10500,70,1.88192137494072,-2.76318641533071
21,VGLUT3KO,11000,70,1.0637308298869,-2.39574678834602
21,VGLUT3KO,11500,70,0.432182149845474,-2.06311958633532
21,VGLUT3KO,12000,70,0.223806797535521,-1.61185553506991
21,VGLUT3KO,12500,70,NaN,NaN
21,VGLUT3KO,13000,70,NaN,NaN
21,VGLUT3KO,13500,70,NaN,NaN
21,VGLUT3KO,14000,70,NaN,NaN
21,VGLUT3KO,14500,70,NaN,NaN
21,VGLUT3KO,15000,70,NaN,NaN
21,VGLUT3KO,500,80,NaN,NaN
21,VGLUT3KO,1000,80,0.627662760920424,1.04093696851124
21,VGLUT3KO,1500,80,3.43901920409661,0.758788225080039
21,VGLUT3KO,2000,80,13.4861254360552,0.563621328443839
21,VGLUT3KO,2500,80,31.9851064884451,0.352056633477596
21,VGLUT3KO,3000,80,62.4527147521844,0.10414512951587
21,VGLUT3KO,3500,80,107.283646432541,-0.116149092777739
21,VGLUT3KO,4000,80,172.841701627729,-0.366613251633204
21,VGLUT3KO,4500,80,212.926871317112,-0.632847681193728
21,VGLUT3KO,5000,80,236.482502381532,-0.90988055823091
21,VGLUT3KO,5500,80,225.739078675784,-1.17008754626371
21,VGLUT3KO,6000,80,163.560219138731,-1.44962879775542
21,VGLUT3KO,6500,80,103.059637781967,-1.70281912678156
21,VGLUT3KO,7000,80,75.0997830540642,-1.96257851163422
21,VGLUT3KO,7500,80,48.5107554052647,-2.23707618817591
21,VGLUT3KO,8000,80,30.4688974611297,-2.55725153938986
21,VGLUT3KO,8500,80,20.8729894270204,-2.88977770789139
21,VGLUT3KO,9000,80,15.3537590241184,-3.32344714923224
21,VGLUT3KO,9500,80,9.15020098720453,-3.77729914084261
21,VGLUT3KO,10000,80,4.92139943928978,-3.3210707390986
21,VGLUT3KO,10500,80,2.00114683335007,-2.94582416943076
21,VGLUT3KO,11000,80,1.12993494753933,-2.54177377429168
21,VGLUT3KO,11500,80,0.488611408046385,-2.21265614686385
21,VGLUT3KO,12000,80,0.191495815124757,-1.72826433176572
21,VGLUT3KO,12500,80,0.123319417274091,-1.54029411914762
21,VGLUT3KO,13000,80,NaN,NaN
21,VGLUT3KO,13500,80,0.085320313862869,-1.6776206583433
21,VGLUT3KO,14000,80,0.0673379263101468,-1.79436996025978
21,VGLUT3KO,14500,80,0.0657291442153034,-1.80014395571694
21,VGLUT3KO,15000,80,0.0413112585015787,-1.85806137148574
21,VGLUT3KO,500,90,NaN,NaN
21,VGLUT3KO,1000,90,2.59139905566953,1.03294755247475
21,VGLUT3KO,1500,90,10.9743661675047,0.73906974799861
21,VGLUT3KO,2000,90,37.9679365663538,0.544919859967229
21,VGLUT3KO,2500,90,115.419416833687,0.31478442067858
21,VGLUT3KO,3000,90,216.303902799246,0.0634239696550779
21,VGLUT3KO,3500,90,360.823631177393,-0.166264835833454
21,VGLUT3KO,4000,90,531.208327802602,-0.415358085357038
21,VGLUT3KO,4500,90,587.729114769157,-0.680842839589749
21,VGLUT3KO,5000,90,473.021445461339,-0.94365656799824
21,VGLUT3KO,5500,90,549.503317623304,-1.2228314099336
21,VGLUT3KO,6000,90,377.694087402699,-1.5046443608881
21,VGLUT3KO,6500,90,225.106173581331,-1.78084098546906
21,VGLUT3KO,7000,90,131.805515250931,-2.05439876959115
21,VGLUT3KO,7500,90,70.0033448505897,-2.35280563150997
21,VGLUT3KO,8000,90,37.2013204955047,-2.67012805245518
21,VGLUT3KO,8500,90,22.3079258417804,-3.004928745744
21,VGLUT3KO,9000,90,14.1841583139333,-3.41083651187389
21,VGLUT3KO,9500,90,9.415339838492,-3.87371514668793
21,VGLUT3KO,10000,90,4.51255952833142,-3.40079032768363
21,VGLUT3KO,10500,90,2.13131083014502,-3.04980768358894
21,VGLUT3KO,11000,90,0.924948375888398,-2.56692349137796
21,VGLUT3KO,11500,90,0.743304702382281,-2.33129911457108
21,VGLUT3KO,12000,90,0.283417517945383,-2.63392422424876
21,VGLUT3KO,12500,90,0.295106695337184,-2.59525427361928
21,VGLUT3KO,13000,90,0.160454923258257,-2.7447157085825
21,VGLUT3KO,13500,90,0.128143989492246,-2.77689776535683
21,VGLUT3KO,14000,90,0.108972085360662,-2.73518857541958
21,VGLUT3KO,14500,90,0.107637302513103,-2.80263094392734
21,VGLUT3KO,15000,90,0.092970276057618,-2.89864585842801
22,VGLUT3KO,500,-10,NaN,NaN
22,VGLUT3KO,1000,-10,NaN,NaN
22,VGLUT3KO,1500,-10,NaN,NaN
22,VGLUT3KO,2000,-10,NaN,NaN
22,VGLUT3KO,2500,-10,NaN,NaN
22,VGLUT3KO,3000,-10,0.0614111969894909,-3.68766245511015
22,VGLUT3KO,3500,-10,NaN,NaN
22,VGLUT3KO,4000,-10,NaN,NaN
22,VGLUT3KO,4500,-10,NaN,NaN
22,VGLUT3KO,5000,-10,NaN,NaN
22,VGLUT3KO,5500,-10,NaN,NaN
22,VGLUT3KO,6000,-10,NaN,NaN
22,VGLUT3KO,6500,-10,NaN,NaN
22,VGLUT3KO,7000,-10,NaN,NaN
22,VGLUT3KO,7500,-10,0.261201512606308,-2.88137239340763
22,VGLUT3KO,8000,-10,0.279942455647719,-2.3837396046621
22,VGLUT3KO,8500,-10,0.486213842348329,-2.84104377415436
22,VGLUT3KO,9000,-10,0.230774875763185,-3.29828937798852
22,VGLUT3KO,9500,-10,NaN,NaN
22,VGLUT3KO,10000,-10,0.240006039405014,-3.53343439716782
22,VGLUT3KO,10500,-10,NaN,NaN
22,VGLUT3KO,11000,-10,NaN,NaN
22,VGLUT3KO,11500,-10,NaN,NaN
22,VGLUT3KO,12000,-10,NaN,NaN
22,VGLUT3KO,12500,-10,NaN,NaN
22,VGLUT3KO,13000,-10,NaN,NaN
22,VGLUT3KO,13500,-10,NaN,NaN
22,VGLUT3KO,14000,-10,NaN,NaN
22,VGLUT3KO,14500,-10,NaN,NaN
22,VGLUT3KO,15000,-10,NaN,NaN
22,VGLUT3KO,500,0,NaN,NaN
22,VGLUT3KO,1000,0,NaN,NaN
22,VGLUT3KO,1500,0,NaN,NaN
22,VGLUT3KO,2000,0,NaN,NaN
22,VGLUT3KO,2500,0,NaN,NaN
22,VGLUT3KO,3000,0,0.068150229585043,-3.62688433899358
22,VGLUT3KO,3500,0,NaN,NaN
22,VGLUT3KO,4000,0,NaN,NaN
22,VGLUT3KO,4500,0,NaN,NaN
22,VGLUT3KO,5000,0,NaN,NaN
22,VGLUT3KO,5500,0,NaN,NaN
22,VGLUT3KO,6000,0,NaN,NaN
22,VGLUT3KO,6500,0,NaN,NaN
22,VGLUT3KO,7000,0,0.143732395044535,-3.40479550601626
22,VGLUT3KO,7500,0,0.56019072478332,-3.80156482130677
22,VGLUT3KO,8000,0,1.10793205224294,-4.23974859710731
22,VGLUT3KO,8500,0,1.144405172658,-3.79806918310674
22,VGLUT3KO,9000,0,0.654291522998439,-3.32753783877861
22,VGLUT3KO,9500,0,0.327101411752698,-3.79113306333121
22,VGLUT3KO,10000,0,0.679355180558238,-3.48656217002434
22,VGLUT3KO,10500,0,0.0515647310300966,-3.28833841145225
22,VGLUT3KO,11000,0,NaN,NaN
22,VGLUT3KO,11500,0,NaN,NaN
22,VGLUT3KO,12000,0,NaN,NaN
22,VGLUT3KO,12500,0,NaN,NaN
22,VGLUT3KO,13000,0,NaN,NaN
22,VGLUT3KO,13500,0,NaN,NaN
22,VGLUT3KO,14000,0,NaN,NaN
22,VGLUT3KO,14500,0,NaN,NaN
22,VGLUT3KO,15000,0,NaN,NaN
22,VGLUT3KO,500,10,NaN,NaN
22,VGLUT3KO,1000,10,NaN,NaN
22,VGLUT3KO,1500,10,NaN,NaN
22,VGLUT3KO,2000,10,NaN,NaN
22,VGLUT3KO,2500,10,NaN,NaN
22,VGLUT3KO,3000,10,NaN,NaN
22,VGLUT3KO,3500,10,NaN,NaN
22,VGLUT3KO,4000,10,NaN,NaN
22,VGLUT3KO,4500,10,0.0777188639875828,-2.33622031775718
22,VGLUT3KO,5000,10,0.0783268102041632,-2.56388267373272
22,VGLUT3KO,5500,10,0.126772966729493,-2.76874252945758
22,VGLUT3KO,6000,10,0.181142362264418,-3.04026695076823
22,VGLUT3KO,6500,10,0.245101887666444,-3.2867130706513
22,VGLUT3KO,7000,10,0.345999360005108,-3.44737032624026
22,VGLUT3KO,7500,10,1.57727431371114,-3.79463550981161
22,VGLUT3KO,8000,10,2.84402190618041,-4.25233986700525
22,VGLUT3KO,8500,10,2.65887428993397,-3.77979914450211
22,VGLUT3KO,9000,10,1.74684883818511,-3.3121564667272
22,VGLUT3KO,9500,10,1.00004244581093,-3.79501751627419
22,VGLUT3KO,10000,10,0.828519470904338,-3.48580312111562
22,VGLUT3KO,10500,10,0.138576352559404,-3.25919815367217
22,VGLUT3KO,11000,10,NaN,NaN
22,VGLUT3KO,11500,10,NaN,NaN
22,VGLUT3KO,12000,10,0.0277491524149087,-3.38330872289712
22,VGLUT3KO,12500,10,NaN,NaN
22,VGLUT3KO,13000,10,NaN,NaN
22,VGLUT3KO,13500,10,NaN,NaN
22,VGLUT3KO,14000,10,NaN,NaN
22,VGLUT3KO,14500,10,NaN,NaN
22,VGLUT3KO,15000,10,NaN,NaN
22,VGLUT3KO,500,20,NaN,NaN
22,VGLUT3KO,1000,20,NaN,NaN
22,VGLUT3KO,1500,20,NaN,NaN
22,VGLUT3KO,2000,20,NaN,NaN
22,VGLUT3KO,2500,20,NaN,NaN
22,VGLUT3KO,3000,20,NaN,NaN
22,VGLUT3KO,3500,20,NaN,NaN
22,VGLUT3KO,4000,20,NaN,NaN
22,VGLUT3KO,4500,20,0.150545692672295,-1.34422397567718
22,VGLUT3KO,5000,20,0.269327042854267,-1.57042563659384
22,VGLUT3KO,5500,20,0.266414026304097,-1.78746440026016
22,VGLUT3KO,6000,20,0.536218812734679,-2.01802068190566
22,VGLUT3KO,6500,20,0.672021554817322,-2.25944939421937
22,VGLUT3KO,7000,20,1.06540481073901,-2.43678601550413
22,VGLUT3KO,7500,20,4.0402516539925,-2.79805266291963
22,VGLUT3KO,8000,20,5.67680494239012,-3.25555629638545
22,VGLUT3KO,8500,20,5.07052242429137,-3.73158615620293
22,VGLUT3KO,9000,20,3.44233564583407,-3.25980329036393
22,VGLUT3KO,9500,20,1.92970276050831,-2.76291310976567
22,VGLUT3KO,10000,20,0.908614422973426,-2.47113997639056
22,VGLUT3KO,10500,20,0.224994460947116,-2.16523933165984
22,VGLUT3KO,11000,20,0.0395779726020381,-1.79275864133366
22,VGLUT3KO,11500,20,NaN,NaN
22,VGLUT3KO,12000,20,NaN,NaN
22,VGLUT3KO,12500,20,NaN,NaN
22,VGLUT3KO,13000,20,NaN,NaN
22,VGLUT3KO,13500,20,NaN,NaN
22,VGLUT3KO,14000,20,NaN,NaN
22,VGLUT3KO,14500,20,NaN,NaN
22,VGLUT3KO,15000,20,NaN,NaN
22,VGLUT3KO,500,30,NaN,NaN
22,VGLUT3KO,1000,30,NaN,NaN
22,VGLUT3KO,1500,30,NaN,NaN
22,VGLUT3KO,2000,30,NaN,NaN
22,VGLUT3KO,2500,30,NaN,NaN
22,VGLUT3KO,3000,30,NaN,NaN
22,VGLUT3KO,3500,30,0.163684157971814,0.0337867222879051
22,VGLUT3KO,4000,30,0.291607959149246,-0.116745254232913
22,VGLUT3KO,4500,30,0.533803142059515,-0.377604969191958
22,VGLUT3KO,5000,30,0.86004866435584,-0.589705557610535
22,VGLUT3KO,5500,30,0.983482869494724,-0.797339053420547
22,VGLUT3KO,6000,30,1.43557814747523,-1.02759237247214
22,VGLUT3KO,6500,30,1.73261508263603,-1.26005043648874
22,VGLUT3KO,7000,30,3.67600627634237,-1.46664053202972
22,VGLUT3KO,7500,30,6.74927931486497,-1.85430093482402
22,VGLUT3KO,8000,30,8.59646559529668,-2.25576101664699
22,VGLUT3KO,8500,30,6.97819834308662,-2.69374698591454
22,VGLUT3KO,9000,30,4.36279781630285,-3.17959950939638
22,VGLUT3KO,9500,30,2.211488735121,-2.75748390057379
22,VGLUT3KO,10000,30,0.900051630176666,-2.42780032894077
22,VGLUT3KO,10500,30,0.260009803548176,-2.09495738281405
22,VGLUT3KO,11000,30,0.048126392262637,-1.79933341221223
22,VGLUT3KO,11500,30,NaN,NaN
22,VGLUT3KO,12000,30,0.0296500547714241,-1.15421281410617
22,VGLUT3KO,12500,30,NaN,NaN
22,VGLUT3KO,13000,30,NaN,NaN
22,VGLUT3KO,13500,30,NaN,NaN
22,VGLUT3KO,14000,30,0.0276635088411153,-1.78189398571932
22,VGLUT3KO,14500,30,NaN,NaN
22,VGLUT3KO,15000,30,NaN,NaN
22,VGLUT3KO,500,40,NaN,NaN
22,VGLUT3KO,1000,40,NaN,NaN
22,VGLUT3KO,1500,40,NaN,NaN
22,VGLUT3KO,2000,40,NaN,NaN
22,VGLUT3KO,2500,40,NaN,NaN
22,VGLUT3KO,3000,40,0.249721507804703,-0.811205254684736
22,VGLUT3KO,3500,40,0.380311656720856,-1.00683690945491
22,VGLUT3KO,4000,40,0.79408554715627,-1.13870644550611
22,VGLUT3KO,4500,40,1.72004948122036,-1.38399352082716
22,VGLUT3KO,5000,40,2.84732296891072,-1.58613233799725
22,VGLUT3KO,5500,40,3.63347494750644,-1.78032940261039
22,VGLUT3KO,6000,40,3.9949506099416,-2.03203771966092
22,VGLUT3KO,6500,40,5.51010465311263,-2.2772093386256
22,VGLUT3KO,7000,40,8.2410514676298,-2.54269125338656
22,VGLUT3KO,7500,40,11.4040257650702,-2.88008181703468
22,VGLUT3KO,8000,40,10.8968351191825,-3.22602260070843
22,VGLUT3KO,8500,40,7.99791607166345,-3.62935521554958
22,VGLUT3KO,9000,40,4.09566776974484,-3.13041832200359
22,VGLUT3KO,9500,40,2.4135363514086,-2.73085032392664
22,VGLUT3KO,10000,40,1.02423109424417,-2.38654270401748
22,VGLUT3KO,10500,40,0.316121607923438,-2.02918165381892
22,VGLUT3KO,11000,40,0.055431784048879,-1.71105442022512
22,VGLUT3KO,11500,40,0.0385184084254371,-1.40003763714013
22,VGLUT3KO,12000,40,0.0301800872300246,-1.07604499201079
22,VGLUT3KO,12500,40,NaN,NaN
22,VGLUT3KO,13000,40,NaN,NaN
22,VGLUT3KO,13500,40,NaN,NaN
22,VGLUT3KO,14000,40,NaN,NaN
22,VGLUT3KO,14500,40,NaN,NaN
22,VGLUT3KO,15000,40,NaN,NaN
22,VGLUT3KO,500,50,NaN,NaN
22,VGLUT3KO,1000,50,NaN,NaN
22,VGLUT3KO,1500,50,NaN,NaN
22,VGLUT3KO,2000,50,0.396088730435661,0.699700994303432
22,VGLUT3KO,2500,50,0.486170458045497,0.455529545296572
22,VGLUT3KO,3000,50,0.825786318690968,0.260658868036141
22,VGLUT3KO,3500,50,1.50279657850789,0.0302811866232533
22,VGLUT3KO,4000,50,3.33889143844363,-0.155605421851624
22,VGLUT3KO,4500,50,5.26739517946608,-0.386859875683619
22,VGLUT3KO,5000,50,8.00703668638869,-0.582402502829504
22,VGLUT3KO,5500,50,11.1077982379342,-0.79589733474584
22,VGLUT3KO,6000,50,11.6749930732545,-1.0762354450216
22,VGLUT3KO,6500,50,13.3399948455453,-1.31879993606521
22,VGLUT3KO,7000,50,14.6687468052014,-1.57556893121825
22,VGLUT3KO,7500,50,15.4945433339106,-1.87930342220217
22,VGLUT3KO,8000,50,14.7519849036343,-2.21245781917471
22,VGLUT3KO,8500,50,9.63022403102257,-2.61184630080032
22,VGLUT3KO,9000,50,4.93646313179172,-3.06231159075977
22,VGLUT3KO,9500,50,2.77177673697995,-2.69544884944817
22,VGLUT3KO,10000,50,1.06545662299609,-2.31292849475411
22,VGLUT3KO,10500,50,0.364062569036972,-1.97366450346298
22,VGLUT3KO,11000,50,0.0603708474195443,-1.64961748334902
22,VGLUT3KO,11500,50,0.0511403809002508,-1.43380795620115
22,VGLUT3KO,12000,50,0.0348478491392342,-1.13511873239676
22,VGLUT3KO,12500,50,NaN,NaN
