experiment,genotype,freq,level,mag,phi
1,WT,500,-10,NaN,NaN
1,WT,1000,-10,NaN,NaN
1,WT,1500,-10,NaN,NaN
1,WT,2000,-10,NaN,NaN
1,WT,2500,-10,NaN,NaN
1,WT,3000,-10,NaN,NaN
1,WT,3500,-10,NaN,NaN
1,WT,4000,-10,NaN,NaN
1,WT,4500,-10,NaN,NaN
1,WT,5000,-10,NaN,NaN
1,WT,5500,-10,NaN,NaN
1,WT,6000,-10,NaN,NaN
1,WT,6500,-10,NaN,NaN
1,WT,7000,-10,0.0371771182872035,-1.61300226532855
1,WT,7500,-10,NaN,NaN
1,WT,8000,-10,0.0380193659379819,-2.22055450010479
1,WT,8500,-10,NaN,NaN
1,WT,9000,-10,NaN,NaN
1,WT,9500,-10,NaN,NaN
1,WT,10000,-10,NaN,NaN
1,WT,10500,-10,NaN,NaN
1,WT,11000,-10,NaN,NaN
1,WT,11500,-10,NaN,NaN
1,WT,12000,-10,NaN,NaN
1,WT,12500,-10,NaN,NaN
1,WT,13000,-10,NaN,NaN
1,WT,13500,-10,NaN,NaN
1,WT,14000,-10,NaN,NaN
1,WT,14500,-10,NaN,NaN
1,WT,15000,-10,NaN,NaN
1,WT,500,0,NaN,NaN
1,WT,1000,0,NaN,NaN
1,WT,1500,0,NaN,NaN
1,WT,2000,0,NaN,NaN
1,WT,2500,0,NaN,NaN
1,WT,3000,0,NaN,NaN
1,WT,3500,0,NaN,NaN
1,WT,4000,0,NaN,NaN
1,WT,4500,0,NaN,NaN
1,WT,5000,0,NaN,NaN
1,WT,5500,0,NaN,NaN
1,WT,6000,0,NaN,NaN
1,WT,6500,0,0.0418583569084852,-1.39241621887018
1,WT,7000,0,0.0609243381626531,-1.61847661863897
1,WT,7500,0,0.128792961560933,-1.92382505555172
1,WT,8000,0,0.105562708584327,-2.24970077012237
1,WT,8500,0,0.110572807287275,-2.58641633820701
1,WT,9000,0,0.0733524154529594,-3.03419764433789
1,WT,9500,0,0.0390513821322512,-2.61523919645639
1,WT,10000,0,NaN,NaN
1,WT,10500,0,NaN,NaN
1,WT,11000,0,NaN,NaN
1,WT,11500,0,NaN,NaN
1,WT,12000,0,NaN,NaN
1,WT,12500,0,NaN,NaN
1,WT,13000,0,NaN,NaN
1,WT,13500,0,NaN,NaN
1,WT,14000,0,NaN,NaN
1,WT,14500,0,NaN,NaN
1,WT,15000,0,NaN,NaN
1,WT,500,10,NaN,NaN
1,WT,1000,10,NaN,NaN
1,WT,1500,10,NaN,NaN
1,WT,2000,10,NaN,NaN
1,WT,2500,10,NaN,NaN
1,WT,3000,10,NaN,NaN
1,WT,3500,10,NaN,NaN
1,WT,4000,10,NaN,NaN
1,WT,4500,10,0.0829017414094395,-0.545138545013602
1,WT,5000,10,NaN,NaN
1,WT,5500,10,NaN,NaN
1,WT,6000,10,0.126908645649322,-1.19713089700889
1,WT,6500,10,0.157555751350949,-1.33140122395906
1,WT,7000,10,0.27464660894852,-1.58107316935413
1,WT,7500,10,0.338712487448042,-1.8974732334959
1,WT,8000,10,0.434379226138266,-2.24182274031103
1,WT,8500,10,0.411373283069759,-2.61060051065293
1,WT,9000,10,0.267336992819354,-3.03327475389492
1,WT,9500,10,0.11498050685593,-3.47818476149958
1,WT,10000,10,NaN,NaN
1,WT,10500,10,NaN,NaN
1,WT,11000,10,NaN,NaN
1,WT,11500,10,NaN,NaN
1,WT,12000,10,NaN,NaN
1,WT,12500,10,NaN,NaN
1,WT,13000,10,NaN,NaN
1,WT,13500,10,NaN,NaN
1,WT,14000,10,NaN,NaN
1,WT,14500,10,NaN,NaN
1,WT,15000,10,NaN,NaN
1,WT,500,20,NaN,NaN
1,WT,1000,20,NaN,NaN
1,WT,1500,20,NaN,NaN
1,WT,2000,20,NaN,NaN
1,WT,2500,20,0.157334606318547,0.393868855335074
1,WT,3000,20,0.224280634445864,-0.0679682282994554
1,WT,3500,20,NaN,NaN
1,WT,4000,20,NaN,NaN
1,WT,4500,20,0.243712481320259,-0.57526503891381
1,WT,5000,20,0.270121049599421,-0.78351133347477
1,WT,5500,20,0.25050480780685,-1.20883422883288
1,WT,6000,20,0.318598349523673,-1.16951516867035
1,WT,6500,20,0.483556174408124,-1.34519498126293
1,WT,7000,20,0.85783643395176,-1.59246994502759
1,WT,7500,20,1.06749433184681,-1.90339420937566
1,WT,8000,20,1.4632658269527,-2.22776950059558
1,WT,8500,20,1.3116565727456,-2.61671756615347
1,WT,9000,20,0.932208469677429,-3.04260207640964
1,WT,9500,20,0.415277751749844,-3.52137565602438
1,WT,10000,20,0.0955805923730968,-3.02434539186643
1,WT,10500,20,NaN,NaN
1,WT,11000,20,NaN,NaN
1,WT,11500,20,NaN,NaN
1,WT,12000,20,NaN,NaN
1,WT,12500,20,NaN,NaN
1,WT,13000,20,NaN,NaN
1,WT,13500,20,NaN,NaN
1,WT,14000,20,NaN,NaN
1,WT,14500,20,NaN,NaN
1,WT,15000,20,NaN,NaN
1,WT,500,30,NaN,NaN
1,WT,1000,30,NaN,NaN
1,WT,1500,30,NaN,NaN
1,WT,2000,30,0.280757195462815,0.491466942749653
1,WT,2500,30,0.385547949275228,0.253546406546658
1,WT,3000,30,0.561528419896562,-0.0766554490489948
1,WT,3500,30,0.365429555208249,-0.37619037946705
1,WT,4000,30,0.298719507985192,-0.366042465888027
1,WT,4500,30,0.785076263970234,-0.563820143331691
1,WT,5000,30,0.662812800674381,-0.798053839750791
1,WT,5500,30,0.776728066267855,-1.10804914250684
1,WT,6000,30,1.17897638282861,-1.14790821301939
1,WT,6500,30,1.66665402738268,-1.34639794434515
1,WT,7000,30,2.65804869218703,-1.59503716897666
1,WT,7500,30,3.13093413744432,-1.90109067061995
1,WT,8000,30,3.97574417492027,-2.22896172944389
1,WT,8500,30,3.69518568434697,-2.61071761378731
1,WT,9000,30,2.5148143227117,-3.02913665102663
1,WT,9500,30,1.16266319499662,-3.50355858018787
1,WT,10000,30,0.256359839401857,-3.99989320225358
1,WT,10500,30,NaN,NaN
1,WT,11000,30,NaN,NaN
1,WT,11500,30,NaN,NaN
1,WT,12000,30,NaN,NaN
1,WT,12500,30,NaN,NaN
1,WT,13000,30,NaN,NaN
1,WT,13500,30,NaN,NaN
1,WT,14000,30,NaN,NaN
1,WT,14500,30,NaN,NaN
1,WT,15000,30,NaN,NaN
1,WT,500,40,NaN,NaN
1,WT,1000,40,1.71073332366289,0.736246247865493
1,WT,1500,40,0.584881341156018,0.860053290754943
1,WT,2000,40,0.988727806070704,0.550338516729394
1,WT,2500,40,1.20770269760431,0.20770836772399
1,WT,3000,40,1.61513313383207,-0.0927102598242644
1,WT,3500,40,1.18834646095293,-0.369972618053112
1,WT,4000,40,0.997561331850039,-0.381040797764908
1,WT,4500,40,2.32538585741484,-0.573144616511011
1,WT,5000,40,2.20870934980069,-0.773112224103674
1,WT,5500,40,2.05988421144343,-1.06017537731847
1,WT,6000,40,3.72146156080869,-1.14629156897055
1,WT,6500,40,4.78448572848999,-1.35328422258658
1,WT,7000,40,7.54064195561395,-1.60083301484587
1,WT,7500,40,7.60298967710708,-1.89703763085004
1,WT,8000,40,7.72376809119541,-2.22347448624124
1,WT,8500,40,6.42210468602041,-2.57803303825843
1,WT,9000,40,4.1945892273231,-2.98060817847411
1,WT,9500,40,1.9610629872012,-3.45047890507721
1,WT,10000,40,0.534750177015358,-2.95277930868177
1,WT,10500,40,0.0344683399218899,-3.29250006129029
1,WT,11000,40,NaN,NaN
1,WT,11500,40,NaN,NaN
1,WT,12000,40,NaN,NaN
1,WT,12500,40,NaN,NaN
1,WT,13000,40,NaN,NaN
1,WT,13500,40,NaN,NaN
1,WT,14000,40,NaN,NaN
1,WT,14500,40,NaN,NaN
1,WT,15000,40,NaN,NaN
1,WT,500,50,NaN,NaN
1,WT,1000,50,4.83985212859571,0.740661954026053
1,WT,1500,50,1.88707548592793,0.852025231882969
1,WT,2000,50,2.19125235418065,0.505548381025455
1,WT,2500,50,4.14016572340833,0.194111319370828
1,WT,3000,50,5.48273594291587,-0.115897935110204
1,WT,3500,50,3.55879286175835,-0.377437231792656
1,WT,4000,50,3.19100295176168,-0.382850094835656
1,WT,4500,50,6.96728963154668,-0.588802767329254
1,WT,5000,50,4.04572966264527,-0.853127918774363
1,WT,5500,50,10.5908974425879,-0.969347896282226
1,WT,6000,50,10.0089597938595,-1.16428059409473
1,WT,6500,50,11.5916274876817,-1.36495459709864
1,WT,7000,50,15.5550902171286,-1.60363542539626
1,WT,7500,50,13.4941308779972,-1.88834841449565
1,WT,8000,50,12.1331344445339,-2.19661186905242
1,WT,8500,50,8.95793846080951,-2.52576758884245
1,WT,9000,50,5.57567707580073,-2.91595385480806
1,WT,9500,50,2.42831507202632,-3.37301206679074
1,WT,10000,50,0.777715017207494,-3.85740611973404
1,WT,10500,50,0.107034694517345,-4.3031365127138
1,WT,11000,50,0.0551533046692614,-4.51253417127848
1,WT,11500,50,0.0242559696151593,-4.22665016587712
1,WT,12000,50,NaN,NaN
1,WT,12500,50,NaN,NaN
1,WT,13000,50,NaN,NaN
1,WT,13500,50,NaN,NaN
1,WT,14000,50,NaN,NaN
1,WT,14500,50,NaN,NaN
1,WT,15000,50,NaN,NaN
1,WT,500,60,2.43758394812983,0.981205881089238
1,WT,1000,60,18.6095027223262,0.725412490245316
1,WT,1500,60,5.90376867948047,0.828860134589142
1,WT,2000,60,7.03457406293938,0.483557118721295
1,WT,2500,60,12.6706233548938,0.217637634589541
1,WT,3000,60,16.7584756727039,-0.139080738136593
1,WT,3500,60,10.3623325370271,-0.395950471997396
1,WT,4000,60,9.79455114948745,-0.396918148104504
1,WT,4500,60,19.1500562365664,-0.610949582505282
1,WT,5000,60,9.14961979222867,-0.986922669069294
1,WT,5500,60,24.9975006579304,-0.992388999298754
1,WT,6000,60,20.3573727686149,-1.18451517866144
1,WT,6500,60,24.7096611667344,-1.37321780259852
1,WT,7000,60,28.8363660947522,-1.60763289244228
1,WT,7500,60,22.1956156587167,-1.88080966321076
1,WT,8000,60,17.8589472320429,-2.17036656315068
1,WT,8500,60,12.3323635183707,-2.48548751867956
1,WT,9000,60,6.56502963636829,-2.85511331565625
1,WT,9500,60,3.04973218072619,-3.29781424806775
1,WT,10000,60,0.94594225503751,-3.79325117919586
1,WT,10500,60,0.249633274860822,-4.22295057810711
1,WT,11000,60,0.103039952704039,-4.42757267388578
1,WT,11500,60,NaN,NaN
1,WT,12000,60,0.0432231063850415,-4.52765317175566
1,WT,12500,60,0.0335366218970201,-4.70800669151131
1,WT,13000,60,0.0261655724370709,-4.71959648108326
1,WT,13500,60,0.0204434087329281,-4.80810917174343
1,WT,14000,60,NaN,NaN
1,WT,14500,60,NaN,NaN
1,WT,15000,60,0.030962259568848,-4.93266763266951
1,WT,500,70,7.44937264981401,0.993185385223054
1,WT,1000,70,38.5593818431135,0.749331876745293
1,WT,1500,70,15.6423372341288,0.776357724750576
1,WT,2000,70,22.1570279886965,0.480681455202231
1,WT,2500,70,43.943509295999,0.204516414447403
1,WT,3000,70,56.6518951494922,-0.174297344293051
1,WT,3500,70,29.8367504206331,-0.394511478181586
1,WT,4000,70,25.3182449064061,-0.421568565748023
1,WT,4500,70,53.2476153440521,-0.653481388157417
1,WT,5000,70,40.3338592845677,-0.844940296922743
1,WT,5500,70,52.0957373939157,-1.04437616553641
1,WT,6000,70,46.8101379100552,-1.22745092845446
1,WT,6500,70,45.3478780018895,-1.42808666266471
1,WT,7000,70,43.4702084025487,-1.68121870121854
1,WT,7500,70,30.6920935407094,-1.951431070393
1,WT,8000,70,22.4546905141292,-2.23256885394617
1,WT,8500,70,15.4281764465128,-2.52806024728858
1,WT,9000,70,8.03770394966651,-2.88720031150282
1,WT,9500,70,3.53025655382791,-3.28258786508135
1,WT,10000,70,1.07590623809574,-3.76169525723154
1,WT,10500,70,0.3964463441704,-4.21143112959819
1,WT,11000,70,0.201417743590551,-4.37986156773814
1,WT,11500,70,0.0882368972524182,-4.44153339073697
1,WT,12000,70,0.119104753769508,-4.51686138817011
1,WT,12500,70,0.115031590828555,-4.65778545441044
1,WT,13000,70,0.0828881787443111,-4.74898276445491
1,WT,13500,70,0.0891102893127001,-4.76178046787144
1,WT,14000,70,0.0600375087525573,-4.8525914481712
1,WT,14500,70,0.0497678298661135,-4.97208555671054
1,WT,15000,70,0.032269911948484,-5.02484787214283
1,WT,500,80,NaN,NaN
1,WT,1000,80,45.7302302645646,0.839965222220306
1,WT,1500,80,52.7642675683618,0.656469301322826
1,WT,2000,80,82.6026681863,0.466916149563099
1,WT,2500,80,175.116725707809,0.17088943970159
1,WT,3000,80,213.71958286247,-0.202014003701304
1,WT,3500,80,110.749690163328,-0.442324589614616
1,WT,4000,80,82.2030539852291,-0.481946366397718
1,WT,4500,80,164.837405066012,-0.713632047127131
1,WT,5000,80,133.358365185798,-0.914199184917022
1,WT,5500,80,127.082252930277,-1.11985537107724
1,WT,6000,80,106.065425167838,-1.31171087998029
1,WT,6500,80,91.6493872062703,-1.51720163985671
1,WT,7000,80,82.7342031364417,-1.75931565449835
1,WT,7500,80,52.9470462040838,-2.02670476202039
1,WT,8000,80,32.6104702039373,-2.29703400911627
1,WT,8500,80,20.0246011597951,-2.57245366223723
1,WT,9000,80,10.159005944353,-2.8895095105271
1,WT,9500,80,4.5585467746678,-3.24858611460777
1,WT,10000,80,1.09653848034435,-3.71281796561754
1,WT,10500,80,0.640583924147043,-4.1951008990604
1,WT,11000,80,0.420595630457016,-4.35651852166106
1,WT,11500,80,0.335829849627687,-4.44937511634763
1,WT,12000,80,0.355230546561851,-4.53700059402934
1,WT,12500,80,0.35948910083727,-4.63471779225723
1,WT,13000,80,0.297347149165083,-4.72068685304547
1,WT,13500,80,0.234287334511144,-4.80321066629569
1,WT,14000,80,0.176185335675525,-4.89316280914021
1,WT,14500,80,0.12062634236922,-4.95190608967342
1,WT,15000,80,0.115083461685154,-5.00947467109673
1,WT,500,90,NaN,NaN
1,WT,1000,90,NaN,NaN
1,WT,1500,90,160.444102250158,0.615829179118546
1,WT,2000,90,318.283551137941,0.449919242452259
1,WT,2500,90,489.976363676968,0.173939234946989
1,WT,3000,90,669.440371262284,-0.186193715132591
1,WT,3500,90,351.338666496628,-0.460824546568278
1,WT,4000,90,281.728267174658,-0.519762574445729
1,WT,4500,90,435.67920701567,-0.712186311630714
1,WT,5000,90,389.273272184568,-0.914733801599226
1,WT,5500,90,344.693188061134,-1.13042545918776
1,WT,6000,90,261.387559830444,-1.32990315239512
1,WT,6500,90,212.934207326501,-1.52583294279135
1,WT,7000,90,175.551977676956,-1.73845093524566
1,WT,7500,90,105.030759980543,-2.01073650970006
1,WT,8000,90,55.4437208165952,-2.29095990580438
1,WT,8500,90,28.7621651804439,-2.55517710591845
1,WT,9000,90,12.1009812989239,-2.85930751587096
1,WT,9500,90,5.22777875493868,-3.23247131651987
1,WT,10000,90,1.05911587734547,-3.6506468479404
1,WT,10500,90,1.0689132480237,-3.30399250362262
1,WT,11000,90,0.924037300515866,-3.42640679468106
1,WT,11500,90,0.925011480744712,-3.48088951966986
1,WT,12000,90,0.949088202539733,-3.57418514751741
1,WT,12500,90,0.958890333834175,-3.68454163899391
1,WT,13000,90,0.750048908781641,-3.75844770034592
1,WT,13500,90,0.601509475718696,-3.81089319576639
1,WT,14000,90,0.525071733656043,-3.90056595650014
1,WT,14500,90,0.47625763777999,-3.97541795863588
1,WT,15000,90,0.419965694055191,-4.00821095264037
2,WT,500,-10,NaN,NaN
2,WT,1000,-10,NaN,NaN
2,WT,1500,-10,NaN,NaN
2,WT,2000,-10,NaN,NaN
2,WT,2500,-10,NaN,NaN
2,WT,3000,-10,0.0927864177408744,-2.04946283945228
2,WT,3500,-10,NaN,NaN
2,WT,4000,-10,NaN,NaN
2,WT,4500,-10,NaN,NaN
2,WT,5000,-10,NaN,NaN
2,WT,5500,-10,NaN,NaN
2,WT,6000,-10,NaN,NaN
2,WT,6500,-10,NaN,NaN
2,WT,7000,-10,NaN,NaN
2,WT,7500,-10,NaN,NaN
2,WT,8000,-10,0.0648836693649023,-3.08641726620213
2,WT,8500,-10,0.0811224989355538,-2.65026716678527
2,WT,9000,-10,NaN,NaN
2,WT,9500,-10,NaN,NaN
2,WT,10000,-10,NaN,NaN
2,WT,10500,-10,NaN,NaN
2,WT,11000,-10,NaN,NaN
2,WT,11500,-10,NaN,NaN
2,WT,12000,-10,NaN,NaN
2,WT,12500,-10,NaN,NaN
2,WT,13000,-10,NaN,NaN
2,WT,13500,-10,NaN,NaN
2,WT,14000,-10,NaN,NaN
2,WT,14500,-10,NaN,NaN
2,WT,15000,-10,NaN,NaN
2,WT,500,0,NaN,NaN
2,WT,1000,0,NaN,NaN
2,WT,1500,0,NaN,NaN
2,WT,2000,0,NaN,NaN
2,WT,2500,0,NaN,NaN
2,WT,3000,0,NaN,NaN
2,WT,3500,0,NaN,NaN
2,WT,4000,0,NaN,NaN
2,WT,4500,0,NaN,NaN
2,WT,5000,0,NaN,NaN
2,WT,5500,0,NaN,NaN
2,WT,6000,0,NaN,NaN
2,WT,6500,0,NaN,NaN
2,WT,7000,0,NaN,NaN
2,WT,7500,0,NaN,NaN
2,WT,8000,0,0.239819644178827,-2.09055320745776
2,WT,8500,0,0.151488801084977,-2.49648298556732
2,WT,9000,0,0.151776642343472,-2.8343172137675
2,WT,9500,0,0.0868654903809321,-2.34542437822214
2,WT,10000,0,NaN,NaN
2,WT,10500,0,NaN,NaN
2,WT,11000,0,NaN,NaN
2,WT,11500,0,NaN,NaN
2,WT,12000,0,NaN,NaN
2,WT,12500,0,NaN,NaN
2,WT,13000,0,NaN,NaN
2,WT,13500,0,NaN,NaN
2,WT,14000,0,NaN,NaN
2,WT,14500,0,NaN,NaN
2,WT,15000,0,NaN,NaN
2,WT,500,10,NaN,NaN
2,WT,1000,10,NaN,NaN
2,WT,1500,10,NaN,NaN
2,WT,2000,10,NaN,NaN
2,WT,2500,10,NaN,NaN
2,WT,3000,10,NaN,NaN
2,WT,3500,10,NaN,NaN
2,WT,4000,10,NaN,NaN
2,WT,4500,10,NaN,NaN
2,WT,5000,10,NaN,NaN
2,WT,5500,10,0.07994155315827,-0.785751928940249
2,WT,6000,10,NaN,NaN
2,WT,6500,10,NaN,NaN
2,WT,7000,10,0.212623959131947,-1.50307766019719
2,WT,7500,10,0.420101555087422,-1.75072617502801
2,WT,8000,10,0.548962595448325,-2.09005337281662
2,WT,8500,10,0.525137948647257,-2.52505726710341
2,WT,9000,10,0.457323674729797,-2.88814210001709
2,WT,9500,10,0.224467416621302,-3.33898390657536
2,WT,10000,10,0.0967271820883729,-3.79163118930011
2,WT,10500,10,NaN,NaN
2,WT,11000,10,NaN,NaN
2,WT,11500,10,NaN,NaN
2,WT,12000,10,NaN,NaN
2,WT,12500,10,NaN,NaN
2,WT,13000,10,NaN,NaN
2,WT,13500,10,NaN,NaN
2,WT,14000,10,NaN,NaN
2,WT,14500,10,NaN,NaN
2,WT,15000,10,NaN,NaN
2,WT,500,20,NaN,NaN
2,WT,1000,20,NaN,NaN
2,WT,1500,20,NaN,NaN
2,WT,2000,20,NaN,NaN
2,WT,2500,20,NaN,NaN
2,WT,3000,20,NaN,NaN
2,WT,3500,20,NaN,NaN
2,WT,4000,20,NaN,NaN
2,WT,4500,20,0.117878671411633,-0.373975957702396
2,WT,5000,20,0.161926735249837,-0.644997599717483
2,WT,5500,20,0.243232014595942,-0.778619456167534
2,WT,6000,20,NaN,NaN
2,WT,6500,20,0.310872813211358,-1.21260014469132
2,WT,7000,20,0.638157271737122,-1.46700905123808
2,WT,7500,20,1.13156666630607,-1.77491903892761
2,WT,8000,20,1.61596746374649,-2.11026709592545
2,WT,8500,20,1.64401018289037,-2.49060519411434
2,WT,9000,20,1.56029387957366,-2.88428398858616
2,WT,9500,20,0.672036592095975,-3.33834450762721
2,WT,10000,20,0.253632007392668,-3.80266976027003
2,WT,10500,20,NaN,NaN
2,WT,11000,20,NaN,NaN
2,WT,11500,20,NaN,NaN
2,WT,12000,20,NaN,NaN
2,WT,12500,20,NaN,NaN
2,WT,13000,20,NaN,NaN
2,WT,13500,20,NaN,NaN
2,WT,14000,20,NaN,NaN
2,WT,14500,20,NaN,NaN
2,WT,15000,20,NaN,NaN
2,WT,500,30,NaN,NaN
2,WT,1000,30,NaN,NaN
2,WT,1500,30,NaN,NaN
2,WT,2000,30,NaN,NaN
2,WT,2500,30,NaN,NaN
2,WT,3000,30,NaN,NaN
2,WT,3500,30,NaN,NaN
2,WT,4000,30,0.154348592174337,-0.239796999803642
2,WT,4500,30,0.334419996285525,-0.383628087661282
2,WT,5000,30,0.507851500549249,-0.596435404659887
2,WT,5500,30,0.685000677850363,-0.798624597287825
2,WT,6000,30,0.979356248289067,-1.04223480867782
2,WT,6500,30,1.03783564442727,-1.23039477903877
2,WT,7000,30,2.0443733283555,-1.47428813605583
2,WT,7500,30,3.76472805037534,-1.77172959456805
2,WT,8000,30,4.41165359979477,-2.10845148866514
2,WT,8500,30,4.31644959552894,-2.47198891776193
2,WT,9000,30,3.85901406328507,-2.84929180806861
2,WT,9500,30,1.53373486410711,-3.30649129590917
2,WT,10000,30,0.410435050157294,-3.79848597157675
2,WT,10500,30,0.15105216876197,-3.34489723987837
2,WT,11000,30,0.0672952699497204,-2.94848048300216
2,WT,11500,30,NaN,NaN
2,WT,12000,30,NaN,NaN
2,WT,12500,30,NaN,NaN
2,WT,13000,30,NaN,NaN
2,WT,13500,30,NaN,NaN
2,WT,14000,30,NaN,NaN
2,WT,14500,30,NaN,NaN
2,WT,15000,30,NaN,NaN
2,WT,500,40,NaN,NaN
2,WT,1000,40,NaN,NaN
2,WT,1500,40,NaN,NaN
2,WT,2000,40,0.138491102728966,0.592684283726348
2,WT,2500,40,0.130614079194496,0.485142291488162
2,WT,3000,40,0.129473329360547,0.156946245801837
2,WT,3500,40,0.403208324301486,-0.0209673237172701
2,WT,4000,40,0.448321683345459,-0.241360968903833
2,WT,4500,40,1.1111066982746,-0.387980330029436
2,WT,5000,40,1.60327335030024,-0.594375371764239
2,WT,5500,40,1.97071549309461,-0.808909897492136
2,WT,6000,40,2.19372725247258,-1.02994992897991
2,WT,6500,40,3.51080372985865,-1.22602332219005
2,WT,7000,40,5.63191881079125,-1.49509413946736
2,WT,7500,40,8.22687434300749,-1.7804086469048
2,WT,8000,40,8.07581679142919,-2.09747342670863
2,WT,8500,40,7.40552369691785,-2.43101825945359
2,WT,9000,40,5.82502254851236,-2.791109675995
2,WT,9500,40,2.17229378546091,-3.2323465543478
2,WT,10000,40,0.523155318430249,-3.70326539424463
2,WT,10500,40,0.179182250607837,-3.36620168447492
2,WT,11000,40,0.0821923873325036,-2.96570452044215
2,WT,11500,40,0.128129893826228,-2.76512594787441
2,WT,12000,40,NaN,NaN
2,WT,12500,40,NaN,NaN
2,WT,13000,40,NaN,NaN
2,WT,13500,40,NaN,NaN
2,WT,14000,40,NaN,NaN
2,WT,14500,40,0.0510332997312075,-4.23990822918033
2,WT,15000,40,NaN,NaN
2,WT,500,50,NaN,NaN
2,WT,1000,50,NaN,NaN
2,WT,1500,50,NaN,NaN
2,WT,2000,50,0.251610838133873,0.662774470324991
2,WT,2500,50,0.381872677195517,0.46411789261257
2,WT,3000,50,0.381134935988955,0.205509605611628
2,WT,3500,50,0.990278464176629,0.0180860210137634
2,WT,4000,50,1.97366223936927,-0.20081527923661
2,WT,4500,50,3.06761930829108,-0.3794109075673
2,WT,5000,50,4.52027752256844,-0.585759946708969
2,WT,5500,50,4.58414878902159,-0.816846852365454
2,WT,6000,50,7.35698258278635,-1.03306064209301
2,WT,6500,50,7.84073810674248,-1.28492705441299
2,WT,7000,50,10.0692632654558,-1.51484465677873
2,WT,7500,50,12.529852836402,-1.7800198837048
2,WT,8000,50,11.9278875405825,-2.07257108097336
2,WT,8500,50,10.8541684368923,-2.38047738077669
2,WT,9000,50,7.27321740667098,-2.70661735938897
2,WT,9500,50,2.65442041806983,-3.12487869700558
2,WT,10000,50,0.556868264091211,-3.54487129048994
2,WT,10500,50,0.14011334994878,-3.27465153553433
2,WT,11000,50,NaN,NaN
2,WT,11500,50,0.131309536748951,-2.83619414807667
2,WT,12000,50,0.103104987822887,-3.11941863077398
2,WT,12500,50,NaN,NaN
2,WT,13000,50,NaN,NaN
2,WT,13500,50,NaN,NaN
2,WT,14000,50,NaN,NaN
2,WT,14500,50,NaN,NaN
2,WT,15000,50,NaN,NaN
2,WT,500,60,NaN,NaN
2,WT,1000,60,0.797752496560996,0.264427911540059
2,WT,1500,60,0.742973493046345,0.744572607506496
2,WT,2000,60,0.72429633513836,0.708369487327535
2,WT,2500,60,1.14715900237613,0.476916786462495
2,WT,3000,60,1.64554174738953,0.214680979441318
2,WT,3500,60,2.24967244530236,-0.0540716411794822
2,WT,4000,60,4.9074303828117,-0.225313957129128
2,WT,4500,60,9.66343033502481,-0.393226196960183
2,WT,5000,60,13.5430740419796,-0.600765345753405
2,WT,5500,60,12.6614093329938,-0.810684995174869
2,WT,6000,60,15.7413336983122,-1.04118104881288
2,WT,6500,60,17.2336352539596,-1.29311009477328
2,WT,7000,60,19.2840291112114,-1.51495106942885
2,WT,7500,60,20.925691723521,-1.77023379199915
2,WT,8000,60,16.6378169118926,-2.02944653158694
2,WT,8500,60,14.7438313098812,-2.3086420005604
2,WT,9000,60,8.66862798666397,-2.61779289635106
2,WT,9500,60,3.07576647977146,-3.0020958118806
2,WT,10000,60,0.656268421235735,-3.36120815896356
2,WT,10500,60,0.0781798945377666,-3.1790230427668
2,WT,11000,60,NaN,NaN
2,WT,11500,60,0.108999321555162,-3.83135749059678
2,WT,12000,60,NaN,NaN
2,WT,12500,60,0.0657293660332883,-4.38143853913165
2,WT,13000,60,0.0427648418213026,-4.63511916444119
2,WT,13500,60,NaN,NaN
2,WT,14000,60,NaN,NaN
2,WT,14500,60,NaN,NaN
2,WT,15000,60,NaN,NaN
2,WT,500,70,1.46436937694689,0.131741166434545
2,WT,1000,70,2.33638900129285,0.267982391267414
2,WT,1500,70,2.51673523780293,0.756638561792612
2,WT,2000,70,2.4638928365085,0.696720077166035
2,WT,2500,70,3.26737122046796,0.435915997745449
2,WT,3000,70,4.80258422352149,0.194848065357372
2,WT,3500,70,7.15676706336969,-0.0289919118107411
2,WT,4000,70,11.2642043187437,-0.228149464611218
2,WT,4500,70,23.035882044722,-0.401795186596875
2,WT,5000,70,28.503815775448,-0.606811294044342
2,WT,5500,70,24.1102132346672,-0.815375102433947
2,WT,6000,70,31.070351426983,-1.0561817462577
2,WT,6500,70,33.5007528893721,-1.29647741709088
2,WT,7000,70,30.9340614086527,-1.51493454455886
2,WT,7500,70,30.2771818048982,-1.76869506142413
2,WT,8000,70,21.5716590639168,-1.99035551418265
2,WT,8500,70,17.2612185404445,-2.26698838268837
2,WT,9000,70,10.7079155807119,-2.56315189381639
2,WT,9500,70,4.63733082230134,-2.91208733714206
2,WT,10000,70,0.915782874550489,-3.25754981369441
2,WT,10500,70,0.124531614973304,-3.18549801180523
2,WT,11000,70,NaN,NaN
2,WT,11500,70,NaN,NaN
2,WT,12000,70,NaN,NaN
2,WT,12500,70,NaN,NaN
2,WT,13000,70,0.0985301424109115,-3.58647292564109
2,WT,13500,70,0.0751902449007317,-3.67165256583606
2,WT,14000,70,NaN,NaN
2,WT,14500,70,NaN,NaN
2,WT,15000,70,NaN,NaN
2,WT,500,80,4.8549800342575,0.130476243505217
2,WT,1000,80,7.19758927897877,0.279285799536536
2,WT,1500,80,7.60869130303394,0.760360980202672
2,WT,2000,80,6.28442851062254,0.640126001909415
2,WT,2500,80,7.84842248743992,0.420664825085572
2,WT,3000,80,12.2493108397242,0.197150956183929
