experiment,condition,protocol,genotype,pupilSize,freq,level,mag,phi
2,Awake,Multitone,WT,Small,9380,70,10.0241995056057,-2.71410995921308
2,Awake,Multitone,WT,Small,9925,70,7.76567039261386,-2.41559948207899
2,Awake,Multitone,WT,Small,10473,70,8.14825669552585,-2.41166537971814
2,Awake,Multitone,WT,Small,11023,70,4.34846118809455,-2.84457975935283
2,Awake,Multitone,WT,Small,11575,70,3.47130710265563,-3.15554420488256
2,Awake,Multitone,WT,Small,12130,70,3.11934633386274,-2.856534375883
2,Awake,Multitone,WT,Small,12688,70,1.40911996631998,-2.97923306575097
2,Awake,Multitone,WT,Small,13248,70,0.761430248287315,-2.79396144674143
2,Awake,Multitone,WT,Small,13810,70,0.627353125617827,-3.21960150522389
2,Awake,Multitone,WT,Small,14375,70,0.444806418098226,-3.10733252124208
2,Awake,Multitone,WT,Small,4068,80,4.76080517987548,-0.0544321471896753
2,Awake,Multitone,WT,Small,4588,80,4.86294524246332,-0.318994890553549
2,Awake,Multitone,WT,Small,5110,80,6.20609871056618,-0.569391746969622
2,Awake,Multitone,WT,Small,5635,80,7.69465128443953,-0.662011767107613
2,Awake,Multitone,WT,Small,6163,80,7.91457132039077,-1.05833270632186
2,Awake,Multitone,WT,Small,6693,80,9.02808058223742,-1.36459717280706
2,Awake,Multitone,WT,Small,7225,80,9.07724575043029,-1.59013218527345
2,Awake,Multitone,WT,Small,7760,80,8.7698445302036,-1.67262434937013
2,Awake,Multitone,WT,Small,8298,80,10.6653992254835,-2.13639659029888
2,Awake,Multitone,WT,Small,8838,80,10.6441282258258,-2.48519993448384
2,Awake,Multitone,WT,Small,9380,80,10.5749262876876,-2.75885382575415
2,Awake,Multitone,WT,Small,9925,80,7.33658846064843,-2.43032610235693
2,Awake,Multitone,WT,Small,10473,80,7.48263480382034,-2.41475927130101
2,Awake,Multitone,WT,Small,11023,80,4.44111049227722,-2.8221869268384
2,Awake,Multitone,WT,Small,11575,80,2.54115046389928,-3.15044852923366
