experiment,condition,protocol,genotype,pupilSize,level,q,bf
8,Awake,Singletone,Alpha9KO,Medium,20,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,30,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,40,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,50,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,60,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,70,NaN,NaN
8,Awake,Singletone,Alpha9KO,Medium,80,NaN,NaN
9,Awake,Singletone,Alpha9KO,Medium,10,10.6124402665709,9930
9,Awake,Singletone,Alpha9KO,Medium,20,4.08221716877818,9930
9,Awake,Singletone,Alpha9KO,Medium,30,3.4309180932719,9930
9,Awake,Singletone,Alpha9KO,Medium,40,2.86450344227013,9553.125
9,Awake,Singletone,Alpha9KO,Medium,50,2.30723467838409,8772.5
9,Awake,Singletone,Alpha9KO,Medium,60,1.44183075457376,8266.25
9,Awake,Singletone,Alpha9KO,Medium,70,1.0875314100396,7031.25
9,Awake,Singletone,Alpha9KO,Medium,80,0.973596802433457,5539.375
10,Awake,Singletone,Alpha9KO,Medium,10,7.22223736229117,9930
10,Awake,Singletone,Alpha9KO,Medium,20,3.99108965140203,9930
10,Awake,Singletone,Alpha9KO,Medium,30,3.44437942210144,9875
10,Awake,Singletone,Alpha9KO,Medium,40,2.89269062041541,9711
10,Awake,Singletone,Alpha9KO,Medium,50,2.36235025922922,9003
10,Awake,Singletone,Alpha9KO,Medium,60,1.42153335215333,8246
10,Awake,Singletone,Alpha9KO,Medium,70,1.15105089860949,7551
10,Awake,Singletone,Alpha9KO,Medium,80,0.973596802433457,5586
11,Awake,Singletone,Alpha9KO,Medium,10,NaN,10755
11,Awake,Singletone,Alpha9KO,Medium,20,3.82175500135619,11167.5
11,Awake,Singletone,Alpha9KO,Medium,30,3.54944488473335,10472.5
11,Awake,Singletone,Alpha9KO,Medium,40,2.77889204112685,9927.5
11,Awake,Singletone,Alpha9KO,Medium,50,2.32810747890917,9792.5
11,Awake,Singletone,Alpha9KO,Medium,60,1.84501068141398,9247.5
11,Awake,Singletone,Alpha9KO,Medium,70,1.20980038056065,8175
11,Awake,Singletone,Alpha9KO,Medium,80,NaN,5375
12,Awake,Singletone,Alpha9KO,Medium,10,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,20,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,30,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,40,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,50,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,60,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,70,NaN,NaN
12,Awake,Singletone,Alpha9KO,Medium,80,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
7,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
8,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
9,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
10,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
11,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,10,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,20,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,30,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,40,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,50,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,60,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,70,NaN,NaN
12,Awake,Singletone,Alpha9KO,Large,80,NaN,NaN
1,Awake,TM,WT,Small,10,NaN,NaN
1,Awake,TM,WT,Small,20,NaN,NaN
1,Awake,TM,WT,Small,30,NaN,NaN
1,Awake,TM,WT,Small,40,NaN,NaN
1,Awake,TM,WT,Small,50,NaN,NaN
1,Awake,TM,WT,Small,60,NaN,NaN
1,Awake,TM,WT,Small,70,NaN,NaN
1,Awake,TM,WT,Small,80,NaN,NaN
2,Awake,TM,WT,Small,10,NaN,NaN
2,Awake,TM,WT,Small,20,NaN,NaN
2,Awake,TM,WT,Small,30,NaN,NaN
2,Awake,TM,WT,Small,40,NaN,NaN
2,Awake,TM,WT,Small,50,NaN,NaN
2,Awake,TM,WT,Small,60,NaN,NaN
2,Awake,TM,WT,Small,70,NaN,NaN
2,Awake,TM,WT,Small,80,NaN,NaN
3,Awake,TM,WT,Small,10,NaN,NaN
3,Awake,TM,WT,Small,20,NaN,NaN
3,Awake,TM,WT,Small,30,NaN,NaN
3,Awake,TM,WT,Small,40,NaN,NaN
3,Awake,TM,WT,Small,50,NaN,NaN
3,Awake,TM,WT,Small,60,NaN,NaN
3,Awake,TM,WT,Small,70,NaN,NaN
3,Awake,TM,WT,Small,80,NaN,NaN
4,Awake,TM,WT,Small,10,NaN,NaN
4,Awake,TM,WT,Small,20,NaN,NaN
4,Awake,TM,WT,Small,30,NaN,NaN
4,Awake,TM,WT,Small,40,NaN,NaN
4,Awake,TM,WT,Small,50,NaN,NaN
4,Awake,TM,WT,Small,60,NaN,NaN
4,Awake,TM,WT,Small,70,NaN,NaN
4,Awake,TM,WT,Small,80,NaN,NaN
5,Awake,TM,WT,Small,10,NaN,NaN
5,Awake,TM,WT,Small,20,NaN,NaN
5,Awake,TM,WT,Small,30,NaN,NaN
5,Awake,TM,WT,Small,40,NaN,NaN
5,Awake,TM,WT,Small,50,NaN,NaN
5,Awake,TM,WT,Small,60,NaN,NaN
5,Awake,TM,WT,Small,70,NaN,NaN
5,Awake,TM,WT,Small,80,NaN,NaN
6,Awake,TM,WT,Small,10,NaN,NaN
6,Awake,TM,WT,Small,20,NaN,NaN
6,Awake,TM,WT,Small,30,NaN,NaN
6,Awake,TM,WT,Small,40,NaN,NaN
6,Awake,TM,WT,Small,50,NaN,NaN
6,Awake,TM,WT,Small,60,NaN,NaN
6,Awake,TM,WT,Small,70,NaN,NaN
6,Awake,TM,WT,Small,80,NaN,NaN
1,Awake,TM,WT,Medium,10,NaN,NaN
1,Awake,TM,WT,Medium,20,NaN,NaN
1,Awake,TM,WT,Medium,30,NaN,NaN
1,Awake,TM,WT,Medium,40,NaN,NaN
1,Awake,TM,WT,Medium,50,NaN,NaN
1,Awake,TM,WT,Medium,60,NaN,NaN
1,Awake,TM,WT,Medium,70,NaN,NaN
1,Awake,TM,WT,Medium,80,NaN,NaN
2,Awake,TM,WT,Medium,10,NaN,NaN
2,Awake,TM,WT,Medium,20,NaN,NaN
2,Awake,TM,WT,Medium,30,NaN,NaN
2,Awake,TM,WT,Medium,40,NaN,NaN
2,Awake,TM,WT,Medium,50,NaN,NaN
2,Awake,TM,WT,Medium,60,NaN,NaN
2,Awake,TM,WT,Medium,70,NaN,NaN
2,Awake,TM,WT,Medium,80,NaN,NaN
3,Awake,TM,WT,Medium,10,NaN,NaN
3,Awake,TM,WT,Medium,20,NaN,NaN
3,Awake,TM,WT,Medium,30,NaN,NaN
3,Awake,TM,WT,Medium,40,NaN,NaN
3,Awake,TM,WT,Medium,50,NaN,NaN
3,Awake,TM,WT,Medium,60,NaN,NaN
3,Awake,TM,WT,Medium,70,NaN,NaN
3,Awake,TM,WT,Medium,80,NaN,NaN
4,Awake,TM,WT,Medium,10,NaN,NaN
4,Awake,TM,WT,Medium,20,NaN,NaN
4,Awake,TM,WT,Medium,30,NaN,NaN
4,Awake,TM,WT,Medium,40,NaN,NaN
4,Awake,TM,WT,Medium,50,NaN,NaN
4,Awake,TM,WT,Medium,60,NaN,NaN
4,Awake,TM,WT,Medium,70,NaN,NaN
4,Awake,TM,WT,Medium,80,NaN,NaN
5,Awake,TM,WT,Medium,10,NaN,NaN
5,Awake,TM,WT,Medium,20,NaN,NaN
5,Awake,TM,WT,Medium,30,NaN,NaN
5,Awake,TM,WT,Medium,40,NaN,NaN
5,Awake,TM,WT,Medium,50,NaN,NaN
5,Awake,TM,WT,Medium,60,NaN,NaN
5,Awake,TM,WT,Medium,70,NaN,NaN
5,Awake,TM,WT,Medium,80,NaN,NaN
6,Awake,TM,WT,Medium,10,NaN,NaN
6,Awake,TM,WT,Medium,20,NaN,NaN
6,Awake,TM,WT,Medium,30,NaN,NaN
6,Awake,TM,WT,Medium,40,NaN,NaN
6,Awake,TM,WT,Medium,50,NaN,NaN
6,Awake,TM,WT,Medium,60,NaN,NaN
6,Awake,TM,WT,Medium,70,NaN,NaN
6,Awake,TM,WT,Medium,80,NaN,NaN
1,Awake,TM,WT,Large,10,NaN,NaN
1,Awake,TM,WT,Large,20,NaN,NaN
1,Awake,TM,WT,Large,30,NaN,NaN
1,Awake,TM,WT,Large,40,NaN,NaN
1,Awake,TM,WT,Large,50,NaN,NaN
1,Awake,TM,WT,Large,60,NaN,NaN
1,Awake,TM,WT,Large,70,NaN,NaN
1,Awake,TM,WT,Large,80,NaN,NaN
2,Awake,TM,WT,Large,10,NaN,NaN
2,Awake,TM,WT,Large,20,NaN,NaN
2,Awake,TM,WT,Large,30,NaN,NaN
2,Awake,TM,WT,Large,40,NaN,NaN
2,Awake,TM,WT,Large,50,NaN,NaN
2,Awake,TM,WT,Large,60,NaN,NaN
2,Awake,TM,WT,Large,70,NaN,NaN
2,Awake,TM,WT,Large,80,NaN,NaN
3,Awake,TM,WT,Large,10,NaN,NaN
3,Awake,TM,WT,Large,20,NaN,NaN
3,Awake,TM,WT,Large,30,NaN,NaN
3,Awake,TM,WT,Large,40,NaN,NaN
3,Awake,TM,WT,Large,50,NaN,NaN
3,Awake,TM,WT,Large,60,NaN,NaN
3,Awake,TM,WT,Large,70,NaN,NaN
3,Awake,TM,WT,Large,80,NaN,NaN
4,Awake,TM,WT,Large,10,NaN,NaN
4,Awake,TM,WT,Large,20,NaN,NaN
4,Awake,TM,WT,Large,30,NaN,NaN
4,Awake,TM,WT,Large,40,NaN,NaN
4,Awake,TM,WT,Large,50,NaN,NaN
4,Awake,TM,WT,Large,60,NaN,NaN
4,Awake,TM,WT,Large,70,NaN,NaN
4,Awake,TM,WT,Large,80,NaN,NaN
5,Awake,TM,WT,Large,10,NaN,NaN
5,Awake,TM,WT,Large,20,NaN,NaN
5,Awake,TM,WT,Large,30,NaN,NaN
5,Awake,TM,WT,Large,40,NaN,NaN
5,Awake,TM,WT,Large,50,NaN,NaN
5,Awake,TM,WT,Large,60,NaN,NaN
5,Awake,TM,WT,Large,70,NaN,NaN
5,Awake,TM,WT,Large,80,NaN,NaN
6,Awake,TM,WT,Large,10,NaN,NaN
6,Awake,TM,WT,Large,20,NaN,NaN
6,Awake,TM,WT,Large,30,NaN,NaN
6,Awake,TM,WT,Large,40,NaN,NaN
6,Awake,TM,WT,Large,50,NaN,NaN
6,Awake,TM,WT,Large,60,NaN,NaN
6,Awake,TM,WT,Large,70,NaN,NaN
6,Awake,TM,WT,Large,80,NaN,NaN
7,Awake,TM,Alpha9KO,Small,10,NaN,NaN
7,Awake,TM,Alpha9KO,Small,20,NaN,NaN
7,Awake,TM,Alpha9KO,Small,30,NaN,NaN
7,Awake,TM,Alpha9KO,Small,40,NaN,NaN
7,Awake,TM,Alpha9KO,Small,50,NaN,NaN
7,Awake,TM,Alpha9KO,Small,60,NaN,NaN
7,Awake,TM,Alpha9KO,Small,70,NaN,NaN
7,Awake,TM,Alpha9KO,Small,80,NaN,NaN
8,Awake,TM,Alpha9KO,Small,10,NaN,NaN
8,Awake,TM,Alpha9KO,Small,20,NaN,NaN
8,Awake,TM,Alpha9KO,Small,30,NaN,NaN
8,Awake,TM,Alpha9KO,Small,40,NaN,NaN
8,Awake,TM,Alpha9KO,Small,50,NaN,NaN
8,Awake,TM,Alpha9KO,Small,60,NaN,NaN
8,Awake,TM,Alpha9KO,Small,70,NaN,NaN
8,Awake,TM,Alpha9KO,Small,80,NaN,NaN
9,Awake,TM,Alpha9KO,Small,10,NaN,NaN
9,Awake,TM,Alpha9KO,Small,20,NaN,NaN
9,Awake,TM,Alpha9KO,Small,30,NaN,NaN
9,Awake,TM,Alpha9KO,Small,40,NaN,NaN
9,Awake,TM,Alpha9KO,Small,50,NaN,NaN
9,Awake,TM,Alpha9KO,Small,60,NaN,NaN
9,Awake,TM,Alpha9KO,Small,70,NaN,NaN
9,Awake,TM,Alpha9KO,Small,80,NaN,NaN
10,Awake,TM,Alpha9KO,Small,10,NaN,NaN
10,Awake,TM,Alpha9KO,Small,20,NaN,NaN
10,Awake,TM,Alpha9KO,Small,30,NaN,NaN
10,Awake,TM,Alpha9KO,Small,40,NaN,NaN
10,Awake,TM,Alpha9KO,Small,50,NaN,NaN
10,Awake,TM,Alpha9KO,Small,60,NaN,11575
10,Awake,TM,Alpha9KO,Small,70,NaN,10206.5
10,Awake,TM,Alpha9KO,Small,80,NaN,11575
11,Awake,TM,Alpha9KO,Small,10,NaN,NaN
11,Awake,TM,Alpha9KO,Small,20,NaN,NaN
11,Awake,TM,Alpha9KO,Small,30,NaN,NaN
11,Awake,TM,Alpha9KO,Small,40,NaN,NaN
11,Awake,TM,Alpha9KO,Small,50,NaN,NaN
11,Awake,TM,Alpha9KO,Small,60,NaN,NaN
11,Awake,TM,Alpha9KO,Small,70,NaN,NaN
11,Awake,TM,Alpha9KO,Small,80,NaN,NaN
12,Awake,TM,Alpha9KO,Small,10,NaN,NaN
12,Awake,TM,Alpha9KO,Small,20,NaN,NaN
12,Awake,TM,Alpha9KO,Small,30,NaN,NaN
12,Awake,TM,Alpha9KO,Small,40,NaN,NaN
12,Awake,TM,Alpha9KO,Small,50,NaN,NaN
12,Awake,TM,Alpha9KO,Small,60,NaN,NaN
12,Awake,TM,Alpha9KO,Small,70,NaN,NaN
12,Awake,TM,Alpha9KO,Small,80,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,60,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,70,NaN,NaN
7,Awake,TM,Alpha9KO,Medium,80,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,60,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,70,NaN,NaN
8,Awake,TM,Alpha9KO,Medium,80,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,60,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,70,NaN,NaN
9,Awake,TM,Alpha9KO,Medium,80,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
10,Awake,TM,Alpha9KO,Medium,60,NaN,10482.2857142857
10,Awake,TM,Alpha9KO,Medium,70,NaN,11577.8571428571
10,Awake,TM,Alpha9KO,Medium,80,NaN,11577.8571428571
11,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,60,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,70,NaN,NaN
11,Awake,TM,Alpha9KO,Medium,80,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,10,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,20,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,30,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,40,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,50,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,60,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,70,NaN,NaN
12,Awake,TM,Alpha9KO,Medium,80,NaN,NaN
7,Awake,TM,Alpha9KO,Large,10,NaN,NaN
7,Awake,TM,Alpha9KO,Large,20,NaN,NaN
7,Awake,TM,Alpha9KO,Large,30,NaN,NaN
7,Awake,TM,Alpha9KO,Large,40,NaN,NaN
7,Awake,TM,Alpha9KO,Large,50,NaN,NaN
7,Awake,TM,Alpha9KO,Large,60,NaN,NaN
7,Awake,TM,Alpha9KO,Large,70,NaN,NaN
7,Awake,TM,Alpha9KO,Large,80,NaN,NaN
8,Awake,TM,Alpha9KO,Large,10,NaN,NaN
8,Awake,TM,Alpha9KO,Large,20,NaN,NaN
8,Awake,TM,Alpha9KO,Large,30,NaN,NaN
8,Awake,TM,Alpha9KO,Large,40,NaN,NaN
8,Awake,TM,Alpha9KO,Large,50,NaN,NaN
8,Awake,TM,Alpha9KO,Large,60,NaN,NaN
8,Awake,TM,Alpha9KO,Large,70,NaN,NaN
8,Awake,TM,Alpha9KO,Large,80,NaN,NaN
9,Awake,TM,Alpha9KO,Large,10,NaN,NaN
9,Awake,TM,Alpha9KO,Large,20,NaN,NaN
9,Awake,TM,Alpha9KO,Large,30,NaN,NaN
9,Awake,TM,Alpha9KO,Large,40,NaN,NaN
9,Awake,TM,Alpha9KO,Large,50,NaN,NaN
9,Awake,TM,Alpha9KO,Large,60,NaN,NaN
9,Awake,TM,Alpha9KO,Large,70,NaN,NaN
9,Awake,TM,Alpha9KO,Large,80,NaN,NaN
10,Awake,TM,Alpha9KO,Large,10,NaN,NaN
10,Awake,TM,Alpha9KO,Large,20,NaN,NaN
10,Awake,TM,Alpha9KO,Large,30,NaN,NaN
10,Awake,TM,Alpha9KO,Large,40,NaN,NaN
10,Awake,TM,Alpha9KO,Large,50,NaN,NaN
10,Awake,TM,Alpha9KO,Large,60,NaN,NaN
10,Awake,TM,Alpha9KO,Large,70,NaN,NaN
10,Awake,TM,Alpha9KO,Large,80,NaN,NaN
11,Awake,TM,Alpha9KO,Large,10,NaN,NaN
11,Awake,TM,Alpha9KO,Large,20,NaN,NaN
11,Awake,TM,Alpha9KO,Large,30,NaN,NaN
11,Awake,TM,Alpha9KO,Large,40,NaN,NaN
11,Awake,TM,Alpha9KO,Large,50,NaN,NaN
11,Awake,TM,Alpha9KO,Large,60,NaN,NaN
11,Awake,TM,Alpha9KO,Large,70,NaN,NaN
11,Awake,TM,Alpha9KO,Large,80,NaN,NaN
12,Awake,TM,Alpha9KO,Large,10,NaN,NaN
12,Awake,TM,Alpha9KO,Large,20,NaN,NaN
12,Awake,TM,Alpha9KO,Large,30,NaN,NaN
12,Awake,TM,Alpha9KO,Large,40,NaN,NaN
12,Awake,TM,Alpha9KO,Large,50,NaN,NaN
12,Awake,TM,Alpha9KO,Large,60,NaN,NaN
12,Awake,TM,Alpha9KO,Large,70,NaN,NaN
12,Awake,TM,Alpha9KO,Large,80,NaN,NaN
1,Anesth,Multitone,WT,Small,10,NaN,NaN
1,Anesth,Multitone,WT,Small,20,NaN,NaN
1,Anesth,Multitone,WT,Small,30,NaN,NaN
1,Anesth,Multitone,WT,Small,40,NaN,NaN
1,Anesth,Multitone,WT,Small,50,NaN,NaN
1,Anesth,Multitone,WT,Small,60,NaN,NaN
1,Anesth,Multitone,WT,Small,70,NaN,NaN
1,Anesth,Multitone,WT,Small,80,NaN,NaN
2,Anesth,Multitone,WT,Small,10,NaN,NaN
2,Anesth,Multitone,WT,Small,20,NaN,NaN
2,Anesth,Multitone,WT,Small,30,NaN,NaN
2,Anesth,Multitone,WT,Small,40,NaN,NaN
2,Anesth,Multitone,WT,Small,50,NaN,NaN
2,Anesth,Multitone,WT,Small,60,NaN,NaN
2,Anesth,Multitone,WT,Small,70,NaN,NaN
2,Anesth,Multitone,WT,Small,80,NaN,NaN
3,Anesth,Multitone,WT,Small,10,NaN,NaN
3,Anesth,Multitone,WT,Small,20,NaN,NaN
3,Anesth,Multitone,WT,Small,30,NaN,NaN
3,Anesth,Multitone,WT,Small,40,NaN,NaN
3,Anesth,Multitone,WT,Small,50,NaN,NaN
3,Anesth,Multitone,WT,Small,60,NaN,NaN
3,Anesth,Multitone,WT,Small,70,NaN,NaN
3,Anesth,Multitone,WT,Small,80,NaN,NaN
4,Anesth,Multitone,WT,Small,10,NaN,NaN
4,Anesth,Multitone,WT,Small,20,NaN,NaN
4,Anesth,Multitone,WT,Small,30,NaN,NaN
4,Anesth,Multitone,WT,Small,40,NaN,NaN
4,Anesth,Multitone,WT,Small,50,NaN,NaN
4,Anesth,Multitone,WT,Small,60,NaN,NaN
4,Anesth,Multitone,WT,Small,70,NaN,NaN
4,Anesth,Multitone,WT,Small,80,NaN,NaN
5,Anesth,Multitone,WT,Small,10,NaN,NaN
5,Anesth,Multitone,WT,Small,20,NaN,NaN
5,Anesth,Multitone,WT,Small,30,NaN,NaN
5,Anesth,Multitone,WT,Small,40,NaN,NaN
5,Anesth,Multitone,WT,Small,50,NaN,NaN
5,Anesth,Multitone,WT,Small,60,NaN,NaN
5,Anesth,Multitone,WT,Small,70,NaN,NaN
5,Anesth,Multitone,WT,Small,80,NaN,NaN
6,Anesth,Multitone,WT,Small,10,NaN,NaN
6,Anesth,Multitone,WT,Small,20,NaN,NaN
6,Anesth,Multitone,WT,Small,30,NaN,NaN
6,Anesth,Multitone,WT,Small,40,NaN,NaN
6,Anesth,Multitone,WT,Small,50,NaN,NaN
6,Anesth,Multitone,WT,Small,60,NaN,NaN
6,Anesth,Multitone,WT,Small,70,NaN,NaN
6,Anesth,Multitone,WT,Small,80,NaN,NaN
1,Anesth,Multitone,WT,Medium,10,NaN,NaN
1,Anesth,Multitone,WT,Medium,20,NaN,NaN
1,Anesth,Multitone,WT,Medium,30,NaN,NaN
1,Anesth,Multitone,WT,Medium,40,NaN,NaN
1,Anesth,Multitone,WT,Medium,50,NaN,NaN
1,Anesth,Multitone,WT,Medium,60,NaN,NaN
1,Anesth,Multitone,WT,Medium,70,NaN,NaN
1,Anesth,Multitone,WT,Medium,80,NaN,NaN
2,Anesth,Multitone,WT,Medium,10,NaN,NaN
2,Anesth,Multitone,WT,Medium,20,NaN,NaN
2,Anesth,Multitone,WT,Medium,30,NaN,NaN
2,Anesth,Multitone,WT,Medium,40,NaN,NaN
2,Anesth,Multitone,WT,Medium,50,NaN,NaN
2,Anesth,Multitone,WT,Medium,60,NaN,NaN
2,Anesth,Multitone,WT,Medium,70,NaN,NaN
2,Anesth,Multitone,WT,Medium,80,NaN,NaN
3,Anesth,Multitone,WT,Medium,10,NaN,NaN
3,Anesth,Multitone,WT,Medium,20,NaN,NaN
3,Anesth,Multitone,WT,Medium,30,NaN,NaN
3,Anesth,Multitone,WT,Medium,40,NaN,NaN
3,Anesth,Multitone,WT,Medium,50,NaN,NaN
3,Anesth,Multitone,WT,Medium,60,NaN,NaN
3,Anesth,Multitone,WT,Medium,70,NaN,NaN
3,Anesth,Multitone,WT,Medium,80,NaN,NaN
4,Anesth,Multitone,WT,Medium,10,NaN,NaN
4,Anesth,Multitone,WT,Medium,20,NaN,NaN
4,Anesth,Multitone,WT,Medium,30,NaN,NaN
4,Anesth,Multitone,WT,Medium,40,NaN,NaN
4,Anesth,Multitone,WT,Medium,50,NaN,NaN
4,Anesth,Multitone,WT,Medium,60,NaN,NaN
4,Anesth,Multitone,WT,Medium,70,NaN,NaN
4,Anesth,Multitone,WT,Medium,80,NaN,NaN
5,Anesth,Multitone,WT,Medium,10,NaN,NaN
5,Anesth,Multitone,WT,Medium,20,NaN,NaN
5,Anesth,Multitone,WT,Medium,30,NaN,NaN
5,Anesth,Multitone,WT,Medium,40,NaN,NaN
5,Anesth,Multitone,WT,Medium,50,NaN,NaN
5,Anesth,Multitone,WT,Medium,60,NaN,NaN
5,Anesth,Multitone,WT,Medium,70,NaN,NaN
5,Anesth,Multitone,WT,Medium,80,NaN,NaN
6,Anesth,Multitone,WT,Medium,10,NaN,NaN
6,Anesth,Multitone,WT,Medium,20,NaN,NaN
6,Anesth,Multitone,WT,Medium,30,NaN,NaN
6,Anesth,Multitone,WT,Medium,40,NaN,NaN
6,Anesth,Multitone,WT,Medium,50,NaN,NaN
6,Anesth,Multitone,WT,Medium,60,NaN,NaN
6,Anesth,Multitone,WT,Medium,70,NaN,NaN
6,Anesth,Multitone,WT,Medium,80,NaN,NaN
1,Anesth,Multitone,WT,Large,10,NaN,NaN
1,Anesth,Multitone,WT,Large,20,NaN,NaN
1,Anesth,Multitone,WT,Large,30,NaN,NaN
1,Anesth,Multitone,WT,Large,40,NaN,NaN
1,Anesth,Multitone,WT,Large,50,NaN,NaN
1,Anesth,Multitone,WT,Large,60,NaN,NaN
1,Anesth,Multitone,WT,Large,70,NaN,NaN
1,Anesth,Multitone,WT,Large,80,NaN,NaN
2,Anesth,Multitone,WT,Large,10,NaN,NaN
2,Anesth,Multitone,WT,Large,20,NaN,NaN
