experiment,condition,protocol,genotype,pupilSize,level,q,bf
2,Anesth,Multitone,WT,Large,30,NaN,NaN
2,Anesth,Multitone,WT,Large,40,NaN,NaN
2,Anesth,Multitone,WT,Large,50,NaN,NaN
2,Anesth,Multitone,WT,Large,60,NaN,NaN
2,Anesth,Multitone,WT,Large,70,NaN,NaN
2,Anesth,Multitone,WT,Large,80,NaN,NaN
3,Anesth,Multitone,WT,Large,10,NaN,NaN
3,Anesth,Multitone,WT,Large,20,NaN,NaN
3,Anesth,Multitone,WT,Large,30,NaN,NaN
3,Anesth,Multitone,WT,Large,40,NaN,NaN
3,Anesth,Multitone,WT,Large,50,NaN,NaN
3,Anesth,Multitone,WT,Large,60,NaN,NaN
3,Anesth,Multitone,WT,Large,70,NaN,NaN
3,Anesth,Multitone,WT,Large,80,NaN,NaN
4,Anesth,Multitone,WT,Large,10,NaN,NaN
4,Anesth,Multitone,WT,Large,20,NaN,NaN
4,Anesth,Multitone,WT,Large,30,NaN,NaN
4,Anesth,Multitone,WT,Large,40,NaN,NaN
4,Anesth,Multitone,WT,Large,50,NaN,NaN
4,Anesth,Multitone,WT,Large,60,NaN,NaN
4,Anesth,Multitone,WT,Large,70,NaN,NaN
4,Anesth,Multitone,WT,Large,80,NaN,NaN
5,Anesth,Multitone,WT,Large,10,NaN,NaN
5,Anesth,Multitone,WT,Large,20,NaN,NaN
5,Anesth,Multitone,WT,Large,30,NaN,NaN
5,Anesth,Multitone,WT,Large,40,NaN,NaN
5,Anesth,Multitone,WT,Large,50,NaN,NaN
5,Anesth,Multitone,WT,Large,60,NaN,NaN
5,Anesth,Multitone,WT,Large,70,NaN,NaN
5,Anesth,Multitone,WT,Large,80,NaN,NaN
6,Anesth,Multitone,WT,Large,10,NaN,NaN
6,Anesth,Multitone,WT,Large,20,NaN,NaN
6,Anesth,Multitone,WT,Large,30,NaN,NaN
6,Anesth,Multitone,WT,Large,40,NaN,NaN
6,Anesth,Multitone,WT,Large,50,NaN,NaN
6,Anesth,Multitone,WT,Large,60,NaN,NaN
6,Anesth,Multitone,WT,Large,70,NaN,NaN
6,Anesth,Multitone,WT,Large,80,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,10,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,20,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,30,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,40,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,50,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,60,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,70,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Small,80,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,10,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,20,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,30,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,40,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,50,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,60,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,70,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Medium,80,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
7,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
8,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
9,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
10,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
11,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,10,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,20,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,30,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,40,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,50,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,60,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,70,NaN,NaN
12,Anesth,Multitone,Alpha9KO,Large,80,NaN,NaN
1,Anesth,Singletone,WT,Small,10,NaN,NaN
1,Anesth,Singletone,WT,Small,20,NaN,NaN
1,Anesth,Singletone,WT,Small,30,NaN,NaN
1,Anesth,Singletone,WT,Small,40,NaN,NaN
1,Anesth,Singletone,WT,Small,50,NaN,NaN
1,Anesth,Singletone,WT,Small,60,NaN,NaN
1,Anesth,Singletone,WT,Small,70,NaN,NaN
1,Anesth,Singletone,WT,Small,80,NaN,NaN
2,Anesth,Singletone,WT,Small,10,NaN,NaN
2,Anesth,Singletone,WT,Small,20,NaN,NaN
2,Anesth,Singletone,WT,Small,30,NaN,NaN
2,Anesth,Singletone,WT,Small,40,NaN,NaN
2,Anesth,Singletone,WT,Small,50,NaN,NaN
2,Anesth,Singletone,WT,Small,60,NaN,NaN
2,Anesth,Singletone,WT,Small,70,NaN,NaN
2,Anesth,Singletone,WT,Small,80,NaN,NaN
3,Anesth,Singletone,WT,Small,10,NaN,NaN
3,Anesth,Singletone,WT,Small,20,NaN,NaN
3,Anesth,Singletone,WT,Small,30,NaN,NaN
3,Anesth,Singletone,WT,Small,40,NaN,NaN
3,Anesth,Singletone,WT,Small,50,NaN,NaN
3,Anesth,Singletone,WT,Small,60,NaN,NaN
3,Anesth,Singletone,WT,Small,70,NaN,NaN
3,Anesth,Singletone,WT,Small,80,NaN,NaN
4,Anesth,Singletone,WT,Small,10,NaN,NaN
4,Anesth,Singletone,WT,Small,20,NaN,NaN
4,Anesth,Singletone,WT,Small,30,NaN,NaN
4,Anesth,Singletone,WT,Small,40,NaN,NaN
4,Anesth,Singletone,WT,Small,50,NaN,NaN
4,Anesth,Singletone,WT,Small,60,NaN,NaN
4,Anesth,Singletone,WT,Small,70,NaN,NaN
4,Anesth,Singletone,WT,Small,80,NaN,NaN
5,Anesth,Singletone,WT,Small,10,NaN,NaN
5,Anesth,Singletone,WT,Small,20,NaN,NaN
5,Anesth,Singletone,WT,Small,30,NaN,NaN
5,Anesth,Singletone,WT,Small,40,NaN,NaN
5,Anesth,Singletone,WT,Small,50,NaN,NaN
5,Anesth,Singletone,WT,Small,60,NaN,NaN
5,Anesth,Singletone,WT,Small,70,NaN,NaN
5,Anesth,Singletone,WT,Small,80,NaN,NaN
6,Anesth,Singletone,WT,Small,10,NaN,NaN
6,Anesth,Singletone,WT,Small,20,NaN,NaN
6,Anesth,Singletone,WT,Small,30,NaN,NaN
6,Anesth,Singletone,WT,Small,40,NaN,NaN
6,Anesth,Singletone,WT,Small,50,NaN,NaN
6,Anesth,Singletone,WT,Small,60,NaN,NaN
6,Anesth,Singletone,WT,Small,70,NaN,NaN
6,Anesth,Singletone,WT,Small,80,NaN,NaN
1,Anesth,Singletone,WT,Medium,10,NaN,NaN
1,Anesth,Singletone,WT,Medium,20,NaN,NaN
1,Anesth,Singletone,WT,Medium,30,NaN,NaN
1,Anesth,Singletone,WT,Medium,40,NaN,NaN
1,Anesth,Singletone,WT,Medium,50,NaN,NaN
1,Anesth,Singletone,WT,Medium,60,NaN,NaN
1,Anesth,Singletone,WT,Medium,70,NaN,NaN
1,Anesth,Singletone,WT,Medium,80,NaN,NaN
2,Anesth,Singletone,WT,Medium,10,NaN,NaN
2,Anesth,Singletone,WT,Medium,20,NaN,NaN
2,Anesth,Singletone,WT,Medium,30,NaN,NaN
2,Anesth,Singletone,WT,Medium,40,NaN,NaN
2,Anesth,Singletone,WT,Medium,50,NaN,NaN
2,Anesth,Singletone,WT,Medium,60,NaN,NaN
2,Anesth,Singletone,WT,Medium,70,NaN,NaN
2,Anesth,Singletone,WT,Medium,80,NaN,NaN
3,Anesth,Singletone,WT,Medium,10,NaN,NaN
3,Anesth,Singletone,WT,Medium,20,NaN,NaN
3,Anesth,Singletone,WT,Medium,30,NaN,NaN
3,Anesth,Singletone,WT,Medium,40,NaN,NaN
3,Anesth,Singletone,WT,Medium,50,NaN,NaN
3,Anesth,Singletone,WT,Medium,60,NaN,NaN
3,Anesth,Singletone,WT,Medium,70,NaN,NaN
3,Anesth,Singletone,WT,Medium,80,NaN,NaN
4,Anesth,Singletone,WT,Medium,10,NaN,NaN
4,Anesth,Singletone,WT,Medium,20,NaN,NaN
4,Anesth,Singletone,WT,Medium,30,NaN,NaN
4,Anesth,Singletone,WT,Medium,40,NaN,NaN
4,Anesth,Singletone,WT,Medium,50,NaN,NaN
4,Anesth,Singletone,WT,Medium,60,NaN,NaN
4,Anesth,Singletone,WT,Medium,70,NaN,NaN
4,Anesth,Singletone,WT,Medium,80,NaN,NaN
5,Anesth,Singletone,WT,Medium,10,NaN,NaN
5,Anesth,Singletone,WT,Medium,20,NaN,NaN
5,Anesth,Singletone,WT,Medium,30,NaN,NaN
5,Anesth,Singletone,WT,Medium,40,NaN,NaN
5,Anesth,Singletone,WT,Medium,50,NaN,NaN
5,Anesth,Singletone,WT,Medium,60,NaN,NaN
5,Anesth,Singletone,WT,Medium,70,NaN,NaN
5,Anesth,Singletone,WT,Medium,80,NaN,NaN
6,Anesth,Singletone,WT,Medium,10,NaN,NaN
6,Anesth,Singletone,WT,Medium,20,NaN,NaN
6,Anesth,Singletone,WT,Medium,30,NaN,NaN
6,Anesth,Singletone,WT,Medium,40,NaN,NaN
6,Anesth,Singletone,WT,Medium,50,NaN,NaN
6,Anesth,Singletone,WT,Medium,60,NaN,NaN
6,Anesth,Singletone,WT,Medium,70,NaN,NaN
6,Anesth,Singletone,WT,Medium,80,NaN,NaN
1,Anesth,Singletone,WT,Large,10,NaN,NaN
1,Anesth,Singletone,WT,Large,20,NaN,NaN
1,Anesth,Singletone,WT,Large,30,NaN,NaN
1,Anesth,Singletone,WT,Large,40,NaN,NaN
1,Anesth,Singletone,WT,Large,50,NaN,NaN
1,Anesth,Singletone,WT,Large,60,NaN,NaN
1,Anesth,Singletone,WT,Large,70,NaN,NaN
1,Anesth,Singletone,WT,Large,80,NaN,NaN
2,Anesth,Singletone,WT,Large,10,NaN,NaN
2,Anesth,Singletone,WT,Large,20,NaN,NaN
2,Anesth,Singletone,WT,Large,30,NaN,NaN
2,Anesth,Singletone,WT,Large,40,NaN,NaN
2,Anesth,Singletone,WT,Large,50,NaN,NaN
2,Anesth,Singletone,WT,Large,60,NaN,NaN
2,Anesth,Singletone,WT,Large,70,NaN,NaN
2,Anesth,Singletone,WT,Large,80,NaN,NaN
3,Anesth,Singletone,WT,Large,10,NaN,NaN
3,Anesth,Singletone,WT,Large,20,NaN,NaN
3,Anesth,Singletone,WT,Large,30,NaN,NaN
3,Anesth,Singletone,WT,Large,40,NaN,NaN
3,Anesth,Singletone,WT,Large,50,NaN,NaN
3,Anesth,Singletone,WT,Large,60,NaN,NaN
3,Anesth,Singletone,WT,Large,70,NaN,NaN
3,Anesth,Singletone,WT,Large,80,NaN,NaN
4,Anesth,Singletone,WT,Large,10,NaN,NaN
4,Anesth,Singletone,WT,Large,20,NaN,NaN
4,Anesth,Singletone,WT,Large,30,NaN,NaN
4,Anesth,Singletone,WT,Large,40,NaN,NaN
4,Anesth,Singletone,WT,Large,50,NaN,NaN
4,Anesth,Singletone,WT,Large,60,NaN,NaN
4,Anesth,Singletone,WT,Large,70,NaN,NaN
4,Anesth,Singletone,WT,Large,80,NaN,NaN
5,Anesth,Singletone,WT,Large,10,NaN,NaN
5,Anesth,Singletone,WT,Large,20,NaN,NaN
5,Anesth,Singletone,WT,Large,30,NaN,NaN
5,Anesth,Singletone,WT,Large,40,NaN,NaN
5,Anesth,Singletone,WT,Large,50,NaN,NaN
5,Anesth,Singletone,WT,Large,60,NaN,NaN
5,Anesth,Singletone,WT,Large,70,NaN,NaN
5,Anesth,Singletone,WT,Large,80,NaN,NaN
6,Anesth,Singletone,WT,Large,10,NaN,NaN
6,Anesth,Singletone,WT,Large,20,NaN,NaN
6,Anesth,Singletone,WT,Large,30,NaN,NaN
6,Anesth,Singletone,WT,Large,40,NaN,NaN
6,Anesth,Singletone,WT,Large,50,NaN,NaN
6,Anesth,Singletone,WT,Large,60,NaN,NaN
6,Anesth,Singletone,WT,Large,70,NaN,NaN
6,Anesth,Singletone,WT,Large,80,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,10,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,20,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,30,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,40,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,50,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,60,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,70,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Small,80,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,20,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,30,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,40,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,50,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,60,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,70,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Medium,80,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,20,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,30,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,40,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,50,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,60,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,70,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Medium,80,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,20,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,30,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,40,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,50,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,60,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,70,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Medium,80,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
10,Anesth,Singletone,Alpha9KO,Medium,20,NaN,9930
10,Anesth,Singletone,Alpha9KO,Medium,30,2.81483927000326,9930
10,Anesth,Singletone,Alpha9KO,Medium,40,2.72658320265333,9930
10,Anesth,Singletone,Alpha9KO,Medium,50,2.21647657922426,9380
10,Anesth,Singletone,Alpha9KO,Medium,60,1.64484849312231,7760
10,Anesth,Singletone,Alpha9KO,Medium,70,0.901914797647193,5640
10,Anesth,Singletone,Alpha9KO,Medium,80,NaN,5640
11,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,20,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,30,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,40,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,50,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,60,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,70,NaN,NaN
11,Anesth,Singletone,Alpha9KO,Medium,80,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,10,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,20,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,30,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,40,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,50,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,60,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,70,NaN,NaN
12,Anesth,Singletone,Alpha9KO,Medium,80,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
7,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
8,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,10,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,20,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,30,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,40,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,50,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,60,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,70,NaN,NaN
9,Anesth,Singletone,Alpha9KO,Large,80,NaN,NaN
