experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
8,Anesth,Multitone,Alpha9KO,na,4068,18.3489415145114,14.841541038062
8,Anesth,Multitone,Alpha9KO,na,4588,11.8634435330008,14.1328342188494
8,Anesth,Multitone,Alpha9KO,na,5110,13.6514555667548,13.5088236089837
8,Anesth,Multitone,Alpha9KO,na,5635,10.361042743166,12.8694089081444
8,Anesth,Multitone,Alpha9KO,na,6163,8.95737829908111,13.5323145227235
8,Anesth,Multitone,Alpha9KO,na,6693,9.53386685347277,13.5928315634887
8,Anesth,Multitone,Alpha9KO,na,7225,8.19263112683579,14.26205599463
8,Anesth,Multitone,Alpha9KO,na,7760,7.00496269266372,15.4130597296158
8,Anesth,Multitone,Alpha9KO,na,8298,7.76196931067393,17.3370666527709
8,Anesth,Multitone,Alpha9KO,na,8838,10.4812881780108,19.8542820811049
8,Anesth,Multitone,Alpha9KO,na,9380,13.7970474435543,22.0760559615568
8,Anesth,Multitone,Alpha9KO,na,9925,19.3357373249268,24.1024335295883
8,Anesth,Multitone,Alpha9KO,na,10473,26.0223316388006,26.2290519814921
8,Anesth,Multitone,Alpha9KO,na,11023,30.4737658638831,26.7055841763173
8,Anesth,Multitone,Alpha9KO,na,11575,31.0312073764313,27.9427170445998
8,Anesth,Multitone,Alpha9KO,na,12130,32.6085154337849,27.5957364508888
8,Anesth,Multitone,Alpha9KO,na,12688,37.5114289236659,30.7489613510212
8,Anesth,Multitone,Alpha9KO,na,13248,33.9015056634147,29.7697421204635
8,Anesth,Multitone,Alpha9KO,na,13810,35.9228261460475,29.2828098304581
8,Anesth,Multitone,Alpha9KO,na,14375,NaN,NaN
9,Anesth,Multitone,Alpha9KO,na,4068,18.9422918128147,18.6212032973595
9,Anesth,Multitone,Alpha9KO,na,4588,14.0099938446983,13.1452125909488
9,Anesth,Multitone,Alpha9KO,na,5110,NaN,12.5411258031416
9,Anesth,Multitone,Alpha9KO,na,5635,NaN,13.2770850280217
9,Anesth,Multitone,Alpha9KO,na,6163,10.5454621664897,14.7415939026561
9,Anesth,Multitone,Alpha9KO,na,6693,11.788203322374,15.6564655722347
9,Anesth,Multitone,Alpha9KO,na,7225,10.6579741802654,17.6997260082787
9,Anesth,Multitone,Alpha9KO,na,7760,9.42383410382106,17.4432815572821
9,Anesth,Multitone,Alpha9KO,na,8298,13.8450271942206,20.1991320681541
9,Anesth,Multitone,Alpha9KO,na,8838,20.2787417450886,23.9807343632613
9,Anesth,Multitone,Alpha9KO,na,9380,28.9637298408729,26.1600779624744
9,Anesth,Multitone,Alpha9KO,na,9925,31.511061044431,26.6764149900494
9,Anesth,Multitone,Alpha9KO,na,10473,28.5307748116949,25.4124279782371
9,Anesth,Multitone,Alpha9KO,na,11023,32.703410011485,25.7579228694211
9,Anesth,Multitone,Alpha9KO,na,11575,37.8172304002044,27.696941051573
9,Anesth,Multitone,Alpha9KO,na,12130,NaN,28.589340747028
9,Anesth,Multitone,Alpha9KO,na,12688,NaN,NaN
9,Anesth,Multitone,Alpha9KO,na,13248,36.0934333362852,NaN
9,Anesth,Multitone,Alpha9KO,na,13810,NaN,NaN
9,Anesth,Multitone,Alpha9KO,na,14375,NaN,NaN
10,Anesth,Multitone,Alpha9KO,na,4068,16.3160156373291,14.9442807328894
10,Anesth,Multitone,Alpha9KO,na,4588,12.7626520892267,13.4688194375746
10,Anesth,Multitone,Alpha9KO,na,5110,5.95331980093176,11.8476750678604
10,Anesth,Multitone,Alpha9KO,na,5635,6.96967153794031,12.8872902877369
10,Anesth,Multitone,Alpha9KO,na,6163,9.15023803469858,13.6357579467799
10,Anesth,Multitone,Alpha9KO,na,6693,10.8461612623257,14.2359241620004
10,Anesth,Multitone,Alpha9KO,na,7225,8.50198452701809,14.6525125321626
10,Anesth,Multitone,Alpha9KO,na,7760,8.80960903548052,15.2741971624444
10,Anesth,Multitone,Alpha9KO,na,8298,10.9406427415299,17.7316550823408
10,Anesth,Multitone,Alpha9KO,na,8838,16.7041402094506,20.3876251620111
10,Anesth,Multitone,Alpha9KO,na,9380,21.3610460893147,22.667246382942
10,Anesth,Multitone,Alpha9KO,na,9925,23.9366374643379,24.8029513026294
10,Anesth,Multitone,Alpha9KO,na,10473,25.4752702708023,25.2746806889663
10,Anesth,Multitone,Alpha9KO,na,11023,32.2371301268402,27.2864819772335
10,Anesth,Multitone,Alpha9KO,na,11575,37.1828529277588,27.4112513071471
10,Anesth,Multitone,Alpha9KO,na,12130,35.1576822761071,27.0712743316183
10,Anesth,Multitone,Alpha9KO,na,12688,33.8853152118122,26.9435635812731
10,Anesth,Multitone,Alpha9KO,na,13248,36.0934333362852,27.2229546910091
10,Anesth,Multitone,Alpha9KO,na,13810,NaN,NaN
10,Anesth,Multitone,Alpha9KO,na,14375,NaN,NaN
11,Anesth,Multitone,Alpha9KO,na,4068,15.7974826023721,14.4831131281919
11,Anesth,Multitone,Alpha9KO,na,4588,12.7626520892267,13.5805982532103
11,Anesth,Multitone,Alpha9KO,na,5110,7.89004769043519,12.4797996374426
11,Anesth,Multitone,Alpha9KO,na,5635,6.4415409121153,13.1614935668457
11,Anesth,Multitone,Alpha9KO,na,6163,9.15023803469858,13.7397888385964
11,Anesth,Multitone,Alpha9KO,na,6693,9.49882753695373,14.1977621839689
11,Anesth,Multitone,Alpha9KO,na,7225,7.54661287370225,14.6815238551405
11,Anesth,Multitone,Alpha9KO,na,7760,8.33964165688382,15.8324895893301
11,Anesth,Multitone,Alpha9KO,na,8298,10.096538124274,18.1858046572191
11,Anesth,Multitone,Alpha9KO,na,8838,14.33618135918,20.5712344884093
11,Anesth,Multitone,Alpha9KO,na,9380,19.6322026465482,22.8439377467384
11,Anesth,Multitone,Alpha9KO,na,9925,23.6251551167127,24.6419873864334
11,Anesth,Multitone,Alpha9KO,na,10473,26.4058900625258,25.6805554513044
11,Anesth,Multitone,Alpha9KO,na,11023,31.9358857958593,27.1223305274942
11,Anesth,Multitone,Alpha9KO,na,11575,36.2133623968395,27.7521552678372
11,Anesth,Multitone,Alpha9KO,na,12130,35.7578736008089,27.6168660090601
11,Anesth,Multitone,Alpha9KO,na,12688,33.9055874368998,27.4185516767874
11,Anesth,Multitone,Alpha9KO,na,13248,36.0934333362852,27.2229546910091
11,Anesth,Multitone,Alpha9KO,na,13810,NaN,NaN
11,Anesth,Multitone,Alpha9KO,na,14375,NaN,NaN
12,Anesth,Multitone,Alpha9KO,na,4068,17.8787379738577,15.6559828246305
12,Anesth,Multitone,Alpha9KO,na,4588,14.9480507650584,13.7601893380638
12,Anesth,Multitone,Alpha9KO,na,5110,11.0616131841581,12.1673391269284
12,Anesth,Multitone,Alpha9KO,na,5635,9.05619676247272,13.193338503999
12,Anesth,Multitone,Alpha9KO,na,6163,10.9567941469438,13.8981188169667
12,Anesth,Multitone,Alpha9KO,na,6693,11.1074296488393,13.982554057218
12,Anesth,Multitone,Alpha9KO,na,7225,8.80166793165701,14.040460409049
12,Anesth,Multitone,Alpha9KO,na,7760,8.57690370433559,14.5847193018977
12,Anesth,Multitone,Alpha9KO,na,8298,10.650093230451,16.9064233962006
12,Anesth,Multitone,Alpha9KO,na,8838,14.9213058150017,19.3270929797956
12,Anesth,Multitone,Alpha9KO,na,9380,19.4685990818145,21.4864576908244
12,Anesth,Multitone,Alpha9KO,na,9925,20.4748688117193,23.3158184183083
12,Anesth,Multitone,Alpha9KO,na,10473,23.0445122171966,24.470310201755
12,Anesth,Multitone,Alpha9KO,na,11023,30.0748942421303,26.6540317553583
12,Anesth,Multitone,Alpha9KO,na,11575,34.4378803001328,27.023322988541
12,Anesth,Multitone,Alpha9KO,na,12130,34.6094401815358,26.469917851829
12,Anesth,Multitone,Alpha9KO,na,12688,38.1206931349741,27.3907268701396
12,Anesth,Multitone,Alpha9KO,na,13248,36.2285570840797,28.1181757048654
12,Anesth,Multitone,Alpha9KO,na,13810,39.4532293548065,29.6945589744593
12,Anesth,Multitone,Alpha9KO,na,14375,NaN,NaN
