experiment,condition,protocol,genotype,pupilSize,freq,level,mag,phi
6,Awake,Multitone,WT,na,9925,50,6.76269069598761,-2.12512631682826
6,Awake,Multitone,WT,na,10473,50,8.48125027096309,-2.17627394324224
6,Awake,Multitone,WT,na,11023,50,6.48085266621688,-2.62113744372985
6,Awake,Multitone,WT,na,11575,50,6.8036714954975,-2.9258769915394
6,Awake,Multitone,WT,na,12130,50,3.82977316323631,-2.64759059413326
6,Awake,Multitone,WT,na,12688,50,2.8384170139304,-2.69521553025721
6,Awake,Multitone,WT,na,13248,50,1.82753563647852,-2.80691499321194
6,Awake,Multitone,WT,na,13810,50,1.11808698197924,-2.8674806139052
6,Awake,Multitone,WT,na,14375,50,NaN,NaN
6,Awake,Multitone,WT,na,4068,60,1.5617982536,-0.011287914419444
6,Awake,Multitone,WT,na,4588,60,1.74800970690173,-0.316340295925667
6,Awake,Multitone,WT,na,5110,60,2.31181457576038,-0.476549266649916
6,Awake,Multitone,WT,na,5635,60,2.05970497476559,-0.51082144477949
6,Awake,Multitone,WT,na,6163,60,2.31433143944679,-0.904674512095046
6,Awake,Multitone,WT,na,6693,60,2.90234250454937,-1.19599014710985
6,Awake,Multitone,WT,na,7225,60,3.67272359170241,-1.41879471392659
6,Awake,Multitone,WT,na,7760,60,4.40296410209566,-1.53495337860549
6,Awake,Multitone,WT,na,8298,60,5.86477521379069,-1.93992090587285
6,Awake,Multitone,WT,na,8838,60,7.16438568641585,-2.24908170851426
6,Awake,Multitone,WT,na,9380,60,8.71025924580162,-2.49785124529953
6,Awake,Multitone,WT,na,9925,60,8.86580825018302,-2.14255189194816
6,Awake,Multitone,WT,na,10473,60,9.48724647316241,-2.18070182935566
6,Awake,Multitone,WT,na,11023,60,7.04547537136112,-2.61215439081002
6,Awake,Multitone,WT,na,11575,60,7.12885450315725,-2.90374995178427
6,Awake,Multitone,WT,na,12130,60,4.2918852946851,-2.60314279963055
6,Awake,Multitone,WT,na,12688,60,2.902978956301,-2.65129017835073
6,Awake,Multitone,WT,na,13248,60,1.67491563138302,-2.7418087239839
6,Awake,Multitone,WT,na,13810,60,1.03562196111865,-2.81202363362476
6,Awake,Multitone,WT,na,14375,60,NaN,NaN
6,Awake,Multitone,WT,na,4068,70,2.86532003704574,0.00284883432646079
6,Awake,Multitone,WT,na,4588,70,3.31688544612172,-0.318449539270282
6,Awake,Multitone,WT,na,5110,70,4.1961754149313,-0.479981528675387
6,Awake,Multitone,WT,na,5635,70,3.75320292287752,-0.520107816951828
6,Awake,Multitone,WT,na,6163,70,4.09701695482938,-0.907997406224264
6,Awake,Multitone,WT,na,6693,70,5.03856846857065,-1.19832638162303
6,Awake,Multitone,WT,na,7225,70,6.45053211668892,-1.42076816781431
6,Awake,Multitone,WT,na,7760,70,7.25372540031632,-1.53009956210788
6,Awake,Multitone,WT,na,8298,70,8.88430074332077,-1.94982324829238
6,Awake,Multitone,WT,na,8838,70,9.7383888268013,-2.26518382470885
6,Awake,Multitone,WT,na,9380,70,10.5251780726489,-2.51753310443803
6,Awake,Multitone,WT,na,9925,70,9.69818441373429,-2.16680201708104
6,Awake,Multitone,WT,na,10473,70,9.71694352679785,-2.18150223330268
6,Awake,Multitone,WT,na,11023,70,6.88262121834229,-2.61369778497181
6,Awake,Multitone,WT,na,11575,70,6.39290015787698,-2.89956756898212
6,Awake,Multitone,WT,na,12130,70,4.21340273489055,-2.58026169347895
6,Awake,Multitone,WT,na,12688,70,2.33021336955746,-2.64209078059926
6,Awake,Multitone,WT,na,13248,70,1.17190547273358,-2.72970042534936
6,Awake,Multitone,WT,na,13810,70,0.922886962887316,-2.93224103025249
6,Awake,Multitone,WT,na,14375,70,NaN,NaN
6,Awake,Multitone,WT,na,4068,80,4.53236626605311,0.0250439567482456
6,Awake,Multitone,WT,na,4588,80,5.42594610124068,-0.30398648594457
6,Awake,Multitone,WT,na,5110,80,6.9917310030613,-0.4741746278414
6,Awake,Multitone,WT,na,5635,80,6.57893044752416,-0.517432435432901
6,Awake,Multitone,WT,na,6163,80,6.67947000693626,-0.916287129410334
6,Awake,Multitone,WT,na,6693,80,7.90956889069516,-1.21772814762617
6,Awake,Multitone,WT,na,7225,80,9.67274182205783,-1.44335741181168
6,Awake,Multitone,WT,na,7760,80,9.7448174564722,-1.55207197562368
6,Awake,Multitone,WT,na,8298,80,11.2507199303754,-1.99033122355875
6,Awake,Multitone,WT,na,8838,80,11.4132988877758,-2.31516349165652
6,Awake,Multitone,WT,na,9380,80,11.5172824095678,-2.57143107582999
6,Awake,Multitone,WT,na,9925,80,9.82497112793041,-2.22085727785681
6,Awake,Multitone,WT,na,10473,80,8.9137455646619,-2.2096219392165
6,Awake,Multitone,WT,na,11023,80,6.03307639795269,-2.6322537738543
6,Awake,Multitone,WT,na,11575,80,4.70176945927766,-2.92851603084818
6,Awake,Multitone,WT,na,12130,80,2.97610027865989,-2.58656147826976
6,Awake,Multitone,WT,na,12688,80,1.52898491785989,-2.67399762574405
6,Awake,Multitone,WT,na,13248,80,1.03429759340109,-2.73405160463158
6,Awake,Multitone,WT,na,13810,80,0.705536740393925,-2.7987297694683
6,Awake,Multitone,WT,na,14375,80,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,10,0.576702909987423,-0.0377553304664781
7,Awake,Multitone,Alpha9KO,na,4588,10,0.550775590663788,-0.450925527364244
7,Awake,Multitone,Alpha9KO,na,5110,10,0.527142629993526,-0.564137843376118
7,Awake,Multitone,Alpha9KO,na,5635,10,0.601805408350217,-0.584391918664314
7,Awake,Multitone,Alpha9KO,na,6163,10,0.673792288281652,-1.08176701652251
7,Awake,Multitone,Alpha9KO,na,6693,10,0.648346985744812,-1.172568866474
7,Awake,Multitone,Alpha9KO,na,7225,10,0.560850354395648,-1.55277365717154
7,Awake,Multitone,Alpha9KO,na,7760,10,0.620547281931878,-1.6421887855457
7,Awake,Multitone,Alpha9KO,na,8298,10,0.800853469413962,-1.19175351052817
7,Awake,Multitone,Alpha9KO,na,8838,10,0.843891130919072,-1.65540055407274
7,Awake,Multitone,Alpha9KO,na,9380,10,1.06372506001132,-2.05296532107294
7,Awake,Multitone,Alpha9KO,na,9925,10,0.905440116205417,-1.81699775236081
7,Awake,Multitone,Alpha9KO,na,10473,10,1.18105126593133,-1.95510995873634
7,Awake,Multitone,Alpha9KO,na,11023,10,1.16916320096842,-2.42754661784921
7,Awake,Multitone,Alpha9KO,na,11575,10,1.02779630637619,-2.98584723893832
7,Awake,Multitone,Alpha9KO,na,12130,10,0.635627537679257,-2.79009409357973
7,Awake,Multitone,Alpha9KO,na,12688,10,0.552194539492001,-2.91310775226817
7,Awake,Multitone,Alpha9KO,na,13248,10,0.566231970471132,-2.46355098395773
7,Awake,Multitone,Alpha9KO,na,13810,10,0.534936496898148,-2.94588315704311
7,Awake,Multitone,Alpha9KO,na,14375,10,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,20,0.580614861680304,-0.0619577972557796
7,Awake,Multitone,Alpha9KO,na,4588,20,0.67338523457908,-0.354941095049919
7,Awake,Multitone,Alpha9KO,na,5110,20,0.611387649168901,-0.56745906198269
7,Awake,Multitone,Alpha9KO,na,5635,20,0.528114817264612,-0.605106848078659
7,Awake,Multitone,Alpha9KO,na,6163,20,0.501214069069687,-1.08120443568607
7,Awake,Multitone,Alpha9KO,na,6693,20,0.604510191271353,-1.29983473345445
7,Awake,Multitone,Alpha9KO,na,7225,20,0.632750812540296,-1.53868550136134
7,Awake,Multitone,Alpha9KO,na,7760,20,0.690903088389798,-1.66226582567337
7,Awake,Multitone,Alpha9KO,na,8298,20,0.977110291548715,-1.3372939885599
7,Awake,Multitone,Alpha9KO,na,8838,20,1.43188569390342,-1.76147249137639
7,Awake,Multitone,Alpha9KO,na,9380,20,1.7658561275584,-2.16071408900744
7,Awake,Multitone,Alpha9KO,na,9925,20,1.53091978969221,-1.8769542737708
7,Awake,Multitone,Alpha9KO,na,10473,20,2.27481920465321,-1.95369904414772
7,Awake,Multitone,Alpha9KO,na,11023,20,1.94742938801794,-2.40052441825523
7,Awake,Multitone,Alpha9KO,na,11575,20,1.87196641807225,-2.92506311732854
7,Awake,Multitone,Alpha9KO,na,12130,20,1.08589395940346,-2.79674076747382
7,Awake,Multitone,Alpha9KO,na,12688,20,0.865262333923545,-2.92205720202868
7,Awake,Multitone,Alpha9KO,na,13248,20,0.610205454859925,-3.02725142926224
7,Awake,Multitone,Alpha9KO,na,13810,20,0.685399793545712,-2.64873891811008
7,Awake,Multitone,Alpha9KO,na,14375,20,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,30,0.735372218267616,-0.051936817572115
7,Awake,Multitone,Alpha9KO,na,4588,30,0.627416418948716,-0.39264498929304
7,Awake,Multitone,Alpha9KO,na,5110,30,0.635835028922118,-0.59024494811323
7,Awake,Multitone,Alpha9KO,na,5635,30,0.696002432511476,-0.661578723683852
7,Awake,Multitone,Alpha9KO,na,6163,30,0.625272606035437,-1.04350388489858
7,Awake,Multitone,Alpha9KO,na,6693,30,0.81047946580034,-1.31670455279045
7,Awake,Multitone,Alpha9KO,na,7225,30,0.851491121871809,-1.54065063138163
7,Awake,Multitone,Alpha9KO,na,7760,30,0.98968173811381,-1.63969219088427
7,Awake,Multitone,Alpha9KO,na,8298,30,1.62382511308966,-1.48590507684791
7,Awake,Multitone,Alpha9KO,na,8838,30,2.5533251553458,-1.8508141522365
7,Awake,Multitone,Alpha9KO,na,9380,30,3.40015815983287,-2.19557126956831
7,Awake,Multitone,Alpha9KO,na,9925,30,2.60172332496238,-1.90170193791569
7,Awake,Multitone,Alpha9KO,na,10473,30,3.8713124132287,-1.97284634554803
7,Awake,Multitone,Alpha9KO,na,11023,30,2.75893583072205,-2.38959100664219
7,Awake,Multitone,Alpha9KO,na,11575,30,2.44861247654463,-2.74196450053516
7,Awake,Multitone,Alpha9KO,na,12130,30,1.64090670952639,-2.78958071018431
7,Awake,Multitone,Alpha9KO,na,12688,30,1.39369370623818,-2.84226094653387
7,Awake,Multitone,Alpha9KO,na,13248,30,0.911396400508355,-3.05014898373519
7,Awake,Multitone,Alpha9KO,na,13810,30,0.476719218224698,-2.86518923825195
7,Awake,Multitone,Alpha9KO,na,14375,30,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,40,0.978732398476133,-0.0657208002924037
7,Awake,Multitone,Alpha9KO,na,4588,40,0.748269497047269,-0.388413200542177
7,Awake,Multitone,Alpha9KO,na,5110,40,0.846408500333755,-0.573507062535906
7,Awake,Multitone,Alpha9KO,na,5635,40,1.01681345322777,-0.631347849440012
7,Awake,Multitone,Alpha9KO,na,6163,40,0.97881605357114,-1.04020667006423
7,Awake,Multitone,Alpha9KO,na,6693,40,1.2903582663546,-1.31564992886564
7,Awake,Multitone,Alpha9KO,na,7225,40,1.51719660161816,-1.54814426839041
7,Awake,Multitone,Alpha9KO,na,7760,40,1.68410751447815,-1.65043152322209
7,Awake,Multitone,Alpha9KO,na,8298,40,2.88065302690999,-1.5237730428189
7,Awake,Multitone,Alpha9KO,na,8838,40,4.27680223335809,-1.87234327283058
7,Awake,Multitone,Alpha9KO,na,9380,40,5.59853971356427,-2.21660326973734
7,Awake,Multitone,Alpha9KO,na,9925,40,4.03856218951536,-1.91955308111673
7,Awake,Multitone,Alpha9KO,na,10473,40,5.42755656722496,-1.98323026473386
7,Awake,Multitone,Alpha9KO,na,11023,40,3.48932787506532,-2.32679959094724
7,Awake,Multitone,Alpha9KO,na,11575,40,3.11158655608904,-2.64724312260135
7,Awake,Multitone,Alpha9KO,na,12130,40,2.09630411635719,-2.70261464021426
7,Awake,Multitone,Alpha9KO,na,12688,40,1.91346517677884,-2.76011146925446
7,Awake,Multitone,Alpha9KO,na,13248,40,1.2017216120691,-2.97182851435108
7,Awake,Multitone,Alpha9KO,na,13810,40,0.526032190002097,-2.73060850922257
7,Awake,Multitone,Alpha9KO,na,14375,40,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,50,1.58169860180712,-0.0522005674331004
7,Awake,Multitone,Alpha9KO,na,4588,50,1.2141454874688,-0.392595523936495
7,Awake,Multitone,Alpha9KO,na,5110,50,1.54831154186299,-0.578037903893412
7,Awake,Multitone,Alpha9KO,na,5635,50,1.83776737388957,-0.627021894712313
7,Awake,Multitone,Alpha9KO,na,6163,50,1.93363317470022,-1.02964731785566
7,Awake,Multitone,Alpha9KO,na,6693,50,2.64201091656368,-1.3253740533354
7,Awake,Multitone,Alpha9KO,na,7225,50,3.01231174762423,-1.56406043978997
7,Awake,Multitone,Alpha9KO,na,7760,50,3.21956935268319,-1.67415912252947
7,Awake,Multitone,Alpha9KO,na,8298,50,4.77845840745335,-1.54707712913821
7,Awake,Multitone,Alpha9KO,na,8838,50,6.16883641272891,-1.88819853911165
7,Awake,Multitone,Alpha9KO,na,9380,50,7.85877935642445,-2.22599445899181
7,Awake,Multitone,Alpha9KO,na,9925,50,5.52377347189555,-1.9177516991521
7,Awake,Multitone,Alpha9KO,na,10473,50,6.65385541566062,-1.97336044894038
7,Awake,Multitone,Alpha9KO,na,11023,50,3.92667798035472,-2.2800983478121
7,Awake,Multitone,Alpha9KO,na,11575,50,3.7264249484548,-2.58293897371528
7,Awake,Multitone,Alpha9KO,na,12130,50,2.60054098405451,-2.64405411374464
7,Awake,Multitone,Alpha9KO,na,12688,50,2.28129926180269,-2.76686637564895
7,Awake,Multitone,Alpha9KO,na,13248,50,1.27949501833026,-2.89162263412168
7,Awake,Multitone,Alpha9KO,na,13810,50,0.565311053424196,-2.9518656648563
7,Awake,Multitone,Alpha9KO,na,14375,50,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,60,3.1031375078797,-0.0564811279699752
7,Awake,Multitone,Alpha9KO,na,4588,60,2.37146596669237,-0.399952313813384
7,Awake,Multitone,Alpha9KO,na,5110,60,2.9778591015817,-0.581217759744817
7,Awake,Multitone,Alpha9KO,na,5635,60,3.56380876632991,-0.636720904892422
7,Awake,Multitone,Alpha9KO,na,6163,60,3.751797305795,-1.03044239742066
7,Awake,Multitone,Alpha9KO,na,6693,60,5.23702951703024,-1.33112181081286
7,Awake,Multitone,Alpha9KO,na,7225,60,5.69561573307097,-1.56886615323955
7,Awake,Multitone,Alpha9KO,na,7760,60,5.83722602119094,-1.68497418813696
7,Awake,Multitone,Alpha9KO,na,8298,60,7.64804116023581,-1.57099986131007
7,Awake,Multitone,Alpha9KO,na,8838,60,8.21832264696954,-1.91249178103077
7,Awake,Multitone,Alpha9KO,na,9380,60,9.28183411225162,-2.23979223903109
7,Awake,Multitone,Alpha9KO,na,9925,60,6.53302462153647,-1.91068631072646
7,Awake,Multitone,Alpha9KO,na,10473,60,6.7200728664525,-1.96137388842873
7,Awake,Multitone,Alpha9KO,na,11023,60,4.13490005945332,-2.2528775950616
7,Awake,Multitone,Alpha9KO,na,11575,60,3.91537591528945,-2.5892491994311
7,Awake,Multitone,Alpha9KO,na,12130,60,3.04470581528688,-2.57060008151207
7,Awake,Multitone,Alpha9KO,na,12688,60,2.39209130733542,-2.68539702756043
7,Awake,Multitone,Alpha9KO,na,13248,60,1.28016649794201,-2.8461893363903
7,Awake,Multitone,Alpha9KO,na,13810,60,0.563180692873078,-2.62126918437882
7,Awake,Multitone,Alpha9KO,na,14375,60,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,70,6.29265995538677,-0.0626990926470595
7,Awake,Multitone,Alpha9KO,na,4588,70,4.88376484003201,-0.4078576499877
7,Awake,Multitone,Alpha9KO,na,5110,70,5.81363475856514,-0.595184692650009
7,Awake,Multitone,Alpha9KO,na,5635,70,6.76336899395889,-0.657341695245108
7,Awake,Multitone,Alpha9KO,na,6163,70,6.6965259504002,-1.05397683869697
7,Awake,Multitone,Alpha9KO,na,6693,70,8.84105585645406,-1.36066103346582
7,Awake,Multitone,Alpha9KO,na,7225,70,9.02088410466924,-1.60241244663881
7,Awake,Multitone,Alpha9KO,na,7760,70,8.52525861956994,-1.71270968114502
7,Awake,Multitone,Alpha9KO,na,8298,70,10.3140693844675,-1.61110948616848
7,Awake,Multitone,Alpha9KO,na,8838,70,9.6534158545283,-1.95118303121563
7,Awake,Multitone,Alpha9KO,na,9380,70,9.80555324156673,-2.26762509487813
7,Awake,Multitone,Alpha9KO,na,9925,70,6.83960853071773,-1.93506295281892
7,Awake,Multitone,Alpha9KO,na,10473,70,6.32160755111025,-1.97740234889872
7,Awake,Multitone,Alpha9KO,na,11023,70,3.95117225547906,-2.28613746687995
7,Awake,Multitone,Alpha9KO,na,11575,70,3.72346097131842,-2.63525700216513
7,Awake,Multitone,Alpha9KO,na,12130,70,2.81175386395261,-2.52774029035863
7,Awake,Multitone,Alpha9KO,na,12688,70,1.87861123706164,-2.7166077413917
7,Awake,Multitone,Alpha9KO,na,13248,70,0.794983572160665,-2.78739865859527
7,Awake,Multitone,Alpha9KO,na,13810,70,0.653493809175416,-2.79931972710844
7,Awake,Multitone,Alpha9KO,na,14375,70,NaN,NaN
7,Awake,Multitone,Alpha9KO,na,4068,80,9.78077515217005,-0.0526073344336561
7,Awake,Multitone,Alpha9KO,na,4588,80,7.77451939278132,-0.393202904815623
7,Awake,Multitone,Alpha9KO,na,5110,80,9.12217494826444,-0.584030926375282
7,Awake,Multitone,Alpha9KO,na,5635,80,10.7003651453102,-0.647770964176188
7,Awake,Multitone,Alpha9KO,na,6163,80,10.1802790269919,-1.05901283734264
7,Awake,Multitone,Alpha9KO,na,6693,80,13.3687288737532,-1.38211705812429
7,Awake,Multitone,Alpha9KO,na,7225,80,12.5938035625519,-1.63757539190299
7,Awake,Multitone,Alpha9KO,na,7760,80,10.6367889719578,-1.75478763423778
7,Awake,Multitone,Alpha9KO,na,8298,80,12.6473605402453,-1.66666314877531
7,Awake,Multitone,Alpha9KO,na,8838,80,10.3914266880185,-2.00953115918803
7,Awake,Multitone,Alpha9KO,na,9380,80,9.28964576676153,-2.31453772000014
7,Awake,Multitone,Alpha9KO,na,9925,80,6.55244866978992,-1.98075920758166
7,Awake,Multitone,Alpha9KO,na,10473,80,5.42850603019704,-2.03042397325487
7,Awake,Multitone,Alpha9KO,na,11023,80,3.50464780651238,-2.36137480475374
7,Awake,Multitone,Alpha9KO,na,11575,80,3.28780706088794,-2.81547438527926
7,Awake,Multitone,Alpha9KO,na,12130,80,2.00372240386582,-2.60520249628011
7,Awake,Multitone,Alpha9KO,na,12688,80,1.04386937821134,-2.70047195685898
7,Awake,Multitone,Alpha9KO,na,13248,80,0.743580433965665,-2.59448283820295
7,Awake,Multitone,Alpha9KO,na,13810,80,0.830383210247174,-2.55433666610714
7,Awake,Multitone,Alpha9KO,na,14375,80,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,10,0.769944716147724,-0.173497243586851
8,Awake,Multitone,Alpha9KO,na,4588,10,0.955885071107576,-0.791707097051849
8,Awake,Multitone,Alpha9KO,na,5110,10,1.11018114436485,-0.552327919855371
8,Awake,Multitone,Alpha9KO,na,5635,10,0.568920996809801,-0.479952022990179
8,Awake,Multitone,Alpha9KO,na,6163,10,0.750050777222435,-0.911840389303385
8,Awake,Multitone,Alpha9KO,na,6693,10,0.930527210001137,-1.43723077826062
8,Awake,Multitone,Alpha9KO,na,7225,10,0.623271526179911,-1.62267667849591
8,Awake,Multitone,Alpha9KO,na,7760,10,0.657709238434162,-1.5746446153132
8,Awake,Multitone,Alpha9KO,na,8298,10,0.664851228424486,-1.58591887594816
8,Awake,Multitone,Alpha9KO,na,8838,10,0.73583152181118,-1.9508477488194
8,Awake,Multitone,Alpha9KO,na,9380,10,0.72910491592246,-2.4077862899733
8,Awake,Multitone,Alpha9KO,na,9925,10,0.853801706092464,-1.9825111476988
8,Awake,Multitone,Alpha9KO,na,10473,10,1.42876610284612,-1.9644715165668
8,Awake,Multitone,Alpha9KO,na,11023,10,1.69921675878559,-1.84838730165181
8,Awake,Multitone,Alpha9KO,na,11575,10,1.10665585258799,-2.19995093537869
8,Awake,Multitone,Alpha9KO,na,12130,10,1.14596397343226,-2.05179311089931
8,Awake,Multitone,Alpha9KO,na,12688,10,0.730382248295387,-2.09522417445134
8,Awake,Multitone,Alpha9KO,na,13248,10,0.719719323607766,-2.31542166342417
8,Awake,Multitone,Alpha9KO,na,13810,10,0.558852230175131,-2.44948187951369
8,Awake,Multitone,Alpha9KO,na,14375,10,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,20,0.700479446601253,-0.0884224573941818
8,Awake,Multitone,Alpha9KO,na,4588,20,0.725245886634845,-0.297448298695932
8,Awake,Multitone,Alpha9KO,na,5110,20,0.73061032417775,-0.469959577272917
8,Awake,Multitone,Alpha9KO,na,5635,20,0.693028279351652,-0.565418941463222
8,Awake,Multitone,Alpha9KO,na,6163,20,0.699286564025409,-1.00116267265889
8,Awake,Multitone,Alpha9KO,na,6693,20,0.731824346343423,-1.33422850548873
8,Awake,Multitone,Alpha9KO,na,7225,20,0.685113943861858,-1.5217059887148
8,Awake,Multitone,Alpha9KO,na,7760,20,0.738620384928361,-1.61958845568231
8,Awake,Multitone,Alpha9KO,na,8298,20,0.87868513718589,-1.67414138416289
8,Awake,Multitone,Alpha9KO,na,8838,20,0.959202727912666,-2.03863835877972
8,Awake,Multitone,Alpha9KO,na,9380,20,1.27856597560866,-2.29274849103713
8,Awake,Multitone,Alpha9KO,na,9925,20,1.46824182461413,-1.98644852117029
8,Awake,Multitone,Alpha9KO,na,10473,20,2.71265056803003,-1.97706912579443
8,Awake,Multitone,Alpha9KO,na,11023,20,3.21730427500501,-1.86218976369961
8,Awake,Multitone,Alpha9KO,na,11575,20,1.44848598023815,-2.15115064614271
8,Awake,Multitone,Alpha9KO,na,12130,20,1.51665419664883,-2.06253563003578
8,Awake,Multitone,Alpha9KO,na,12688,20,0.84358784683207,-2.30594205694127
8,Awake,Multitone,Alpha9KO,na,13248,20,0.671173704444804,-2.83501420071856
8,Awake,Multitone,Alpha9KO,na,13810,20,0.661666979571523,-2.0337856769362
8,Awake,Multitone,Alpha9KO,na,14375,20,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,30,0.664896828781692,0.0218441824583413
8,Awake,Multitone,Alpha9KO,na,4588,30,0.60004698718833,-0.293194715654489
8,Awake,Multitone,Alpha9KO,na,5110,30,0.78559943390055,-0.514392680590536
8,Awake,Multitone,Alpha9KO,na,5635,30,0.793524854466811,-0.598143783226726
8,Awake,Multitone,Alpha9KO,na,6163,30,0.718818642283208,-1.00180396955621
8,Awake,Multitone,Alpha9KO,na,6693,30,0.854472459621274,-1.31730983517296
8,Awake,Multitone,Alpha9KO,na,7225,30,0.843116604307607,-1.53866972692971
8,Awake,Multitone,Alpha9KO,na,7760,30,0.994253821384107,-1.62005438011905
8,Awake,Multitone,Alpha9KO,na,8298,30,1.49961456313613,-1.69271498845019
8,Awake,Multitone,Alpha9KO,na,8838,30,1.79989102280081,-2.05635009958219
8,Awake,Multitone,Alpha9KO,na,9380,30,2.55175421352695,-2.3233064067197
8,Awake,Multitone,Alpha9KO,na,9925,30,2.59148916085069,-2.03889608344514
8,Awake,Multitone,Alpha9KO,na,10473,30,4.62497299571745,-2.00114908780383
8,Awake,Multitone,Alpha9KO,na,11023,30,4.8700973213001,-1.88834214808742
8,Awake,Multitone,Alpha9KO,na,11575,30,1.92424022301674,-2.11520237375243
8,Awake,Multitone,Alpha9KO,na,12130,30,1.72808706248473,-2.05313453436053
8,Awake,Multitone,Alpha9KO,na,12688,30,1.08599295361027,-2.21166183276241
8,Awake,Multitone,Alpha9KO,na,13248,30,0.950637827344679,-2.6104888881474
8,Awake,Multitone,Alpha9KO,na,13810,30,0.566090844537491,-2.25319031373159
8,Awake,Multitone,Alpha9KO,na,14375,30,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,40,0.780141851122178,-0.0100942335360041
8,Awake,Multitone,Alpha9KO,na,4588,40,0.77062262844932,-0.340831246978429
8,Awake,Multitone,Alpha9KO,na,5110,40,0.849485990217956,-0.508362835004923
8,Awake,Multitone,Alpha9KO,na,5635,40,1.07563429422586,-0.599356902940742
8,Awake,Multitone,Alpha9KO,na,6163,40,1.00704825678695,-1.01036879985568
8,Awake,Multitone,Alpha9KO,na,6693,40,1.26686929331113,-1.32558076021949
8,Awake,Multitone,Alpha9KO,na,7225,40,1.37053591506901,-1.55791280708582
8,Awake,Multitone,Alpha9KO,na,7760,40,1.81509390951782,-1.63742561072793
8,Awake,Multitone,Alpha9KO,na,8298,40,2.98339623639827,-1.70526123554785
8,Awake,Multitone,Alpha9KO,na,8838,40,3.52945512657708,-2.05603962350274
8,Awake,Multitone,Alpha9KO,na,9380,40,4.6527995019235,-2.33908839220384
8,Awake,Multitone,Alpha9KO,na,9925,40,4.31948013134661,-2.07103526696587
8,Awake,Multitone,Alpha9KO,na,10473,40,6.45886352252271,-2.01927144478632
8,Awake,Multitone,Alpha9KO,na,11023,40,5.31011857369972,-1.88824698839848
8,Awake,Multitone,Alpha9KO,na,11575,40,2.72631722841492,-2.06549581182602
8,Awake,Multitone,Alpha9KO,na,12130,40,1.92992959299393,-1.97048763098966
8,Awake,Multitone,Alpha9KO,na,12688,40,1.18258981426519,-1.94756782193266
8,Awake,Multitone,Alpha9KO,na,13248,40,1.13009756290274,-2.73405514354058
8,Awake,Multitone,Alpha9KO,na,13810,40,0.701407806220984,-2.03514333061919
8,Awake,Multitone,Alpha9KO,na,14375,40,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,50,1.09883838851101,0.00768883901949809
8,Awake,Multitone,Alpha9KO,na,4588,50,1.03442616566352,-0.338267724326517
8,Awake,Multitone,Alpha9KO,na,5110,50,1.32263631322006,-0.506537557706257
8,Awake,Multitone,Alpha9KO,na,5635,50,1.87287593747017,-0.590895000455345
8,Awake,Multitone,Alpha9KO,na,6163,50,1.81416265115017,-1.00324271601021
8,Awake,Multitone,Alpha9KO,na,6693,50,2.25692956508136,-1.31672243033092
8,Awake,Multitone,Alpha9KO,na,7225,50,2.613995735125,-1.56096693975482
8,Awake,Multitone,Alpha9KO,na,7760,50,3.42830092826262,-1.6403620725157
8,Awake,Multitone,Alpha9KO,na,8298,50,4.96015783988594,-1.70574346708433
8,Awake,Multitone,Alpha9KO,na,8838,50,5.44691364680702,-2.05053547045577
8,Awake,Multitone,Alpha9KO,na,9380,50,7.04579283052149,-2.33533964379384
8,Awake,Multitone,Alpha9KO,na,9925,50,6.0398527456171,-2.0753770346495
8,Awake,Multitone,Alpha9KO,na,10473,50,7.73469066772102,-2.01839187909685
8,Awake,Multitone,Alpha9KO,na,11023,50,4.63765974179939,-1.85645299537195
8,Awake,Multitone,Alpha9KO,na,11575,50,3.29623440349601,-2.03012548656034
8,Awake,Multitone,Alpha9KO,na,12130,50,2.14718523754716,-1.90795782689296
8,Awake,Multitone,Alpha9KO,na,12688,50,1.34873354070323,-1.95723519936936
8,Awake,Multitone,Alpha9KO,na,13248,50,1.21151682300965,-2.73822345355156
8,Awake,Multitone,Alpha9KO,na,13810,50,0.665476065762969,-2.51556399614823
8,Awake,Multitone,Alpha9KO,na,14375,50,NaN,NaN
8,Awake,Multitone,Alpha9KO,na,4068,60,2.12569751847192,0.0144538484077367
8,Awake,Multitone,Alpha9KO,na,4588,60,1.82228050159798,-0.34803499426222
8,Awake,Multitone,Alpha9KO,na,5110,60,2.35823005865331,-0.512053386080118
8,Awake,Multitone,Alpha9KO,na,5635,60,3.41062537748054,-0.597806630906677
8,Awake,Multitone,Alpha9KO,na,6163,60,3.31561799895767,-1.00509119758011
8,Awake,Multitone,Alpha9KO,na,6693,60,4.13317516591681,-1.31717142903455
8,Awake,Multitone,Alpha9KO,na,7225,60,4.92506404074738,-1.54620293057419
