experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
4,Awake,Singletone,WT,Small,4588,NaN,NaN
4,Awake,Singletone,WT,Small,5110,NaN,NaN
4,Awake,Singletone,WT,Small,5635,NaN,NaN
4,Awake,Singletone,WT,Small,6163,NaN,NaN
4,Awake,Singletone,WT,Small,6693,NaN,NaN
4,Awake,Singletone,WT,Small,7225,NaN,NaN
4,Awake,Singletone,WT,Small,7760,NaN,NaN
4,Awake,Singletone,WT,Small,8298,NaN,NaN
4,Awake,Singletone,WT,Small,8838,NaN,NaN
4,Awake,Singletone,WT,Small,9380,NaN,NaN
4,Awake,Singletone,WT,Small,9925,NaN,NaN
4,Awake,Singletone,WT,Small,10473,NaN,NaN
4,Awake,Singletone,WT,Small,11023,NaN,NaN
4,Awake,Singletone,WT,Small,11575,NaN,NaN
4,Awake,Singletone,WT,Small,12130,NaN,NaN
4,Awake,Singletone,WT,Small,12688,NaN,NaN
4,Awake,Singletone,WT,Small,13248,NaN,NaN
4,Awake,Singletone,WT,Small,13810,NaN,NaN
4,Awake,Singletone,WT,Small,14375,NaN,NaN
5,Awake,Singletone,WT,Small,4068,NaN,5.5097059709157
5,Awake,Singletone,WT,Small,4588,NaN,6.94931453357686
5,Awake,Singletone,WT,Small,5110,NaN,7.04083842333222
5,Awake,Singletone,WT,Small,5635,NaN,7.14410666112803
5,Awake,Singletone,WT,Small,6163,NaN,8.12753623239661
5,Awake,Singletone,WT,Small,6693,NaN,8.09900257046706
5,Awake,Singletone,WT,Small,7225,NaN,9.37821255798486
5,Awake,Singletone,WT,Small,7760,NaN,10.000852429648
5,Awake,Singletone,WT,Small,8298,NaN,16.9965772983644
5,Awake,Singletone,WT,Small,8838,-0.380419055728325,13.6586265169441
5,Awake,Singletone,WT,Small,9380,-3.7356157273299,21.6878097134537
5,Awake,Singletone,WT,Small,9925,5.12802611942305,20.6704338518592
5,Awake,Singletone,WT,Small,10473,19.1613561993066,23.43072877122
5,Awake,Singletone,WT,Small,11023,18.9732170269757,25.4467340770951
5,Awake,Singletone,WT,Small,11575,19.2617946389339,24.0323546531773
5,Awake,Singletone,WT,Small,12130,17.0087483213161,22.7789704216324
5,Awake,Singletone,WT,Small,12688,14.1945436457901,23.6468516057422
5,Awake,Singletone,WT,Small,13248,14.8576130750313,19.3358104819062
5,Awake,Singletone,WT,Small,13810,25.85355692854,18.2840745322653
5,Awake,Singletone,WT,Small,14375,NaN,NaN
6,Awake,Singletone,WT,Small,4068,NaN,8.3821297017991
6,Awake,Singletone,WT,Small,4588,NaN,5.96960578619582
6,Awake,Singletone,WT,Small,5110,8.3616278622638,6.59817004022665
6,Awake,Singletone,WT,Small,5635,NaN,7.38883932673066
6,Awake,Singletone,WT,Small,6163,NaN,5.53218931059438
6,Awake,Singletone,WT,Small,6693,NaN,6.51878055238337
6,Awake,Singletone,WT,Small,7225,2.56620974557443,8.64166155929031
6,Awake,Singletone,WT,Small,7760,NaN,8.1909409452727
6,Awake,Singletone,WT,Small,8298,NaN,10.8681695524002
6,Awake,Singletone,WT,Small,8838,NaN,14.0854384494138
6,Awake,Singletone,WT,Small,9380,2.69739684882526,16.7164443541966
6,Awake,Singletone,WT,Small,9925,7.37786553715803,18.1769064897713
6,Awake,Singletone,WT,Small,10473,NaN,23.1899117796234
6,Awake,Singletone,WT,Small,11023,13.6784198357362,25.8977682344229
6,Awake,Singletone,WT,Small,11575,19.3977092175401,26.3065370382071
6,Awake,Singletone,WT,Small,12130,22.5378496428362,24.3183374570474
6,Awake,Singletone,WT,Small,12688,22.1188452112664,25.2550024144597
6,Awake,Singletone,WT,Small,13248,22.8596042648453,24.3545067954122
6,Awake,Singletone,WT,Small,13810,NaN,22.2016899894757
6,Awake,Singletone,WT,Small,14375,NaN,NaN
1,Awake,Singletone,WT,Medium,4068,NaN,7.28854059269915
1,Awake,Singletone,WT,Medium,4588,NaN,5.91982617312748
1,Awake,Singletone,WT,Medium,5110,NaN,7.62421634421449
1,Awake,Singletone,WT,Medium,5635,NaN,6.07244200344231
1,Awake,Singletone,WT,Medium,6163,-2.79865782828573,8.84063383998442
1,Awake,Singletone,WT,Medium,6693,-10.0848934720716,8.86161725782643
1,Awake,Singletone,WT,Medium,7225,0.0277595198047322,6.2908378203366
1,Awake,Singletone,WT,Medium,7760,5.91310162098041,12.4458314054202
1,Awake,Singletone,WT,Medium,8298,0.0279403457608562,15.5623512655311
1,Awake,Singletone,WT,Medium,8838,2.60343442338967,20.2584579860406
1,Awake,Singletone,WT,Medium,9380,7.26505012209082,20.7469749345777
1,Awake,Singletone,WT,Medium,9925,13.3550040877583,24.8358595361328
1,Awake,Singletone,WT,Medium,10473,13.6902010582992,24.8471570612009
1,Awake,Singletone,WT,Medium,11023,11.2427421683586,23.7468894166754
1,Awake,Singletone,WT,Medium,11575,17.7965123012279,24.6262022247609
1,Awake,Singletone,WT,Medium,12130,24.8278535931095,26.9231244957976
1,Awake,Singletone,WT,Medium,12688,26.8139898694029,25.9838041754063
1,Awake,Singletone,WT,Medium,13248,NaN,NaN
1,Awake,Singletone,WT,Medium,13810,NaN,NaN
1,Awake,Singletone,WT,Medium,14375,NaN,NaN
2,Awake,Singletone,WT,Medium,4068,-3.43047613550254,5.86802274551343
2,Awake,Singletone,WT,Medium,4588,-2.08616818969211,6.12040275496726
2,Awake,Singletone,WT,Medium,5110,NaN,7.0857255742738
2,Awake,Singletone,WT,Medium,5635,-7.05930755756673,7.74012878680276
2,Awake,Singletone,WT,Medium,6163,NaN,7.23192552111767
2,Awake,Singletone,WT,Medium,6693,-3.36491282122499,8.3658866974971
2,Awake,Singletone,WT,Medium,7225,0.728245085833353,6.79693019614807
2,Awake,Singletone,WT,Medium,7760,16.8915537964602,9.22498385138857
2,Awake,Singletone,WT,Medium,8298,3.94093610974348,10.3193740305039
2,Awake,Singletone,WT,Medium,8838,-1.67447842684265,14.6451988421256
2,Awake,Singletone,WT,Medium,9380,1.52495642371111,18.1553374077753
2,Awake,Singletone,WT,Medium,9925,-0.872239387060719,19.6202232937143
2,Awake,Singletone,WT,Medium,10473,9.43036616955285,23.1928596660206
2,Awake,Singletone,WT,Medium,11023,14.8345143452736,23.6052428871054
2,Awake,Singletone,WT,Medium,11575,21.7625713817135,25.2910998425361
2,Awake,Singletone,WT,Medium,12130,24.9498309134009,24.318458352416
2,Awake,Singletone,WT,Medium,12688,18.3063855270975,21.6368887585911
2,Awake,Singletone,WT,Medium,13248,15.5995545553141,18.4885804834294
2,Awake,Singletone,WT,Medium,13810,NaN,23.1736169414037
2,Awake,Singletone,WT,Medium,14375,NaN,NaN
3,Awake,Singletone,WT,Medium,4068,NaN,NaN
3,Awake,Singletone,WT,Medium,4588,NaN,NaN
3,Awake,Singletone,WT,Medium,5110,NaN,NaN
3,Awake,Singletone,WT,Medium,5635,NaN,NaN
3,Awake,Singletone,WT,Medium,6163,NaN,NaN
3,Awake,Singletone,WT,Medium,6693,NaN,NaN
3,Awake,Singletone,WT,Medium,7225,NaN,NaN
3,Awake,Singletone,WT,Medium,7760,NaN,NaN
3,Awake,Singletone,WT,Medium,8298,NaN,NaN
3,Awake,Singletone,WT,Medium,8838,NaN,NaN
3,Awake,Singletone,WT,Medium,9380,NaN,NaN
3,Awake,Singletone,WT,Medium,9925,NaN,NaN
3,Awake,Singletone,WT,Medium,10473,NaN,NaN
3,Awake,Singletone,WT,Medium,11023,NaN,NaN
3,Awake,Singletone,WT,Medium,11575,NaN,NaN
3,Awake,Singletone,WT,Medium,12130,NaN,NaN
3,Awake,Singletone,WT,Medium,12688,NaN,NaN
3,Awake,Singletone,WT,Medium,13248,NaN,NaN
3,Awake,Singletone,WT,Medium,13810,NaN,NaN
3,Awake,Singletone,WT,Medium,14375,NaN,NaN
4,Awake,Singletone,WT,Medium,4068,NaN,NaN
4,Awake,Singletone,WT,Medium,4588,NaN,NaN
4,Awake,Singletone,WT,Medium,5110,NaN,NaN
4,Awake,Singletone,WT,Medium,5635,NaN,NaN
4,Awake,Singletone,WT,Medium,6163,NaN,NaN
4,Awake,Singletone,WT,Medium,6693,NaN,NaN
4,Awake,Singletone,WT,Medium,7225,NaN,NaN
4,Awake,Singletone,WT,Medium,7760,NaN,NaN
4,Awake,Singletone,WT,Medium,8298,NaN,NaN
4,Awake,Singletone,WT,Medium,8838,NaN,NaN
4,Awake,Singletone,WT,Medium,9380,NaN,NaN
4,Awake,Singletone,WT,Medium,9925,NaN,NaN
4,Awake,Singletone,WT,Medium,10473,NaN,NaN
4,Awake,Singletone,WT,Medium,11023,NaN,NaN
4,Awake,Singletone,WT,Medium,11575,NaN,NaN
4,Awake,Singletone,WT,Medium,12130,NaN,NaN
4,Awake,Singletone,WT,Medium,12688,NaN,NaN
4,Awake,Singletone,WT,Medium,13248,NaN,NaN
4,Awake,Singletone,WT,Medium,13810,NaN,NaN
4,Awake,Singletone,WT,Medium,14375,NaN,NaN
5,Awake,Singletone,WT,Medium,4068,NaN,6.25812457783584
5,Awake,Singletone,WT,Medium,4588,-10.969126698674,5.85979495686972
5,Awake,Singletone,WT,Medium,5110,NaN,7.13970686365146
5,Awake,Singletone,WT,Medium,5635,NaN,6.68413133305507
5,Awake,Singletone,WT,Medium,6163,NaN,9.2496825339674
5,Awake,Singletone,WT,Medium,6693,NaN,8.98728565596699
5,Awake,Singletone,WT,Medium,7225,-6.09568118971933,9.72528924534414
5,Awake,Singletone,WT,Medium,7760,NaN,10.141261606771
5,Awake,Singletone,WT,Medium,8298,0.304769595580709,13.0578086772212
5,Awake,Singletone,WT,Medium,8838,-0.716825771172935,15.1518027182097
5,Awake,Singletone,WT,Medium,9380,1.69173618823473,20.3194214364062
5,Awake,Singletone,WT,Medium,9925,6.67483574163733,18.9615705082546
5,Awake,Singletone,WT,Medium,10473,14.2980074298836,24.066923245938
5,Awake,Singletone,WT,Medium,11023,18.5160336913509,23.4610318202381
5,Awake,Singletone,WT,Medium,11575,17.2729628296185,22.6118295998458
5,Awake,Singletone,WT,Medium,12130,10.9890322243511,24.4191006411495
5,Awake,Singletone,WT,Medium,12688,15.6048314383117,22.0251650083041
5,Awake,Singletone,WT,Medium,13248,18.3312335403011,23.9574435258112
5,Awake,Singletone,WT,Medium,13810,NaN,21.8009979817042
5,Awake,Singletone,WT,Medium,14375,NaN,NaN
6,Awake,Singletone,WT,Medium,4068,NaN,9.22492520087886
6,Awake,Singletone,WT,Medium,4588,NaN,9.14876224879522
6,Awake,Singletone,WT,Medium,5110,NaN,5.53282854941151
6,Awake,Singletone,WT,Medium,5635,4.18411295441289,7.86602576724336
6,Awake,Singletone,WT,Medium,6163,17.070565430218,7.89313632616584
6,Awake,Singletone,WT,Medium,6693,NaN,7.73145622308247
6,Awake,Singletone,WT,Medium,7225,NaN,7.94903526587046
6,Awake,Singletone,WT,Medium,7760,NaN,9.39685919437205
6,Awake,Singletone,WT,Medium,8298,5.42198321155339,10.7737131555191
6,Awake,Singletone,WT,Medium,8838,NaN,11.9104148249239
6,Awake,Singletone,WT,Medium,9380,-0.153669627560255,15.6431224354887
6,Awake,Singletone,WT,Medium,9925,6.20502910359702,18.116949196043
6,Awake,Singletone,WT,Medium,10473,7.26394340037025,21.6161293647341
6,Awake,Singletone,WT,Medium,11023,13.5342800256987,24.6119695079704
6,Awake,Singletone,WT,Medium,11575,19.6555690966,26.6091796314798
6,Awake,Singletone,WT,Medium,12130,20.6833975112173,23.3280268686723
6,Awake,Singletone,WT,Medium,12688,22.8244536054625,26.4157470035164
6,Awake,Singletone,WT,Medium,13248,23.5609350450566,23.5389487770437
6,Awake,Singletone,WT,Medium,13810,NaN,21.8520583970104
6,Awake,Singletone,WT,Medium,14375,NaN,NaN
1,Awake,Singletone,WT,Large,4068,NaN,NaN
1,Awake,Singletone,WT,Large,4588,NaN,NaN
1,Awake,Singletone,WT,Large,5110,NaN,NaN
1,Awake,Singletone,WT,Large,5635,NaN,NaN
1,Awake,Singletone,WT,Large,6163,NaN,NaN
1,Awake,Singletone,WT,Large,6693,NaN,NaN
1,Awake,Singletone,WT,Large,7225,NaN,NaN
1,Awake,Singletone,WT,Large,7760,NaN,NaN
1,Awake,Singletone,WT,Large,8298,NaN,NaN
1,Awake,Singletone,WT,Large,8838,NaN,NaN
1,Awake,Singletone,WT,Large,9380,NaN,NaN
1,Awake,Singletone,WT,Large,9925,NaN,NaN
1,Awake,Singletone,WT,Large,10473,NaN,NaN
1,Awake,Singletone,WT,Large,11023,NaN,NaN
1,Awake,Singletone,WT,Large,11575,NaN,NaN
1,Awake,Singletone,WT,Large,12130,NaN,NaN
1,Awake,Singletone,WT,Large,12688,NaN,NaN
1,Awake,Singletone,WT,Large,13248,NaN,NaN
1,Awake,Singletone,WT,Large,13810,NaN,NaN
1,Awake,Singletone,WT,Large,14375,NaN,NaN
2,Awake,Singletone,WT,Large,4068,NaN,NaN
2,Awake,Singletone,WT,Large,4588,NaN,NaN
2,Awake,Singletone,WT,Large,5110,NaN,NaN
2,Awake,Singletone,WT,Large,5635,NaN,NaN
2,Awake,Singletone,WT,Large,6163,NaN,NaN
2,Awake,Singletone,WT,Large,6693,NaN,NaN
2,Awake,Singletone,WT,Large,7225,NaN,NaN
2,Awake,Singletone,WT,Large,7760,NaN,NaN
2,Awake,Singletone,WT,Large,8298,NaN,NaN
2,Awake,Singletone,WT,Large,8838,NaN,NaN
2,Awake,Singletone,WT,Large,9380,NaN,NaN
2,Awake,Singletone,WT,Large,9925,NaN,NaN
2,Awake,Singletone,WT,Large,10473,NaN,NaN
2,Awake,Singletone,WT,Large,11023,NaN,NaN
2,Awake,Singletone,WT,Large,11575,NaN,NaN
2,Awake,Singletone,WT,Large,12130,NaN,NaN
2,Awake,Singletone,WT,Large,12688,NaN,NaN
2,Awake,Singletone,WT,Large,13248,NaN,NaN
2,Awake,Singletone,WT,Large,13810,NaN,NaN
2,Awake,Singletone,WT,Large,14375,NaN,NaN
3,Awake,Singletone,WT,Large,4068,NaN,NaN
3,Awake,Singletone,WT,Large,4588,NaN,NaN
3,Awake,Singletone,WT,Large,5110,NaN,NaN
3,Awake,Singletone,WT,Large,5635,NaN,NaN
3,Awake,Singletone,WT,Large,6163,NaN,NaN
3,Awake,Singletone,WT,Large,6693,NaN,NaN
3,Awake,Singletone,WT,Large,7225,NaN,NaN
3,Awake,Singletone,WT,Large,7760,NaN,NaN
3,Awake,Singletone,WT,Large,8298,NaN,NaN
3,Awake,Singletone,WT,Large,8838,NaN,NaN
3,Awake,Singletone,WT,Large,9380,NaN,NaN
3,Awake,Singletone,WT,Large,9925,NaN,NaN
3,Awake,Singletone,WT,Large,10473,NaN,NaN
3,Awake,Singletone,WT,Large,11023,NaN,NaN
3,Awake,Singletone,WT,Large,11575,NaN,NaN
3,Awake,Singletone,WT,Large,12130,NaN,NaN
3,Awake,Singletone,WT,Large,12688,NaN,NaN
3,Awake,Singletone,WT,Large,13248,NaN,NaN
3,Awake,Singletone,WT,Large,13810,NaN,NaN
3,Awake,Singletone,WT,Large,14375,NaN,NaN
4,Awake,Singletone,WT,Large,4068,NaN,NaN
4,Awake,Singletone,WT,Large,4588,NaN,NaN
4,Awake,Singletone,WT,Large,5110,NaN,NaN
4,Awake,Singletone,WT,Large,5635,NaN,NaN
4,Awake,Singletone,WT,Large,6163,NaN,NaN
4,Awake,Singletone,WT,Large,6693,NaN,NaN
4,Awake,Singletone,WT,Large,7225,NaN,NaN
4,Awake,Singletone,WT,Large,7760,NaN,NaN
4,Awake,Singletone,WT,Large,8298,NaN,NaN
4,Awake,Singletone,WT,Large,8838,NaN,NaN
4,Awake,Singletone,WT,Large,9380,NaN,NaN
4,Awake,Singletone,WT,Large,9925,NaN,NaN
4,Awake,Singletone,WT,Large,10473,NaN,NaN
4,Awake,Singletone,WT,Large,11023,NaN,NaN
4,Awake,Singletone,WT,Large,11575,NaN,NaN
4,Awake,Singletone,WT,Large,12130,NaN,NaN
4,Awake,Singletone,WT,Large,12688,NaN,NaN
4,Awake,Singletone,WT,Large,13248,NaN,NaN
4,Awake,Singletone,WT,Large,13810,NaN,NaN
4,Awake,Singletone,WT,Large,14375,NaN,NaN
5,Awake,Singletone,WT,Large,4068,NaN,NaN
5,Awake,Singletone,WT,Large,4588,NaN,NaN
5,Awake,Singletone,WT,Large,5110,NaN,NaN
5,Awake,Singletone,WT,Large,5635,NaN,NaN
5,Awake,Singletone,WT,Large,6163,NaN,NaN
5,Awake,Singletone,WT,Large,6693,NaN,NaN
5,Awake,Singletone,WT,Large,7225,NaN,NaN
5,Awake,Singletone,WT,Large,7760,NaN,NaN
5,Awake,Singletone,WT,Large,8298,NaN,NaN
5,Awake,Singletone,WT,Large,8838,NaN,NaN
5,Awake,Singletone,WT,Large,9380,NaN,NaN
5,Awake,Singletone,WT,Large,9925,NaN,NaN
5,Awake,Singletone,WT,Large,10473,NaN,NaN
5,Awake,Singletone,WT,Large,11023,NaN,NaN
5,Awake,Singletone,WT,Large,11575,NaN,NaN
5,Awake,Singletone,WT,Large,12130,NaN,NaN
5,Awake,Singletone,WT,Large,12688,NaN,NaN
5,Awake,Singletone,WT,Large,13248,NaN,NaN
5,Awake,Singletone,WT,Large,13810,NaN,NaN
5,Awake,Singletone,WT,Large,14375,NaN,NaN
6,Awake,Singletone,WT,Large,4068,NaN,5.68129321747181
6,Awake,Singletone,WT,Large,4588,NaN,7.61509349743676
6,Awake,Singletone,WT,Large,5110,NaN,6.36915938109816
6,Awake,Singletone,WT,Large,5635,NaN,6.37133403427913
6,Awake,Singletone,WT,Large,6163,NaN,7.53394563172651
6,Awake,Singletone,WT,Large,6693,NaN,7.87656137004176
6,Awake,Singletone,WT,Large,7225,NaN,9.77101957619895
6,Awake,Singletone,WT,Large,7760,NaN,9.97771538398507
6,Awake,Singletone,WT,Large,8298,NaN,12.4384511684724
6,Awake,Singletone,WT,Large,8838,NaN,12.048932030439
6,Awake,Singletone,WT,Large,9380,NaN,14.4871155914881
6,Awake,Singletone,WT,Large,9925,NaN,20.2362309464087
6,Awake,Singletone,WT,Large,10473,8.23567805973744,19.6210854529223
6,Awake,Singletone,WT,Large,11023,12.2127842345803,20.9899010781689
6,Awake,Singletone,WT,Large,11575,20.9145593075992,25.6568533232458
6,Awake,Singletone,WT,Large,12130,18.6829922881344,23.2498093115908
6,Awake,Singletone,WT,Large,12688,17.4024037849191,23.7905399974829
6,Awake,Singletone,WT,Large,13248,12.0667896795721,22.5097934554136
6,Awake,Singletone,WT,Large,13810,NaN,20.1344355600273
6,Awake,Singletone,WT,Large,14375,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,4068,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,4588,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,5110,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,5635,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,6163,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,6693,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,7225,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,7760,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,8298,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,8838,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,9380,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,9925,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,10473,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,11023,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,11575,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,12130,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,12688,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,13248,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,13810,NaN,NaN
7,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,4068,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,4588,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,5110,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,5635,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,6163,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,6693,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,7225,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,7760,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,8298,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,8838,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,9380,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,9925,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,10473,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,11023,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,11575,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,12130,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,12688,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,13248,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,13810,NaN,NaN
8,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
9,Awake,Singletone,Alpha9KO,Small,4068,NaN,6.04290228414734
9,Awake,Singletone,Alpha9KO,Small,4588,NaN,6.7040133159561
9,Awake,Singletone,Alpha9KO,Small,5110,-10.4437908121185,8.34325004144324
9,Awake,Singletone,Alpha9KO,Small,5635,-7.04299431342212,8.10542982222019
9,Awake,Singletone,Alpha9KO,Small,6163,-4.33034008399504,8.43302340871352
9,Awake,Singletone,Alpha9KO,Small,6693,NaN,9.27717272667193
9,Awake,Singletone,Alpha9KO,Small,7225,-4.78792462911692,12.0805990346154
9,Awake,Singletone,Alpha9KO,Small,7760,-0.49573240309117,18.1483471788224
9,Awake,Singletone,Alpha9KO,Small,8298,5.66143740779401,21.8811666391341
9,Awake,Singletone,Alpha9KO,Small,8838,12.9701878291062,23.4849531043415
9,Awake,Singletone,Alpha9KO,Small,9380,17.1544918576975,24.3571074685373
9,Awake,Singletone,Alpha9KO,Small,9925,26.0052219325871,25.5267241886442
9,Awake,Singletone,Alpha9KO,Small,10473,21.0794060676874,24.097030226953
9,Awake,Singletone,Alpha9KO,Small,11023,23.7664318719273,25.0639245001318
9,Awake,Singletone,Alpha9KO,Small,11575,22.4644184921038,23.6943922486531
9,Awake,Singletone,Alpha9KO,Small,12130,18.6210617291125,19.6216601287525
9,Awake,Singletone,Alpha9KO,Small,12688,29.3295845779067,21.056931719736
9,Awake,Singletone,Alpha9KO,Small,13248,29.6800603536036,NaN
9,Awake,Singletone,Alpha9KO,Small,13810,31.9438262838812,22.9023963788961
9,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
10,Awake,Singletone,Alpha9KO,Small,4068,NaN,6.57587523933707
10,Awake,Singletone,Alpha9KO,Small,4588,NaN,5.25411939871319
10,Awake,Singletone,Alpha9KO,Small,5110,-10.4437908121185,8.03979913640516
10,Awake,Singletone,Alpha9KO,Small,5635,NaN,7.11839778968876
10,Awake,Singletone,Alpha9KO,Small,6163,NaN,9.2068515707696
10,Awake,Singletone,Alpha9KO,Small,6693,NaN,9.45357879901937
10,Awake,Singletone,Alpha9KO,Small,7225,-3.31043132121442,11.9161141969385
10,Awake,Singletone,Alpha9KO,Small,7760,-3.04793045545841,16.9485227578579
10,Awake,Singletone,Alpha9KO,Small,8298,4.62593560033598,21.7064132355745
10,Awake,Singletone,Alpha9KO,Small,8838,12.795844080656,22.6373856892423
10,Awake,Singletone,Alpha9KO,Small,9380,16.9108447767554,23.6939001688467
10,Awake,Singletone,Alpha9KO,Small,9925,25.5328775321875,25.1201147203053
10,Awake,Singletone,Alpha9KO,Small,10473,22.1183209993304,24.6327919934607
10,Awake,Singletone,Alpha9KO,Small,11023,22.8290358111515,24.5074154688916
10,Awake,Singletone,Alpha9KO,Small,11575,22.2284301738797,23.1296191717499
10,Awake,Singletone,Alpha9KO,Small,12130,17.4617669183871,19.4236303082582
10,Awake,Singletone,Alpha9KO,Small,12688,NaN,20.942528895736
10,Awake,Singletone,Alpha9KO,Small,13248,NaN,NaN
10,Awake,Singletone,Alpha9KO,Small,13810,31.9438262838812,25.2753974055611
10,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
11,Awake,Singletone,Alpha9KO,Small,4068,NaN,NaN
11,Awake,Singletone,Alpha9KO,Small,4588,1.89832839358138,5.67895816509785
11,Awake,Singletone,Alpha9KO,Small,5110,NaN,8.43150984018809
11,Awake,Singletone,Alpha9KO,Small,5635,NaN,9.14694452280172
11,Awake,Singletone,Alpha9KO,Small,6163,NaN,NaN
11,Awake,Singletone,Alpha9KO,Small,6693,NaN,6.21521563886577
11,Awake,Singletone,Alpha9KO,Small,7225,NaN,9.18124800518852
11,Awake,Singletone,Alpha9KO,Small,7760,NaN,9.6709175346564
11,Awake,Singletone,Alpha9KO,Small,8298,1.34464324417205,13.236188675214
11,Awake,Singletone,Alpha9KO,Small,8838,NaN,19.3228606772306
11,Awake,Singletone,Alpha9KO,Small,9380,7.4496223941255,20.9607697831531
11,Awake,Singletone,Alpha9KO,Small,9925,11.1393068672706,22.2070312667222
11,Awake,Singletone,Alpha9KO,Small,10473,17.2888918074385,22.716002167624
11,Awake,Singletone,Alpha9KO,Small,11023,21.220199930682,24.5380577157092
11,Awake,Singletone,Alpha9KO,Small,11575,26.379670000686,22.0704799805326
11,Awake,Singletone,Alpha9KO,Small,12130,25.2540677017397,23.4925837633294
11,Awake,Singletone,Alpha9KO,Small,12688,21.4621533900329,22.7080845100418
11,Awake,Singletone,Alpha9KO,Small,13248,NaN,NaN
11,Awake,Singletone,Alpha9KO,Small,13810,NaN,NaN
11,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,4068,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,4588,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,5110,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,5635,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,6163,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,6693,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,7225,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,7760,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,8298,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,8838,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,9380,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,9925,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,10473,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,11023,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,11575,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,12130,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,12688,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,13248,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,13810,NaN,NaN
12,Awake,Singletone,Alpha9KO,Small,14375,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,4068,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,4588,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,5110,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,5635,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,6163,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,6693,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,7225,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,7760,NaN,NaN
7,Awake,Singletone,Alpha9KO,Medium,8298,NaN,NaN
