experiment,condition,protocol,genotype,pupilSize,freq,gain1,gain2
7,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
7,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
7,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
7,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
7,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
7,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
7,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
7,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
7,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
7,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
7,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
7,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
7,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
7,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
8,Awake,TM,Alpha9KO,Large,4068,NaN,NaN
8,Awake,TM,Alpha9KO,Large,4588,NaN,NaN
8,Awake,TM,Alpha9KO,Large,5110,NaN,NaN
8,Awake,TM,Alpha9KO,Large,5635,NaN,NaN
8,Awake,TM,Alpha9KO,Large,6163,NaN,NaN
8,Awake,TM,Alpha9KO,Large,6693,NaN,NaN
8,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
8,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
8,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
8,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
8,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
8,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
8,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
8,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
8,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
8,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
8,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
8,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
8,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
8,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
9,Awake,TM,Alpha9KO,Large,4068,NaN,NaN
9,Awake,TM,Alpha9KO,Large,4588,NaN,NaN
9,Awake,TM,Alpha9KO,Large,5110,NaN,NaN
9,Awake,TM,Alpha9KO,Large,5635,NaN,NaN
9,Awake,TM,Alpha9KO,Large,6163,NaN,NaN
9,Awake,TM,Alpha9KO,Large,6693,NaN,NaN
9,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
9,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
9,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
9,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
9,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
9,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
9,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
9,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
9,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
9,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
9,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
9,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
9,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
9,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
10,Awake,TM,Alpha9KO,Large,4068,NaN,NaN
10,Awake,TM,Alpha9KO,Large,4588,NaN,NaN
10,Awake,TM,Alpha9KO,Large,5110,NaN,NaN
10,Awake,TM,Alpha9KO,Large,5635,NaN,NaN
10,Awake,TM,Alpha9KO,Large,6163,NaN,NaN
10,Awake,TM,Alpha9KO,Large,6693,NaN,NaN
10,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
10,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
10,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
10,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
10,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
10,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
10,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
10,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
10,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
10,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
10,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
10,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
10,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
10,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
11,Awake,TM,Alpha9KO,Large,4068,NaN,NaN
11,Awake,TM,Alpha9KO,Large,4588,NaN,NaN
11,Awake,TM,Alpha9KO,Large,5110,NaN,NaN
11,Awake,TM,Alpha9KO,Large,5635,NaN,NaN
11,Awake,TM,Alpha9KO,Large,6163,NaN,NaN
11,Awake,TM,Alpha9KO,Large,6693,NaN,NaN
11,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
11,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
11,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
11,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
11,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
11,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
11,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
11,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
11,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
11,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
11,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
11,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
11,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
11,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
12,Awake,TM,Alpha9KO,Large,4068,NaN,NaN
12,Awake,TM,Alpha9KO,Large,4588,NaN,NaN
12,Awake,TM,Alpha9KO,Large,5110,NaN,NaN
12,Awake,TM,Alpha9KO,Large,5635,NaN,NaN
12,Awake,TM,Alpha9KO,Large,6163,NaN,NaN
12,Awake,TM,Alpha9KO,Large,6693,NaN,NaN
12,Awake,TM,Alpha9KO,Large,7225,NaN,NaN
12,Awake,TM,Alpha9KO,Large,7760,NaN,NaN
12,Awake,TM,Alpha9KO,Large,8298,NaN,NaN
12,Awake,TM,Alpha9KO,Large,8838,NaN,NaN
12,Awake,TM,Alpha9KO,Large,9380,NaN,NaN
12,Awake,TM,Alpha9KO,Large,9925,NaN,NaN
12,Awake,TM,Alpha9KO,Large,10473,NaN,NaN
12,Awake,TM,Alpha9KO,Large,11023,NaN,NaN
12,Awake,TM,Alpha9KO,Large,11575,NaN,NaN
12,Awake,TM,Alpha9KO,Large,12130,NaN,NaN
12,Awake,TM,Alpha9KO,Large,12688,NaN,NaN
12,Awake,TM,Alpha9KO,Large,13248,NaN,NaN
12,Awake,TM,Alpha9KO,Large,13810,NaN,NaN
12,Awake,TM,Alpha9KO,Large,14375,NaN,NaN
1,Anesth,Multitone,WT,Small,4068,NaN,NaN
1,Anesth,Multitone,WT,Small,4588,NaN,NaN
1,Anesth,Multitone,WT,Small,5110,NaN,NaN
1,Anesth,Multitone,WT,Small,5635,NaN,NaN
1,Anesth,Multitone,WT,Small,6163,NaN,NaN
1,Anesth,Multitone,WT,Small,6693,NaN,NaN
1,Anesth,Multitone,WT,Small,7225,NaN,NaN
1,Anesth,Multitone,WT,Small,7760,NaN,NaN
1,Anesth,Multitone,WT,Small,8298,NaN,NaN
1,Anesth,Multitone,WT,Small,8838,NaN,NaN
1,Anesth,Multitone,WT,Small,9380,NaN,NaN
1,Anesth,Multitone,WT,Small,9925,NaN,NaN
1,Anesth,Multitone,WT,Small,10473,NaN,NaN
1,Anesth,Multitone,WT,Small,11023,NaN,NaN
1,Anesth,Multitone,WT,Small,11575,NaN,NaN
1,Anesth,Multitone,WT,Small,12130,NaN,NaN
1,Anesth,Multitone,WT,Small,12688,NaN,NaN
1,Anesth,Multitone,WT,Small,13248,NaN,NaN
1,Anesth,Multitone,WT,Small,13810,NaN,NaN
1,Anesth,Multitone,WT,Small,14375,NaN,NaN
2,Anesth,Multitone,WT,Small,4068,NaN,NaN
2,Anesth,Multitone,WT,Small,4588,NaN,NaN
2,Anesth,Multitone,WT,Small,5110,NaN,NaN
2,Anesth,Multitone,WT,Small,5635,NaN,NaN
2,Anesth,Multitone,WT,Small,6163,NaN,NaN
2,Anesth,Multitone,WT,Small,6693,NaN,NaN
2,Anesth,Multitone,WT,Small,7225,NaN,NaN
2,Anesth,Multitone,WT,Small,7760,NaN,NaN
2,Anesth,Multitone,WT,Small,8298,NaN,NaN
2,Anesth,Multitone,WT,Small,8838,NaN,NaN
2,Anesth,Multitone,WT,Small,9380,NaN,NaN
2,Anesth,Multitone,WT,Small,9925,NaN,NaN
2,Anesth,Multitone,WT,Small,10473,NaN,NaN
2,Anesth,Multitone,WT,Small,11023,NaN,NaN
2,Anesth,Multitone,WT,Small,11575,NaN,NaN
2,Anesth,Multitone,WT,Small,12130,NaN,NaN
2,Anesth,Multitone,WT,Small,12688,NaN,NaN
2,Anesth,Multitone,WT,Small,13248,NaN,NaN
2,Anesth,Multitone,WT,Small,13810,NaN,NaN
2,Anesth,Multitone,WT,Small,14375,NaN,NaN
3,Anesth,Multitone,WT,Small,4068,NaN,NaN
3,Anesth,Multitone,WT,Small,4588,NaN,NaN
3,Anesth,Multitone,WT,Small,5110,NaN,NaN
3,Anesth,Multitone,WT,Small,5635,NaN,NaN
3,Anesth,Multitone,WT,Small,6163,NaN,NaN
3,Anesth,Multitone,WT,Small,6693,NaN,NaN
3,Anesth,Multitone,WT,Small,7225,NaN,NaN
3,Anesth,Multitone,WT,Small,7760,NaN,NaN
3,Anesth,Multitone,WT,Small,8298,NaN,NaN
3,Anesth,Multitone,WT,Small,8838,NaN,NaN
3,Anesth,Multitone,WT,Small,9380,NaN,NaN
3,Anesth,Multitone,WT,Small,9925,NaN,NaN
3,Anesth,Multitone,WT,Small,10473,NaN,NaN
3,Anesth,Multitone,WT,Small,11023,NaN,NaN
3,Anesth,Multitone,WT,Small,11575,NaN,NaN
3,Anesth,Multitone,WT,Small,12130,NaN,NaN
3,Anesth,Multitone,WT,Small,12688,NaN,NaN
3,Anesth,Multitone,WT,Small,13248,NaN,NaN
3,Anesth,Multitone,WT,Small,13810,NaN,NaN
3,Anesth,Multitone,WT,Small,14375,NaN,NaN
4,Anesth,Multitone,WT,Small,4068,NaN,NaN
4,Anesth,Multitone,WT,Small,4588,NaN,NaN
4,Anesth,Multitone,WT,Small,5110,NaN,NaN
4,Anesth,Multitone,WT,Small,5635,NaN,NaN
4,Anesth,Multitone,WT,Small,6163,NaN,NaN
4,Anesth,Multitone,WT,Small,6693,NaN,NaN
4,Anesth,Multitone,WT,Small,7225,NaN,NaN
4,Anesth,Multitone,WT,Small,7760,NaN,NaN
4,Anesth,Multitone,WT,Small,8298,NaN,NaN
4,Anesth,Multitone,WT,Small,8838,NaN,NaN
4,Anesth,Multitone,WT,Small,9380,NaN,NaN
4,Anesth,Multitone,WT,Small,9925,NaN,NaN
4,Anesth,Multitone,WT,Small,10473,NaN,NaN
4,Anesth,Multitone,WT,Small,11023,NaN,NaN
4,Anesth,Multitone,WT,Small,11575,NaN,NaN
4,Anesth,Multitone,WT,Small,12130,NaN,NaN
4,Anesth,Multitone,WT,Small,12688,NaN,NaN
4,Anesth,Multitone,WT,Small,13248,NaN,NaN
4,Anesth,Multitone,WT,Small,13810,NaN,NaN
4,Anesth,Multitone,WT,Small,14375,NaN,NaN
5,Anesth,Multitone,WT,Small,4068,NaN,NaN
5,Anesth,Multitone,WT,Small,4588,NaN,NaN
5,Anesth,Multitone,WT,Small,5110,NaN,NaN
5,Anesth,Multitone,WT,Small,5635,NaN,NaN
5,Anesth,Multitone,WT,Small,6163,NaN,NaN
5,Anesth,Multitone,WT,Small,6693,NaN,NaN
5,Anesth,Multitone,WT,Small,7225,NaN,NaN
5,Anesth,Multitone,WT,Small,7760,NaN,NaN
5,Anesth,Multitone,WT,Small,8298,NaN,NaN
5,Anesth,Multitone,WT,Small,8838,NaN,NaN
5,Anesth,Multitone,WT,Small,9380,NaN,NaN
5,Anesth,Multitone,WT,Small,9925,NaN,NaN
5,Anesth,Multitone,WT,Small,10473,NaN,NaN
5,Anesth,Multitone,WT,Small,11023,NaN,NaN
5,Anesth,Multitone,WT,Small,11575,NaN,NaN
5,Anesth,Multitone,WT,Small,12130,NaN,NaN
5,Anesth,Multitone,WT,Small,12688,NaN,NaN
5,Anesth,Multitone,WT,Small,13248,NaN,NaN
5,Anesth,Multitone,WT,Small,13810,NaN,NaN
5,Anesth,Multitone,WT,Small,14375,NaN,NaN
6,Anesth,Multitone,WT,Small,4068,NaN,NaN
6,Anesth,Multitone,WT,Small,4588,NaN,NaN
6,Anesth,Multitone,WT,Small,5110,NaN,NaN
6,Anesth,Multitone,WT,Small,5635,NaN,NaN
6,Anesth,Multitone,WT,Small,6163,NaN,NaN
6,Anesth,Multitone,WT,Small,6693,NaN,NaN
6,Anesth,Multitone,WT,Small,7225,NaN,NaN
6,Anesth,Multitone,WT,Small,7760,NaN,NaN
6,Anesth,Multitone,WT,Small,8298,NaN,NaN
6,Anesth,Multitone,WT,Small,8838,NaN,NaN
6,Anesth,Multitone,WT,Small,9380,NaN,NaN
6,Anesth,Multitone,WT,Small,9925,NaN,NaN
6,Anesth,Multitone,WT,Small,10473,NaN,NaN
6,Anesth,Multitone,WT,Small,11023,NaN,NaN
6,Anesth,Multitone,WT,Small,11575,NaN,NaN
6,Anesth,Multitone,WT,Small,12130,NaN,NaN
6,Anesth,Multitone,WT,Small,12688,NaN,NaN
6,Anesth,Multitone,WT,Small,13248,NaN,NaN
6,Anesth,Multitone,WT,Small,13810,NaN,NaN
6,Anesth,Multitone,WT,Small,14375,NaN,NaN
1,Anesth,Multitone,WT,Medium,4068,NaN,NaN
1,Anesth,Multitone,WT,Medium,4588,NaN,NaN
1,Anesth,Multitone,WT,Medium,5110,NaN,NaN
1,Anesth,Multitone,WT,Medium,5635,NaN,NaN
1,Anesth,Multitone,WT,Medium,6163,NaN,NaN
1,Anesth,Multitone,WT,Medium,6693,NaN,NaN
1,Anesth,Multitone,WT,Medium,7225,NaN,NaN
1,Anesth,Multitone,WT,Medium,7760,NaN,NaN
1,Anesth,Multitone,WT,Medium,8298,NaN,NaN
1,Anesth,Multitone,WT,Medium,8838,NaN,NaN
1,Anesth,Multitone,WT,Medium,9380,NaN,NaN
1,Anesth,Multitone,WT,Medium,9925,NaN,NaN
1,Anesth,Multitone,WT,Medium,10473,NaN,NaN
1,Anesth,Multitone,WT,Medium,11023,NaN,NaN
1,Anesth,Multitone,WT,Medium,11575,NaN,NaN
1,Anesth,Multitone,WT,Medium,12130,NaN,NaN
1,Anesth,Multitone,WT,Medium,12688,NaN,NaN
1,Anesth,Multitone,WT,Medium,13248,NaN,NaN
1,Anesth,Multitone,WT,Medium,13810,NaN,NaN
1,Anesth,Multitone,WT,Medium,14375,NaN,NaN
2,Anesth,Multitone,WT,Medium,4068,NaN,NaN
2,Anesth,Multitone,WT,Medium,4588,NaN,NaN
2,Anesth,Multitone,WT,Medium,5110,NaN,NaN
2,Anesth,Multitone,WT,Medium,5635,NaN,NaN
2,Anesth,Multitone,WT,Medium,6163,NaN,NaN
2,Anesth,Multitone,WT,Medium,6693,NaN,NaN
2,Anesth,Multitone,WT,Medium,7225,NaN,NaN
2,Anesth,Multitone,WT,Medium,7760,NaN,NaN
2,Anesth,Multitone,WT,Medium,8298,NaN,NaN
2,Anesth,Multitone,WT,Medium,8838,NaN,NaN
2,Anesth,Multitone,WT,Medium,9380,NaN,NaN
2,Anesth,Multitone,WT,Medium,9925,NaN,NaN
2,Anesth,Multitone,WT,Medium,10473,NaN,NaN
2,Anesth,Multitone,WT,Medium,11023,NaN,NaN
2,Anesth,Multitone,WT,Medium,11575,NaN,NaN
2,Anesth,Multitone,WT,Medium,12130,NaN,NaN
2,Anesth,Multitone,WT,Medium,12688,NaN,NaN
2,Anesth,Multitone,WT,Medium,13248,NaN,NaN
2,Anesth,Multitone,WT,Medium,13810,NaN,NaN
2,Anesth,Multitone,WT,Medium,14375,NaN,NaN
3,Anesth,Multitone,WT,Medium,4068,NaN,NaN
3,Anesth,Multitone,WT,Medium,4588,NaN,NaN
3,Anesth,Multitone,WT,Medium,5110,NaN,NaN
3,Anesth,Multitone,WT,Medium,5635,NaN,NaN
3,Anesth,Multitone,WT,Medium,6163,NaN,NaN
3,Anesth,Multitone,WT,Medium,6693,NaN,NaN
3,Anesth,Multitone,WT,Medium,7225,NaN,NaN
3,Anesth,Multitone,WT,Medium,7760,NaN,NaN
3,Anesth,Multitone,WT,Medium,8298,NaN,NaN
3,Anesth,Multitone,WT,Medium,8838,NaN,NaN
3,Anesth,Multitone,WT,Medium,9380,NaN,NaN
3,Anesth,Multitone,WT,Medium,9925,NaN,NaN
3,Anesth,Multitone,WT,Medium,10473,NaN,NaN
3,Anesth,Multitone,WT,Medium,11023,NaN,NaN
3,Anesth,Multitone,WT,Medium,11575,NaN,NaN
3,Anesth,Multitone,WT,Medium,12130,NaN,NaN
3,Anesth,Multitone,WT,Medium,12688,NaN,NaN
3,Anesth,Multitone,WT,Medium,13248,NaN,NaN
3,Anesth,Multitone,WT,Medium,13810,NaN,NaN
3,Anesth,Multitone,WT,Medium,14375,NaN,NaN
4,Anesth,Multitone,WT,Medium,4068,NaN,NaN
4,Anesth,Multitone,WT,Medium,4588,NaN,NaN
4,Anesth,Multitone,WT,Medium,5110,NaN,NaN
4,Anesth,Multitone,WT,Medium,5635,NaN,NaN
4,Anesth,Multitone,WT,Medium,6163,NaN,NaN
4,Anesth,Multitone,WT,Medium,6693,NaN,NaN
4,Anesth,Multitone,WT,Medium,7225,NaN,NaN
4,Anesth,Multitone,WT,Medium,7760,NaN,NaN
4,Anesth,Multitone,WT,Medium,8298,NaN,NaN
4,Anesth,Multitone,WT,Medium,8838,NaN,NaN
4,Anesth,Multitone,WT,Medium,9380,NaN,NaN
4,Anesth,Multitone,WT,Medium,9925,NaN,NaN
4,Anesth,Multitone,WT,Medium,10473,NaN,NaN
4,Anesth,Multitone,WT,Medium,11023,NaN,NaN
4,Anesth,Multitone,WT,Medium,11575,NaN,NaN
4,Anesth,Multitone,WT,Medium,12130,NaN,NaN
4,Anesth,Multitone,WT,Medium,12688,NaN,NaN
4,Anesth,Multitone,WT,Medium,13248,NaN,NaN
4,Anesth,Multitone,WT,Medium,13810,NaN,NaN
4,Anesth,Multitone,WT,Medium,14375,NaN,NaN
5,Anesth,Multitone,WT,Medium,4068,NaN,NaN
5,Anesth,Multitone,WT,Medium,4588,NaN,NaN
5,Anesth,Multitone,WT,Medium,5110,NaN,NaN
5,Anesth,Multitone,WT,Medium,5635,NaN,NaN
5,Anesth,Multitone,WT,Medium,6163,NaN,NaN
5,Anesth,Multitone,WT,Medium,6693,NaN,NaN
5,Anesth,Multitone,WT,Medium,7225,NaN,NaN
5,Anesth,Multitone,WT,Medium,7760,NaN,NaN
5,Anesth,Multitone,WT,Medium,8298,NaN,NaN
5,Anesth,Multitone,WT,Medium,8838,NaN,NaN
5,Anesth,Multitone,WT,Medium,9380,NaN,NaN
5,Anesth,Multitone,WT,Medium,9925,NaN,NaN
5,Anesth,Multitone,WT,Medium,10473,NaN,NaN
5,Anesth,Multitone,WT,Medium,11023,NaN,NaN
5,Anesth,Multitone,WT,Medium,11575,NaN,NaN
5,Anesth,Multitone,WT,Medium,12130,NaN,NaN
5,Anesth,Multitone,WT,Medium,12688,NaN,NaN
5,Anesth,Multitone,WT,Medium,13248,NaN,NaN
5,Anesth,Multitone,WT,Medium,13810,NaN,NaN
5,Anesth,Multitone,WT,Medium,14375,NaN,NaN
6,Anesth,Multitone,WT,Medium,4068,NaN,NaN
6,Anesth,Multitone,WT,Medium,4588,NaN,NaN
6,Anesth,Multitone,WT,Medium,5110,NaN,NaN
6,Anesth,Multitone,WT,Medium,5635,NaN,NaN
6,Anesth,Multitone,WT,Medium,6163,NaN,NaN
6,Anesth,Multitone,WT,Medium,6693,NaN,NaN
6,Anesth,Multitone,WT,Medium,7225,NaN,NaN
6,Anesth,Multitone,WT,Medium,7760,NaN,NaN
6,Anesth,Multitone,WT,Medium,8298,NaN,NaN
6,Anesth,Multitone,WT,Medium,8838,NaN,NaN
6,Anesth,Multitone,WT,Medium,9380,NaN,NaN
6,Anesth,Multitone,WT,Medium,9925,NaN,NaN
6,Anesth,Multitone,WT,Medium,10473,NaN,NaN
6,Anesth,Multitone,WT,Medium,11023,NaN,NaN
6,Anesth,Multitone,WT,Medium,11575,NaN,NaN
6,Anesth,Multitone,WT,Medium,12130,NaN,NaN
6,Anesth,Multitone,WT,Medium,12688,NaN,NaN
6,Anesth,Multitone,WT,Medium,13248,NaN,NaN
6,Anesth,Multitone,WT,Medium,13810,NaN,NaN
6,Anesth,Multitone,WT,Medium,14375,NaN,NaN
1,Anesth,Multitone,WT,Large,4068,NaN,NaN
1,Anesth,Multitone,WT,Large,4588,NaN,NaN
1,Anesth,Multitone,WT,Large,5110,NaN,NaN
1,Anesth,Multitone,WT,Large,5635,NaN,NaN
1,Anesth,Multitone,WT,Large,6163,NaN,NaN
1,Anesth,Multitone,WT,Large,6693,NaN,NaN
1,Anesth,Multitone,WT,Large,7225,NaN,NaN
1,Anesth,Multitone,WT,Large,7760,NaN,NaN
1,Anesth,Multitone,WT,Large,8298,NaN,NaN
1,Anesth,Multitone,WT,Large,8838,NaN,NaN
1,Anesth,Multitone,WT,Large,9380,NaN,NaN
1,Anesth,Multitone,WT,Large,9925,NaN,NaN
1,Anesth,Multitone,WT,Large,10473,NaN,NaN
1,Anesth,Multitone,WT,Large,11023,NaN,NaN
1,Anesth,Multitone,WT,Large,11575,NaN,NaN
1,Anesth,Multitone,WT,Large,12130,NaN,NaN
1,Anesth,Multitone,WT,Large,12688,NaN,NaN
1,Anesth,Multitone,WT,Large,13248,NaN,NaN
1,Anesth,Multitone,WT,Large,13810,NaN,NaN
1,Anesth,Multitone,WT,Large,14375,NaN,NaN
2,Anesth,Multitone,WT,Large,4068,NaN,NaN
2,Anesth,Multitone,WT,Large,4588,NaN,NaN
2,Anesth,Multitone,WT,Large,5110,NaN,NaN
2,Anesth,Multitone,WT,Large,5635,NaN,NaN
2,Anesth,Multitone,WT,Large,6163,NaN,NaN
2,Anesth,Multitone,WT,Large,6693,NaN,NaN
2,Anesth,Multitone,WT,Large,7225,NaN,NaN
2,Anesth,Multitone,WT,Large,7760,NaN,NaN
2,Anesth,Multitone,WT,Large,8298,NaN,NaN
2,Anesth,Multitone,WT,Large,8838,NaN,NaN
2,Anesth,Multitone,WT,Large,9380,NaN,NaN
2,Anesth,Multitone,WT,Large,9925,NaN,NaN
2,Anesth,Multitone,WT,Large,10473,NaN,NaN
2,Anesth,Multitone,WT,Large,11023,NaN,NaN
2,Anesth,Multitone,WT,Large,11575,NaN,NaN
2,Anesth,Multitone,WT,Large,12130,NaN,NaN
2,Anesth,Multitone,WT,Large,12688,NaN,NaN
2,Anesth,Multitone,WT,Large,13248,NaN,NaN
2,Anesth,Multitone,WT,Large,13810,NaN,NaN
2,Anesth,Multitone,WT,Large,14375,NaN,NaN
3,Anesth,Multitone,WT,Large,4068,NaN,NaN
3,Anesth,Multitone,WT,Large,4588,NaN,NaN
3,Anesth,Multitone,WT,Large,5110,NaN,NaN
3,Anesth,Multitone,WT,Large,5635,NaN,NaN
3,Anesth,Multitone,WT,Large,6163,NaN,NaN
3,Anesth,Multitone,WT,Large,6693,NaN,NaN
3,Anesth,Multitone,WT,Large,7225,NaN,NaN
3,Anesth,Multitone,WT,Large,7760,NaN,NaN
3,Anesth,Multitone,WT,Large,8298,NaN,NaN
3,Anesth,Multitone,WT,Large,8838,NaN,NaN
3,Anesth,Multitone,WT,Large,9380,NaN,NaN
3,Anesth,Multitone,WT,Large,9925,NaN,NaN
3,Anesth,Multitone,WT,Large,10473,NaN,NaN
3,Anesth,Multitone,WT,Large,11023,NaN,NaN
3,Anesth,Multitone,WT,Large,11575,NaN,NaN
3,Anesth,Multitone,WT,Large,12130,NaN,NaN
3,Anesth,Multitone,WT,Large,12688,NaN,NaN
3,Anesth,Multitone,WT,Large,13248,NaN,NaN
3,Anesth,Multitone,WT,Large,13810,NaN,NaN
3,Anesth,Multitone,WT,Large,14375,NaN,NaN
4,Anesth,Multitone,WT,Large,4068,NaN,NaN
4,Anesth,Multitone,WT,Large,4588,NaN,NaN
4,Anesth,Multitone,WT,Large,5110,NaN,NaN
4,Anesth,Multitone,WT,Large,5635,NaN,NaN
4,Anesth,Multitone,WT,Large,6163,NaN,NaN
4,Anesth,Multitone,WT,Large,6693,NaN,NaN
4,Anesth,Multitone,WT,Large,7225,NaN,NaN
4,Anesth,Multitone,WT,Large,7760,NaN,NaN
4,Anesth,Multitone,WT,Large,8298,NaN,NaN
4,Anesth,Multitone,WT,Large,8838,NaN,NaN
4,Anesth,Multitone,WT,Large,9380,NaN,NaN
4,Anesth,Multitone,WT,Large,9925,NaN,NaN
4,Anesth,Multitone,WT,Large,10473,NaN,NaN
4,Anesth,Multitone,WT,Large,11023,NaN,NaN
4,Anesth,Multitone,WT,Large,11575,NaN,NaN
4,Anesth,Multitone,WT,Large,12130,NaN,NaN
4,Anesth,Multitone,WT,Large,12688,NaN,NaN
4,Anesth,Multitone,WT,Large,13248,NaN,NaN
4,Anesth,Multitone,WT,Large,13810,NaN,NaN
4,Anesth,Multitone,WT,Large,14375,NaN,NaN
5,Anesth,Multitone,WT,Large,4068,NaN,NaN
5,Anesth,Multitone,WT,Large,4588,NaN,NaN
5,Anesth,Multitone,WT,Large,5110,NaN,NaN
5,Anesth,Multitone,WT,Large,5635,NaN,NaN
5,Anesth,Multitone,WT,Large,6163,NaN,NaN
5,Anesth,Multitone,WT,Large,6693,NaN,NaN
5,Anesth,Multitone,WT,Large,7225,NaN,NaN
5,Anesth,Multitone,WT,Large,7760,NaN,NaN
5,Anesth,Multitone,WT,Large,8298,NaN,NaN
5,Anesth,Multitone,WT,Large,8838,NaN,NaN
5,Anesth,Multitone,WT,Large,9380,NaN,NaN
5,Anesth,Multitone,WT,Large,9925,NaN,NaN
5,Anesth,Multitone,WT,Large,10473,NaN,NaN
5,Anesth,Multitone,WT,Large,11023,NaN,NaN
5,Anesth,Multitone,WT,Large,11575,NaN,NaN
5,Anesth,Multitone,WT,Large,12130,NaN,NaN
5,Anesth,Multitone,WT,Large,12688,NaN,NaN
5,Anesth,Multitone,WT,Large,13248,NaN,NaN
5,Anesth,Multitone,WT,Large,13810,NaN,NaN
5,Anesth,Multitone,WT,Large,14375,NaN,NaN
6,Anesth,Multitone,WT,Large,4068,NaN,NaN
6,Anesth,Multitone,WT,Large,4588,NaN,NaN
6,Anesth,Multitone,WT,Large,5110,NaN,NaN
6,Anesth,Multitone,WT,Large,5635,NaN,NaN
6,Anesth,Multitone,WT,Large,6163,NaN,NaN
6,Anesth,Multitone,WT,Large,6693,NaN,NaN
6,Anesth,Multitone,WT,Large,7225,NaN,NaN
6,Anesth,Multitone,WT,Large,7760,NaN,NaN
6,Anesth,Multitone,WT,Large,8298,NaN,NaN
6,Anesth,Multitone,WT,Large,8838,NaN,NaN
6,Anesth,Multitone,WT,Large,9380,NaN,NaN
6,Anesth,Multitone,WT,Large,9925,NaN,NaN
6,Anesth,Multitone,WT,Large,10473,NaN,NaN
6,Anesth,Multitone,WT,Large,11023,NaN,NaN
6,Anesth,Multitone,WT,Large,11575,NaN,NaN
